Mass (avg),RT (avg),10mM LG_unlabeled251,10mM LG_unlabeled253,10mM LG_unlabeled261,10mM LG_13C-labeled259,10mM LG_13C-labeled265,10mM LG_13C-labeled270
260.1128,8.08,1,1,812,292745,331314,142229
882.0652,7.13,423695,440158,424643,418715,330031,377103
459.3666,1.25,241850,108476,167200,87773,34126,43275
840.6241,1.75,1,114252,1,614768,605727,517956
881.5644,1.76,483259,452168,419812,160393,159615,159098
396.1583,7.5,226431,221728,253338,33375,71809,34197
775.2228,1.18,17225,35339,38304,45575,51190,39553
629.5391,5.61,125988,148597,145899,406213,470857,466836
486.2579,1.23,5988,574,210485,491,181824,168869
846.6615,1.8,123571,172027,127522,356109,506364,470802
800.0634,7.14,367454,361468,363271,366245,270590,312832
128.095,8.68,220374,250981,80046,124735,64281,64208
208.1313,1.56,174092,172756,183795,171617,168370,179456
1329.4764,7.97,333682,342052,332451,28914,37666,1
675.4484,1.78,433351,421470,422548,112770,118498,94595
235.908,6.8,222569,204862,203702,98927,271697,96959
530.2843,1.23,21963,3835,202838,1,185389,183942
381.4331,1.62,301246,215003,181105,207902,131475,193936
1562.0058,7.12,364358,365975,370394,374932,231477,432437
168.0512,7.95,245062,280845,251094,215520,266338,158272
323.0519,8.55,255083,297785,277285,52337,61743,64411
760.5119,7.13,263906,269861,283682,284693,431519,379545
454.4141,2.46,532017,891553,454289,925629,875204,898483
519.2205,7.97,4646,5200,6410,287400,389171,178833
667.3833,1.24,1,1,487722,11859,457004,440294
827.893,9.67,414230,268365,314539,505508,151570,442484
431.2728,1.78,14031,1,1,1,10758,3468
841.634,1.75,1,1,384867,1057301,1078800,1032767
563.6001,1.59,470486,362277,382966,413909,367946,371926
525.4241,1.5,319604,383002,361311,321538,370193,388368
409.34,1.49,224161,277809,199558,192799,294388,109511
1726.0118,7.13,181366,394483,401931,397128,231394,440863
297.34,1.5,12791,250015,16638,1,30843,11991
488.1079,8.83,285029,296000,254876,38096,51758,31048
432.4199,2.48,632547,824024,264296,758985,750904,640698
371.1945,1.77,292,1,3772,1,18303,21110
811.5056,8.38,329786,299943,281097,425845,365940,427661
420.1338,7.61,144749,252618,32698,36116,17616,1
306.0557,9.23,329874,322295,323485,252973,320155,154041
1480.0045,7.14,189927,323064,214689,360260,222415,214940
436.3664,1.47,246021,29118,459279,764410,806528,411739
332.9841,7.18,230912,244916,256819,173837,279200,138176
501.2951,1.62,1,1,344598,1,281043,296325
831.6336,1.75,54111,36957,93865,604891,627610,595910
484.4599,2.32,342467,276784,13053,228947,232338,265691
576.5125,1.76,295762,336973,310657,26920,11287,23612
677.4626,1.78,292604,309519,300320,112716,127836,101881
265.0287,9.22,273146,277102,259678,132632,305248,185560
331.324,1.51,250532,80103,88801,87774,130381,122619
259.9501,9.66,134251,141638,24183,142602,84708,80134
1808.0151,7.13,315703,325639,320866,327451,183704,207045
166.0412,9.22,231505,230375,315282,172000,162364,236660
414.9867,7.17,814729,453229,639274,833330,1,850258
884.5391,5.72,434135,386212,366024,56942,210699,200731
674.5363,1.79,492859,374656,464392,275084,308168,259868
849.245,1.17,16473,24424,26580,27487,31474,27091
119.0735,6.51,169192,186009,183037,112944,142918,84361
386.1734,1.33,226819,193399,191820,189127,192962,192442
574.4961,5.76,334368,330693,340107,20459,16708,14503
1752.01,7.11,349490,236983,355803,361892,248467,441525
409.3665,1.27,129311,61966,174464,59214,38393,45301
241.2769,1.72,116177,124577,120088,128404,119877,113793
870.5125,7.29,247134,227046,285262,449426,340157,501090
763.5857,1.91,474203,511769,435180,426553,1375252,853880
699.5659,1.7,290513,289780,269603,52298,1,1
227.9778,7.17,75893,63622,114059,79395,39651,179401
181.0252,9.66,476667,392405,384356,317281,347632,441021
615.1086,8.87,1,1,1,360869,406506,307227
694.3513,1.21,143849,183238,133960,155159,144256,144400
577.3092,1.23,1,1615,306883,1,288191,269335
1088.525,7.13,205915,223580,212279,224087,422540,349741
433.1212,8.08,2821,5797,4396,221186,296415,135535
636.2977,1.19,205439,195182,136635,151065,162695,147088
700.569,1.79,118381,138193,122615,1,1,1
354.0864,8.16,1,1,1,213689,247298,182510
595.566,1.24,290748,444769,287352,1,1,150536
716.6139,3.2,1,2403,1,277433,429147,443575
353.3059,2.12,654237,650317,501036,549161,504995,607518
708.5878,3.2,1,1,1,588481,721347,547969
241.1194,8.83,1,1,1821297,78060,1344354,95804
538.141,1.2,17056,22999,26191,25693,26686,26059
780.5892,1.77,1,1,1,1,1,1
964.0685,7.14,329978,330495,335413,331853,278978,297818
155.0345,8.49,134018,172717,208961,172687,238703,130407
489.3411,1.25,344216,103272,131417,115071,51351,72328
718.6175,1.77,1,476529,1,1,1,1
1890.0194,7.13,351678,356280,363665,224371,453559,443183
670.1318,8.73,1,1,1,281360,339929,236460
853.5349,1.77,309776,337332,150064,21368,81179,86232
813.5496,5.52,376435,161988,452485,239195,237952,244555
702.1524,8.17,1,650,1,278692,312922,244533
332.2929,1.45,143545,376883,315329,389124,349278,330875
372.0917,1.21,6101,14356,13476,14137,16629,15929
554.0537,7.14,202851,209403,201805,193920,141847,168035
397.2571,2.13,115135,109345,76047,119619,79000,106896
623.3575,1.24,5976,1682,327014,1381,345607,307607
233.1535,6.36,4257,4829,5016,167932,231392,123029
398.2261,1.72,1,1,2401,1,1,1
790.1476,8.85,213000,218674,282546,11442,10849,11641
692.5535,1.78,54344,54058,40928,357346,367742,373374
690.5433,1.74,1,1,1,360952,1,1
670.9164,9.66,63498,29297,51893,71802,53336,90620
496.9902,7.17,639689,449865,613498,641358,988994,829033
331.0724,8.39,39802,1,44991,204879,324632,261376
250.9816,7.18,205480,220623,196776,137011,213506,107550
215.0925,7.19,109205,144847,188909,170627,435636,150644
413.8902,6.8,195557,196727,186557,96411,246711,93725
311.3557,1.85,2224,90700,81331,47940,80968,161561
539.3096,1.5,16885,527,303303,2147,279957,285788
357.1778,8.72,144198,172424,191327,102096,115883,31514
219.1107,6.4,191094,181218,168798,117870,159657,93778
444.2405,1.34,1,1,1,1,1,1
452.2787,1.28,1,2087,289082,6097,272134,272518
523.2987,1.31,14184,1492,293064,1,281446,260696
578.9939,7.17,165033,179202,185447,129368,269745,122298
537.5114,1.24,321355,312340,226431,98525,95897,99088
132.0535,8.08,191930,162800,179652,98566,118841,69049
700.4027,7.18,84598,172779,259275,185950,307231,300367
470.2638,1.25,19411,4169,177529,4266,207498,170677
208.1705,1.25,73929,29357,54120,26717,8783,20578
846.1759,8.73,284267,305830,328749,30370,35342,20256
182.0768,7.15,449504,539610,93306,97222,286776,215290
391.9845,7.1,78516,70218,83789,69949,84434,75317
299.939,6.8,168670,182599,196664,157505,220204,152349
409.0187,8.87,1,1,1,226029,217929,180570
327.0102,9.22,202149,213369,197619,138351,200967,117217
304.2402,1.24,229226,220411,203211,209268,222557,204436
1397.998,7.11,319423,326369,323386,328374,154128,176967
494.2136,1.23,2538,1,137042,1,117439,114676
1741.9824,7.13,248292,241422,231397,236379,152220,255632
202.1431,8.37,155695,154693,159497,125677,140328,97952
696.5629,1.77,1,1,921,252852,279581,411418
1972.0214,7.13,311169,315135,340072,343332,236006,411357
545.3206,1.64,1,1,274743,1,272266,266894
504.3424,1.45,285475,266757,221368,298239,322950,270882
470.2728,1.25,45877,7200,210924,7722,216625,186492
428.2828,1.54,184685,233452,198671,191435,227368,113643
425.2042,1.62,2493,1,246791,1291,233629,214216
268.0383,9.22,173663,185957,171099,148901,189673,125060
285.303,2.09,96957,181396,210558,120841,207177,70873
827.9956,7.12,275002,267736,276165,277490,334375,317902
432.2473,1.29,1,1,180771,1,171954,166998
548.4796,5.8,258697,270841,227900,15010,11321,11896
409.0186,9.05,1047,1,1,191388,196352,134164
810.6623,1.78,318008,312209,318336,639752,531047,678296
711.4097,1.25,1,1,337639,5858,339375,335328
678.5093,7.13,139374,144402,149164,159183,230676,212059
311.3189,2.03,204634,211207,107028,214982,103752,176906
1823.9769,7.13,364865,342011,364348,362311,224378,413457
698.5707,1.77,1,1,1,228928,249214,288669
283.3241,1.61,100966,21614,18441,1,18870,1
722.6356,1.78,1,1,1,343955,339065,320938
325.3709,1.49,199812,18336,22589,16989,54115,23403
964.0686,7.13,336630,339349,347880,347148,284195,304787
364.2105,1.41,3263,6367,181257,7281,111529,190833
689.9107,9.67,75551,71127,88279,87454,46728,103065
475.1565,8.68,230458,150651,189259,108620,171027,170822
225.0139,9.23,159497,151310,117090,97429,137598,104728
464.3255,1.28,210530,12015,16656,4056,15440,11392
201.9619,6.81,177458,61391,156433,85685,145159,163287
710.5434,1.78,83727,40320,21043,571992,578229,579500
722.6901,1.66,239889,225919,206231,227138,235119,226299
297.0896,1.84,257324,203271,164600,16352,13420,8564
406.1813,1.76,572,1,1,1,1,1
1577.9727,7.13,275207,257568,248065,266182,114337,138363
596.295,1.21,1,3904,101158,1694,79771,92631
367.0257,9.22,218102,205146,191761,123032,227940,89949
720.6304,1.79,1,1,1,233697,211461,1
1068.0543,7.13,243468,252083,248568,242712,205281,229633
569.451,1.51,195932,270990,209665,243364,215337,281698
425.3616,1.28,158942,20458,54873,15727,16536,28260
2054.0311,7.14,233900,226072,238461,233948,291535,295186
598.4955,5.68,266957,271212,256014,50571,47232,41902
518.1318,1.21,9717,7090,17027,5917,24403,16868
202.0456,7.19,17517,43020,15433,45460,1,11813
283.324,1.74,60790,46336,48788,65069,63357,44660
395.3403,1.39,116128,128701,159677,168819,137000,139691
437.3712,1.29,185351,13640,73544,30107,36525,24395
304.0908,8.45,166754,169164,159173,56257,77554,49237
2136.0276,7.13,211988,129112,246149,248374,149932,288481
427.3773,1.28,173605,44451,93094,53030,40656,38531
694.658,1.66,248648,167296,231035,159913,241988,255261
369.2153,1.65,3028,1,3850,495,1,2158
999.7808,1.24,227184,137136,134817,124300,89216,92136
467.3823,1.31,226788,25130,35130,17540,24605,36852
1315.9961,7.15,96079,88551,180196,82599,97593,191268
668.4992,1.77,1,1,1598,249726,216053,256772
457.267,1.62,1,1,135864,1,145814,128583
380.2595,1.29,65998,1,1,10614,1,1
631.4664,1.49,290423,286771,207501,243066,301086,279604
384.2652,1.45,183222,214090,187018,113369,106611,99172
245.1028,7.28,71582,97931,78588,94742,132181,109235
233.0435,5.56,141465,135140,130165,131314,186354,150924
393.3454,1.28,130701,1,57548,10922,24693,11139
668.0873,8.41,265660,275342,122483,130230,130669,85499
445.2517,1.76,1,506,2187,1,1,1
358.3572,2.12,96662,144834,151837,129153,174250,137170
621.4003,1.79,198184,208612,170721,42026,52119,50111
964.2902,1.16,19693,16844,25153,33680,33542,29283
484.2286,1.3,13354,2176,213072,584,186703,178140
499.9843,7.11,106184,193058,187621,100330,119559,219398
412.2101,1.25,44284,7324,225193,1,214274,184702
1916.0227,7.13,311419,324450,347016,353690,459928,445480
718.6218,3.21,1752,1,1,317919,329599,247476
705.6733,1.23,131346,228817,158315,52634,59701,73501
622.1321,8.87,1,1,1,209771,209209,156177
252.1686,1.78,13484,1,1,1,4883,1
362.2931,1.25,181208,78706,77382,54613,80694,80612
501.2364,1.26,3043,1,3794,1017,1,738
504.0777,8.61,105720,115194,150093,9259,16218,9866
252.9444,8.47,121379,134897,190635,246028,123327,191154
992.0037,7.11,185613,188565,184455,184563,106926,120409
511.409,1.33,172541,58407,62739,23451,44724,32899
407.2147,1.29,3553,1,152604,2578,148942,132930
613.1011,8.87,1327,1,1,411278,457001,374807
602.0178,9.51,184168,190051,201296,51773,50823,45286
539.4405,1.31,211639,24190,40201,40362,48946,35594
476.2744,1.3,3719,11667,186715,2231,171327,166789
1041.1888,8.16,197334,207338,214627,819,1,1
724.6436,1.78,19980,18503,25898,504596,489759,430715
946.2805,1.18,169330,178042,173125,180769,182224,206719
1659.9749,7.13,293520,139152,277848,160263,105538,122238
820.5265,1.46,236124,303079,264609,87771,101746,89344
1074.0071,7.12,232053,237340,219874,236661,270944,267736
609.1766,1.18,47965,17919,29349,17477,26729,24109
621.2021,8,168925,163287,160900,120616,100579,84874
323.0336,7.17,149743,142670,133435,66461,76955,51630
269.3079,1.77,1,1,1,1,1,1
540.4138,1.5,252399,431565,397980,413860,1,442550
1495.9641,7.12,232075,108298,197962,223281,230952,104229
444.4288,2.5,1,1,1,1,1,1
215.1637,6.59,81362,87667,96551,58683,66555,19353
1587.9971,7.11,155435,141584,323876,172454,162811,375712
528.4245,1.34,106786,47722,110524,25774,17635,26192
175.0588,6.57,91781,104437,101459,73641,96976,58837
262.1176,7.96,1130,1,1,115992,139891,85511
585.4445,1.56,225851,249747,185155,204379,242419,254313
475.2994,1.78,17735,1,1805,1,1,968
872.2602,1.17,96855,97844,85336,98467,86087,98381
663.9915,7.11,192259,188908,192275,191039,103737,222523
617.9815,9.53,181992,210481,187308,32047,33093,27738
602.5261,5.73,642222,659125,643867,64040,55671,72926
328.0687,8.56,1,1,1,191504,200081,161602
1413.9658,7.13,244015,113400,206892,217659,125902,145546
546.1239,8.64,206821,213704,112988,3002,3771,1178
375.2256,1.26,19065,16759,16725,8647,1,14394
672.1397,8.73,1,1,1,189414,209265,159003
959.785,1.74,101466,95503,115146,107618,127024,114294
575.9682,1.77,67093,65425,56449,91404,70643,68737
586.5405,7.09,87193,98721,103758,99635,117239,119055
511.8671,6.8,117957,108482,106466,53371,151544,48132
190.1358,1.25,58460,16499,35392,16452,3451,12355
495.4137,1.3,167156,17634,35138,24754,38964,27850
631.5437,5.61,1554,1,1,199593,229822,223895
840.7084,1.79,73220,56857,71883,190040,211851,198635
142.0116,9.23,134001,117286,105222,99536,149910,81777
525.4249,1.33,146861,45247,114399,30736,81030,60425
512.2865,1.27,22697,16008,176729,11572,174097,158846
425.2647,1.44,88468,98682,148079,1,151075,116486
187.1684,8.37,92877,107673,97796,37831,57446,35689
1029.1441,8.87,1,1,1,138186,151623,105469
257.1138,7.95,227986,235674,295628,414600,516092,298890
465.5275,1.61,165339,222143,98141,154444,295965,405123
421.3761,1.27,166681,13901,21675,8296,4680,15581
448.3296,1.2,159894,73972,70544,56952,57790,62832
647.4167,1.78,167708,165599,153357,43128,31736,35035
149.1054,6.08,37935,102860,78980,91926,97298,84274
558.5109,7.09,78805,137157,122144,129973,124237,120531
491.176,8.38,68111,63027,56615,100686,83276,91043
745.9968,7.11,219384,126306,230164,223738,153822,124929
569.0431,7.17,133929,131765,124437,60111,59225,41490
683.196,1.18,99560,28774,59346,42583,37957,42936
363.1892,1.28,3037,406,115628,1122,113081,106679
143.9749,1.43,203705,4018,5885,3484,4943,67156
447.2834,1.78,1,1,8438,1,9582,8677
422.2689,1.3,127413,23240,76830,18651,121301,65611
870.5113,7.19,138338,177534,165854,440635,209373,518062
1876.0117,7.13,180658,172955,209935,201416,196837,204544
1500.056,7.14,107105,111115,119938,102425,108574,118270
761.6483,1.76,824486,701423,635513,670041,672131,669141
703.4772,1.78,204993,213626,192986,53253,54549,56567
509.4295,1.29,179638,14200,30207,10042,23314,14975
1664.0581,7.13,141266,157022,158288,159374,150273,143028
1998.0263,7.13,106047,113003,115530,112656,161214,158408
555.4345,1.34,106898,25875,47484,18310,50012,28826
314.0515,8.34,93323,101642,79916,2660,3964,2522
301.1384,6.35,74198,92588,77976,13306,16560,17438
1582.0516,7.13,150155,153092,143301,155202,134584,148378
536.6898,7.96,120661,131835,119558,22082,28266,16298
485.2986,1.67,655,1,117280,490,105305,107853
1331.9579,7.12,240127,227776,205931,232812,97432,109167
550.4948,5.81,119070,104104,86013,4180,2379,1
796.5271,1.49,169722,173605,165444,49664,47042,32612
1746.0537,7.13,147845,149376,146828,146636,161348,159610
617.1142,8.87,1229,1,1,162506,171898,131747
925.991,7.1,116206,102876,101422,123348,115151,118526
292.0907,8.61,33210,47515,64150,80127,131259,114966
890.2692,1.17,10135,15244,20297,17594,1972,17676
514.0018,7.25,1,115852,1,1,150765,105532
493.1243,8.83,1,1,1,99200,130785,81549
677.4711,1.37,143963,39477,29369,28151,58221,33151
652.5415,5.61,201885,195679,195259,62147,61462,52976
666.4921,1.77,1,1,1,186372,193043,152045
809.6748,1.6,153336,195464,148010,1,1767,7085
809.4998,8.38,251359,241844,238248,130423,178795,105739
519.5012,1.24,173079,169979,128748,46536,61066,58054
440.397,2.19,214431,128243,34110,150868,115996,147155
869.665,1.76,1,1,1,268518,282401,1
304.2614,1.47,136641,175657,168359,91066,169073,155892
2040.0153,7.13,146193,148609,161917,161439,179837,183230
241.2042,1.25,56975,12630,28377,10339,9288,12089
510.276,1.27,137940,165016,157359,115882,117103,128568
203.1154,7.2,99549,187682,85830,65315,56201,37952
1670.0062,7.12,138996,135521,140511,148675,109997,186127
538.2386,1.24,3116,2764,116910,1,123671,110048
403.1812,7.5,1,1,832,59645,107537,68413
155.0691,8.37,129239,111452,55039,59134,56754,43177
391.9842,7.16,113809,129390,140486,113627,210693,182612
723.4323,1.78,139180,118256,106797,30562,26734,30889
571.9361,9.67,22818,29882,29597,35987,32095,42199
2080.0276,7.12,147103,150322,161024,173788,231172,232034
460.2208,1.33,101349,143147,109704,113428,113428,115766
1020.2973,1.19,148310,147763,157120,148016,140266,167346
689.5026,1.77,4229467,4594892,4199518,923165,806069,771422
599.4611,1.36,132993,31233,37627,21622,61758,23528
822.7067,1.78,105983,125253,118625,173441,329087,173013
227.978,7.09,54695,63108,58491,57432,69780,56704
245.1029,7.19,94531,64183,113139,85243,101771,89354
353.3293,1.26,94720,23186,55889,18003,15308,23164
641.5776,5.62,1,1,1,154518,159643,184865
280.1996,1.39,82078,108518,82510,98070,109240,90850
397.3191,1.81,133621,159002,101393,25300,25584,5669
440.1521,1.23,2405,1360,145824,1,138832,119769
362.1435,8.44,119193,124014,112368,41662,53167,29620
302.1067,1.84,1,1,1,109823,99971,76338
948.2763,1.17,124703,155456,155777,156156,147239,167840
253.9748,7.17,57496,170374,161360,99988,97090,126946
487.0396,7.17,115495,107060,100751,48414,53292,38707
450.1868,1.23,1,1922,76291,1,73056,68726
583.4653,1.33,98726,30959,22779,24651,24769,27523
519.3261,1.78,28856,4073,1,1,1,1
871.6775,1.77,150101,283819,153941,224115,207840,224430
423.0946,9.16,74554,75432,82605,32666,66700,36313
630.5453,6.8,134088,146159,129066,114063,143523,109977
351.314,1.26,61272,18339,52066,23166,14403,15579
269.1839,1.59,14641,29599,56060,14907,18520,13152
331.0593,8.25,1,1,1,123311,133420,101275
71.0735,8.63,44749,49091,52029,28761,74527,33366
1828.0588,7.13,145358,133663,150481,138817,145343,161724
589.5538,5.76,1,1,1,144505,129624,153761
335.3037,1.28,128098,21816,22020,20651,16671,12690
481.3981,1.31,166596,49674,65902,27360,37903,60258
733.4897,5.68,155984,146402,167845,16011,20196,18518
472.1119,8.67,128650,127358,122720,23129,21698,18546
397.9157,6.8,104656,104602,105129,71526,130506,75148
425.3501,1.79,101498,112878,148481,64249,156455,18600
591.5615,5.77,1,1,1,130414,120824,137054
411.0251,9.52,1,528,1,99878,114243,73236
483.2686,8.87,105454,124808,105475,58354,71934,35777
621.3367,1.23,7419,5436,137395,1,127070,145358
415.3409,1.26,52441,27790,68502,13147,20000,9137
504.3557,1.25,127297,136330,110354,29163,30576,32459
466.388,1.44,256202,313183,354474,87555,305390,265450
1418.0495,7.13,114848,113819,121093,110448,105608,106672
567.3258,1.31,13777,972,138922,1,131224,143768
399.3713,1.73,26011,6467,7009,2373,4312,8804
188.1275,6.83,42245,44939,50104,55671,80802,79815
755.4356,1.25,3603,1,166250,1,171910,155538
971.3014,7.96,120503,136543,129650,29734,36943,17232
611.3312,1.5,3001,1,103790,1,86041,88873
333.2631,1.37,1,602,1319,1,1,1
635.4127,1.78,67239,75956,67519,132459,118939,134532
579.5225,5.77,18537,26690,20802,123117,111605,130986
451.241,1.29,1,1116,83897,1300,89390,72206
714.1909,7.97,119676,127906,119800,48670,50998,28541
401.2043,1.24,1199,414,98639,1,85914,88021
816.2511,1.18,4631,11430,11708,11296,15057,11108
627.4914,1.34,79868,29879,28502,30393,39967,42378
538.3403,1.24,17703,11156,11111,8487,10836,20246
2162.0278,7.12,112436,126602,129227,129530,179887,171198
275.1124,8.75,84505,86248,71933,28304,44127,21125
703.6583,1.23,79537,138472,106234,39984,39749,44680
446.0607,8.88,80620,78007,72759,13353,13889,10108
479.5429,1.59,176398,119327,130370,47464,72792,88900
293.0873,7.91,97668,67470,107781,43202,58914,45211
394.228,1.27,1,2430,96575,1,80602,102095
457.0903,7.97,76275,95478,81871,37351,48145,28021
574.3107,1.24,1,4357,143386,1,156331,134732
539.3114,1.51,2330,1074,396196,2000,375399,358502
458.9793,8.43,125658,131918,140193,97502,108405,90606
359.3555,1.5,98655,25958,27630,22799,42877,37269
507.5376,1.6,173499,47231,137380,82524,125752,142272
687.4855,1.77,84489,110497,117763,1,1,56503
788.891,9.66,21871,23976,32319,32413,27077,49737
569.4496,1.34,117691,60716,96935,30182,58142,55598
715.5455,1.37,197763,178260,157836,182048,144473,132345
405.036,7.17,86848,89483,89737,40830,49261,30686
563.3515,1.78,18898,1,1,564,1,867
303.1086,8.38,38465,30956,36057,45497,36416,53072
864.1484,8.41,105948,111772,121276,45419,50816,35990
588.0382,9.05,125309,133148,131217,20080,21769,17421
329.0093,9.22,77724,78338,77789,54326,75965,44030
442.3241,1.29,106326,25290,126088,19198,87934,104962
660.4691,1.79,1,15238,1,106898,109891,96413
647.6208,1.22,140966,132158,101347,31269,46404,30576
905.2547,1.18,93924,87794,75100,79793,75081,73134
369.0238,9.22,84013,94991,70048,45406,90959,40706
243.1836,1.71,36399,39277,49235,19785,16993,12072
371.0429,7.96,83911,100028,95162,54503,62926,53390
925.9912,7.16,159677,153993,193074,157647,249922,222653
831.2308,1.17,65903,43622,54276,50223,41196,53953
611.176,1.18,19342,4781,10270,11042,6479,8571
865.9763,7.16,56876,51569,54652,63444,59043,73065
442.2518,1.75,1,968,609,1222,853,1
733.049,7.16,89955,85574,79307,39775,43606,29642
394.2827,1.31,95828,69341,65682,65061,66045,58308
303.025,8.68,146174,122760,120304,87047,75852,1
331.3238,1.71,74110,66099,60254,69422,39454,65006
542.3349,1.26,39294,20650,18869,25153,38326,23850
535.3357,1.77,1,1,1,1,1,5362
560.4516,1.38,2018,2453,738,3151,1978,1
699.1418,8.16,1,1,1,107719,136381,90537
628.2527,1.27,1470,1,124249,1,107450,96415
301.2364,1.71,33063,44375,53282,19842,7174,13594
253.2047,1.24,85242,26871,45151,37701,20423,31243
295.2875,1.41,32579,69829,82477,71804,69305,65049
373.2459,1.7,1,1,1441,1525,1,1
1027.1365,8.87,1,1,1,124534,127654,88787
654.2623,1.24,5023,1,112380,1,114889,110710
593.5502,1.24,60180,108390,63607,42955,47599,57452
580.0343,9.52,88093,100425,88675,11999,14003,8823
352.2151,1.54,1,1545,66005,1254,58747,59141
488.202,1.22,1,1,243374,1769,213584,173115
597.4821,1.32,100640,14171,17503,8753,13530,19333
318.2195,1.3,109139,82467,147415,138911,163223,56697
582.2664,1.23,1,1,90576,823,80494,73911
319.0691,8.34,1,1,1,60975,62904,61096
341.2926,1.49,1,2064,1,81317,76258,61845
613.4754,1.35,90959,43704,62307,20956,49854,26886
681.5551,1.7,90225,87490,81019,10555,16131,7191
643.5854,5.62,1,412,1,84716,101677,105212
765.5229,1.4,113365,38772,29059,28452,61245,31093
336.0657,8.37,13279,9901,10234,20254,14854,29997
442.2312,1.24,1,3805,51254,1,15820,30561
433.3334,1.81,81552,83314,70396,59173,53490,48609
1022.2939,1.19,71399,80213,87611,72789,84841,92493
596.2727,1.24,1,1,1,1,2203,1
353.1993,1.25,1,1,69426,564,72007,64684
588.1748,1.22,866,1,87642,1757,103156,81899
670.5605,1.27,72537,63058,79220,19346,14340,11760
579.3303,1.24,12625,1,82160,2527,88469,94915
369.15,8.4,1,2701,977,57925,48566,29797
657.5051,1.36,77899,23791,71606,17521,41935,26499
671.5171,1.36,99234,19067,25877,23162,33959,33225
682.2644,1.23,3811,1,83586,1,85795,71815
605.5975,1.24,1,1,1,71113,78405,64101
454.2367,1.26,12174,590,83565,1,79428,78182
802.5158,1.48,67954,88955,75723,26952,34499,22779
753.6581,1.23,57611,87014,67423,21251,17559,18930
752.4866,1.19,78121,86623,76908,72685,68355,52069
635.0531,7.14,69134,66143,66537,50781,47785,32596
653.3672,1.41,1,1,75096,1,69450,67197
408.0031,9.22,57868,52798,52378,30384,60926,22363
629.6119,1.24,74116,67381,62688,18353,18507,17317
607.6045,1.24,1,1,1,62670,66951,66128
517.2526,1.23,10169,1,61860,10850,59540,48214
665.361,1.24,1,5288,56212,1,72063,61320
318.2193,1.25,46188,51113,43922,54893,120059,33153
663.3519,1.24,1,26629,58027,23211,74628,66958
503.2706,1.23,16041,7678,74726,2963,52789,64466
540.269,1.22,5351,1,38579,1,34769,17136
