Mass (avg),RT (avg),[Area] QC1-POS,[Area] QC2-POS,[Area] QC3-POS,[Area] QC4-POS,[Area] QC5-POS
310.2993,2.14,21503,23676,20388,14465,7283
311.1521,1.72,30560,26785,29215,22021,18650
311.2283,1.45,25231,19029,12548,16917,28451
311.2308,1.52,148742,134289,140016,121396,122082
311.3184,1.63,27179,27898,34747,21717,23527
311.3548,1.82,56093,62984,52263,58597,63806
312.1362,1.91,24757,96979,64160,89888,27511
312.1363,1.84,740464,621322,554258,469814,357051
312.1474,1.33,55349,58895,73518,49968,54631
312.1904,1.6,30919,47871,20940,45764,40658
313.1737,1.29,27305,28846,24391,27320,26875
313.2097,1.32,7096,13157,7718,9316,9252
313.225,1.44,43795,37247,30478,27572,24596
313.2624,2.17,10791,8985,12354,5971,5657
313.298,2.15,14904,15878,9070,11767,4881
313.3346,1.68,22984,23393,24678,22565,20449
314.1153,1.72,31077,31458,28731,25017,18856
315.1911,1.27,16377,10742,11226,13059,14044
315.2404,1.82,7836,9158,,,15231
315.2413,1.46,43751,39095,34210,36019,40198
315.2774,1.66,11602,8162,7037,8803,7028
316.1871,1.52,13165,14300,12586,24509,16115
317.0454,1.27,6209,7015,6727,6277,6471
317.1126,0.49,11489,11363,12955,13365,11991
317.9628,0.35,13066,13675,12615,14286,12986
318.1231,0.39,10853,9085,6945,10179,9152
318.2201,1.63,23090,66949,55538,49672,45574
318.2773,2.1,32282,60179,34390,27537,21473
319.2374,1.74,53548,69925,46121,51377,56181
319.9592,0.36,9330,9617,9419,9087,9369
320.1266,1.39,8313,5600,6065,6565,6145
320.1828,1.47,13304,10028,16396,6731,8068
321.2877,1.98,41731,49608,44494,34269,37665
321.288,1.92,61604,56317,39254,35482,17052
322.1989,1.53,74645,40889,85073,96288,99406
322.1994,1.45,99751,79812,75475,72263,60595
322.2353,1.57,54101,46217,51677,50951,68173
323.2306,1.47,324536,292794,262034,271348,299102
323.2311,1.53,104523,292977,29867,91222,48641
323.2571,1.36,5331,4963,7046,5807,5596
323.2668,1.8,14689,13660,13853,12690,11882
323.2673,1.73,59234,45132,40481,34897,42102
323.3188,3.32,26774,32141,19954,21503,18814
323.8013,0.34,4751,4394,4152,6247,4581
323.9868,1.37,4533,3766,4300,4958,5201
324.1361,1.8,7860,5387,6002,4873,3439
324.193,1.67,47417,13956,16244,7016,24930
324.1931,1.77,10543,16559,9194,6694,6239
324.2153,1.37,20104,19051,21061,21016,20382
325.2122,1.62,40540,26467,32681,25630,24688
325.2465,1.45,2281044,2033361,1876262,1797333,1715613
325.2992,2.14,6917,7202,7584,6217,3044
325.3706,1.67,9363,10459,7943,9741,10125
326.0012,1.65,128267,115295,114741,94160,95830
326.044,0.31,4589,4238,4571,4892,4774
326.0713,1.77,21318,18899,17063,12286,10957
326.1864,1.66,45516,52032,40878,46261,45587
326.195,1.3,15357,23021,17788,23811,25981
326.2097,1.69,94141,114766,114462,99583,102855
327.1532,1.3,5351,5531,5563,5001,5352
327.19,1.33,35023,28098,32950,31856,24809
327.2045,1.76,8809,9677,8130,9043,6043
327.2261,1.34,9501,8019,7259,8108,9016
327.3138,1.57,37216,18986,23377,25294,25474
327.9978,1.73,8926,27720,13262,10970,19139
327.9983,1.65,136154,105164,103442,92130,93706
328.1836,1.66,19417,19080,11985,27395,16927
328.1893,1.47,25172,36562,26158,40920,47589
329.2569,1.81,37146,35454,32020,29754,15392
329.3291,1.61,75318,73684,81929,70972,74127
329.995,1.65,49902,44956,36974,34366,34173
331.1414,1.72,27466,26790,22954,18371,16180
331.2352,1.4,6530,5645,3871,7554,1652
331.2421,1.27,5270,3796,2595,4326,4142
331.3239,1.64,73676,72404,71483,65774,67412
331.9919,1.65,7367,5732,4155,3701,5386
332.1456,1.43,22968,43787,27795,19342,21744
332.1637,1.43,26547,34297,20349,19125,19573
332.2365,1.74,38282,28880,17340,23099,39319
333.1324,1.25,9053,8120,9567,11274,14838
333.8299,0.33,4812,4907,4076,4054,5133
334.1297,1.4,4514,5200,9552,7796,16568
334.2136,1.63,17736,12465,30662,20140,27013
334.2147,2.29,8860,8299,12671,,4448
334.2721,1.88,23243,18494,14017,17286,11716
334.9713,0.48,5536,7818,6783,7155,7149
335.0069,0.31,1988,2176,2463,1990,1900
335.3036,2.1,129921,120130,143418,111225,73989
335.3185,2.66,18432,8245,9113,6496,4429
337.2098,1.56,19311,16524,21668,21489,22060
337.2103,1.47,13559,11633,11878,8930,10468
337.2111,1.63,14318,15416,18259,15060,18328
337.2465,1.6,21526,18203,28810,33119,20081
337.2472,1.7,59583,38047,56862,54259,47713
337.2825,1.8,31369,27762,25970,23910,19930
337.284,1.81,59707,13914,13227,27094,42110
337.3344,3.14,453733,372579,283412,217995,208178
338.2224,1.92,47111,45748,31952,20933,13335
338.2826,2.04,7428,16119,19493,4410,13107
339.226,1.44,40193,37067,32196,26985,32130
339.2262,1.53,523520,475853,470850,494001,451621
339.2519,1.32,3963,3912,4205,3189,8887
339.2622,1.56,285418,287943,255915,261908,270326
339.277,1.73,14564,14723,10322,8486,14474
339.3309,1.58,,,1131,910,859
340.0862,1.82,9423,9489,8032,7912,5678
340.2031,1.51,16120,36141,30107,11924,27225
341.0359,0.49,2238,2304,2180,2775,4114
341.1972,1.68,20087,12690,10614,11030,10033
341.2204,1.74,39203,39567,35965,34092,21643
341.2413,1.37,12954,10644,12076,10158,9577
341.2565,1.49,24572,20143,28964,15045,25626
341.3293,2.5,11286,8948,4585,3787,3215
341.3296,1.59,5634,19872,7296,9540,6951
342.1469,1.83,378936,353843,326645,274716,201463
342.1807,1.73,9788,9175,6531,5817,4711
342.1814,1.59,30804,45311,38576,44607,47096
343.0987,1.77,4435,3442,3488,3346,2320
343.1416,1.66,10282,11600,11029,8950,5785
343.2124,1.66,239674,234431,213804,219405,212464
343.2205,1.34,43323,39373,3748,5229,37500
343.2207,1.3,165443,154325,159388,157304,162137
343.2359,1.69,175268,159336,157533,154968,146604
343.2721,1.52,26567,27003,25698,37116,32839
343.3455,1.64,2508,9077,5587,1985,7397
345.1151,1.38,7766,7752,6152,13497,7068
345.2105,1.66,86898,82359,78975,77530,78160
347.072,0.32,7793,7769,6214,5715,6677
347.2316,1.67,46261,49740,23438,36079,55049
347.267,1.5,4284,1881,4066,2530,2005
347.2686,1.83,10541,6511,10832,12105,9642
348.2877,1.92,20692,23879,17266,15135,12889
349.3193,2.2,222325,270062,289978,213424,162461
350.2085,1.53,24009,117233,29776,6161,88530
350.2099,1.49,29211,30993,20309,17302,18003
350.2313,1.58,71707,68192,79284,70956,75034
350.2669,1.71,61545,79207,58553,63430,73994
350.3155,1.57,7776,5843,4418,6651,5458
351.0351,1.62,32689,30737,25720,26881,21609
351.2624,1.67,18318,7121,7803,6798,28834
351.2986,1.88,42255,60934,46734,50478,36478
351.2989,2.01,3754,8073,11588,43210,6179
351.3136,2.07,21625,32825,30203,14008,7905
351.8903,0.32,18742,17428,19590,19063,17213
352.2464,1.46,14406,10849,11760,20977,10066
353.2052,1.62,35250,23648,36684,24216,33329
353.2053,1.52,15142,13718,10248,9591,7961
353.2415,1.66,15821,16660,14825,14401,17021
353.2418,1.55,42489,37319,38596,42445,42620
353.2782,1.69,85474,35080,58538,24514,13384
353.2784,1.63,108758,115391,105694,87602,100266
353.2785,1.78,29018,17764,7897,14228,18725
353.2927,2.22,73829,91486,73961,58365,34973
353.3281,2.28,21624,20542,12266,9088,6647
353.3294,1.59,13306,10740,10763,5865,13596
353.8861,0.32,6615,6257,6135,5558,6490
354.0511,0.31,2427,2647,2605,2786,2819
354.102,1.88,4201,3099,2313,2131,1744
354.1801,1.56,22109,15569,13700,21472,11498
354.2026,1.71,32440,30817,5331,19407,24948
354.2173,1.83,40744,36286,37808,34670,29831
354.226,1.35,8666,7750,10503,9813,9739
355.2208,1.47,10355,14969,11863,13205,9808
355.2576,1.4,23288,4179,12927,27254,6594
355.2721,1.52,10177,9922,9856,9058,9107
355.2727,1.87,85805,72255,56259,48568,39752
355.3098,2.5,24071,25401,17896,16242,9907
355.3449,1.78,5035,5384,7976,17442,10939
355.3456,1.63,70052,78946,77251,73122,75580
356.2928,2.04,14070,21957,16187,11050,7420
357.2004,1.3,24826,24473,31200,28176,28683
357.2515,1.81,35847,33227,36907,35831,27494
357.2516,1.92,8700,8424,6169,4863,4819
357.2887,1.54,10481,8678,10688,10507,9971
357.3604,1.67,60941,52362,61195,53003,47276
357.8353,0.33,4310,3491,4154,3281,4048
358.2126,1.63,36212,38286,60072,24980,45616
358.2216,0.64,21895,22387,21440,20676,20826
359.1022,0.54,8767,8115,8611,11097,8560
359.1733,1.83,145842,128582,108374,96863,70263
359.2155,1.28,14670,13680,23579,13917,14255
359.2677,1.75,25000,9995,10241,2181,3202
359.3555,1.7,26048,27365,22497,25155,26296
360.2152,1.86,21947,18729,23210,13516,9821
361.1102,1.47,10350,10256,7864,8324,7780
361.2216,0.49,4483,4436,5787,4039,5165
361.2458,1.82,9527,15924,8478,14084,7400
361.9193,0.32,42070,42397,45284,42647,45004
362.0168,0.48,3236,3824,2824,4263,4102
362.164,2.05,9089,6815,6409,5523,4263
362.2304,1.63,18740,22609,22608,39460,24971
362.2453,2.66,16746,18946,15782,6228,12221
362.3033,2.1,12654,14471,20866,15430,15101
363.2624,1.7,17187,7284,5406,6408,4329
363.3347,2.44,19696,35188,15714,24447,11929
363.335,2.37,37708,37839,31904,24396,21769
364.0589,0.31,2703,2422,2629,1753,2668
364.2375,2.09,44502,42886,43675,33860,27704
364.2382,2.15,85103,83557,90764,57529,50010
364.2461,1.53,21751,26260,38685,41728,35417
365.2782,1.73,48831,70374,52063,55628,50518
365.3137,1.99,8765,63255,34153,35917,6707
365.3143,1.92,83629,72813,64864,55705,50696
366.1431,1.25,9341,11735,11654,9521,11285
366.2028,1.48,29054,37832,62325,56782,68163
366.2297,1.41,15273,8709,13364,8449,7355
366.2533,2.15,31527,29430,26218,15722,15541
366.2618,1.51,1940940,1928522,1981441,2005506,2029079
367.257,1.58,272697,287221,280542,271888,270173
367.2938,1.71,354681,342229,347305,323916,316976
367.3705,1.56,,,669,567,
367.8275,0.39,2638,2811,3569,3839,3144
367.8643,0.33,4592,5046,4838,5497,4477
367.9787,0.49,4043,3540,3136,3400,923
368.1184,1.92,5003,6145,4169,2210,1578
368.2918,2.24,,5678,,1524,2060
369.2724,1.45,36323,29823,42579,47753,46422
369.2729,1.58,221101,195160,207767,194692,202320
369.2872,1.54,47102,35794,30745,42665,49980
369.2897,1.98,4810,,5926,8252,6816
370.0939,2.29,17596,22171,15292,10955,9270
370.176,1.69,12403,5777,5342,4918,4240
370.1969,1.6,5504,13443,8306,6008,5164
370.2325,1.64,55512,46867,53063,46113,39790
370.3083,3.1,133555,257561,189642,131242,153956
371.1512,1.37,8799,9402,7262,8698,10104
371.1792,1.3,8296,7711,7893,8136,8880
371.2157,1.35,17747,26264,22759,24953,23774
371.2417,1.3,8971,16064,16292,17129,12112
371.253,1.35,17208,7595,8921,5254,7595
371.3042,1.58,27716,21380,23418,20658,24852
371.8747,0.3,1824,1956,1833,1555,1989
372.1637,1.25,4049,,4428,5894,4493
373.1487,1.37,3830,4409,3649,3513,3554
374.207,1.63,63035,55091,51969,51425,32717
374.2277,1.58,18193,18522,17320,22477,24216
375.2528,1.66,23476,23476,21168,32196,44995
375.9213,0.35,8066,7741,8890,8643,8530
376.222,2.3,62872,56660,60552,44131,33518
376.2236,1.63,88337,48177,76365,65852,46467
377.2775,1.9,26544,17285,14184,9422,7087
377.3137,2.03,4075,4446,2746,4257,3654
377.3515,2.66,20662,23446,16358,14829,17033
377.8944,0.32,9477,7727,9651,10305,8551
377.918,0.36,6901,7903,7996,5370,7316
379.1738,1.25,5312,6091,5764,5547,3808
379.2566,1.62,87297,66697,77916,93213,57171
379.3299,2,30790,29556,5879,12950,9525
379.3304,2.1,107700,115136,76198,87615,57077
380.0185,0.31,1975,2224,2128,2325,2052
380.2413,1.49,73827,72047,55100,79732,64518
380.245,1.43,8181,15675,17010,17536,10718
381.2348,1.66,12484,9872,20833,15582,15763
381.2362,1.56,25305,25545,26403,29090,26167
381.2725,1.64,8989,55358,116749,118685,66299
381.2726,1.64,124354,98626,114886,40940,52853
381.2728,1.53,250452,281399,234308,222635,255010
381.3091,1.79,34712,19635,17939,33105,17141
381.3097,1.86,24947,13235,23994,59210,47264
381.4342,1.78,25748,36284,30289,35237,27098
382.1088,0.36,7852,7463,7982,2813,8199
382.2121,1.63,36202,37146,32905,22259,16975
382.257,1.41,9634,10780,8266,6885,9018
382.2724,1.87,16241,22660,25785,12275,11733
383.0742,1.42,4141,6434,5515,4380,4834
383.2524,1.67,38746,17305,7687,20289,11889
383.2884,1.51,6331725,6107344,5963302,5814014,5706886
383.3399,2.42,19014,17538,20603,12500,20433
384.0429,1.7,2023,1401,2379,1660,1706
384.2275,1.71,29081,33885,44930,24363,30054
384.2506,1.74,38535,34040,51097,36130,29321
385.2681,1.38,7716,7862,8578,5908,8125
386.1727,1.61,11899,17386,15287,17502,13792
386.1866,1.66,13363,10442,19356,12138,11240
386.302,2.07,12094,79072,53320,19256,7353
387.247,1.3,135916,95537,139554,139998,130722
387.2471,1.35,37038,28641,21674,22585,25264
388.156,1.44,8276,11506,10281,8895,6969
390.1968,2.24,11673,10347,11252,8596,3120
390.2014,1.48,56041,79735,14232,23802,20806
390.202,1.53,17904,44381,46342,19442,39983
390.277,3.06,267250,297932,195061,171370,207165
391.2473,1.75,46847,47753,25951,33092,19042
391.297,1.82,,7168,9775,5562,
392.1852,1.49,9237,23386,29089,23417,37213
392.2694,2.47,28151,20308,24667,12347,16441
392.2698,2.39,20789,16688,14801,10673,11965
392.2791,1.77,7385,8406,19824,31708,4434
392.2792,1.66,109184,107866,109360,105487,104917
393.0656,0.49,1412,2047,2208,2269,2001
393.2884,1.54,6986,7076,13277,7406,15121
393.3454,2.21,269739,397094,191055,225469,177393
394.0319,0.31,2489,3422,2474,2293,2804
394.2408,1.35,7616,8233,8330,6325,7194
394.3092,2.18,16427,102883,46380,53818,26452
394.3551,1.72,52939,68483,53746,43772,39498
395.2511,1.52,23813,23289,28019,20737,23482
395.2526,1.61,18622,22284,40725,23598,21962
395.2886,1.65,30020,28597,28388,15374,19687
395.2886,1.79,16015,10853,22149,18485,12433
395.325,1.88,42986,30770,39579,35460,27763
395.3404,2.95,85324,75896,60332,55658,56149
396.2274,1.74,31458,25628,22840,22414,20972
396.2287,1.77,5076,5460,5878,3532,3869
396.3454,0.52,4769,4374,5603,3400,6369
396.3733,1.43,4665,1985,710,1362,2129
396.7685,1.73,5379,,12892,1440,8732
397.2666,1.63,95065,13249,91076,81039,10452
397.2675,1.58,581440,564923,562369,558958,536597
397.2675,1.49,124829,108779,96917,110091,114221
397.3043,1.62,276372,291999,251136,262321,251177
398.2436,1.86,388887,386806,345785,304525,234543
398.2532,1.36,,5402,7386,4848,5826
398.3031,2.05,51291,36999,32043,26880,16032
398.3033,2.21,7826,12134,8342,25522,12728
399.261,1.76,10834,9587,8374,8050,9384
399.2832,1.41,32811,14547,10920,9492,25290
399.2984,1.87,117332,112352,95413,86831,70638
399.3349,1.63,162481,155539,140973,146395,139446
399.3351,2.47,25818,20477,14830,7169,7871
400.3337,3.05,15513,8493,9778,8463,6899
401.2263,1.31,21733,27317,26270,27839,26229
401.2544,1.71,251999,254876,250084,235111,236551
401.279,1.74,299461,298020,282698,262325,245529
402.0452,0.31,1460,2002,1814,1881,1757
402.2228,1.58,22324,33310,31132,36741,39856
402.2255,1.97,12353,8671,6278,7828,5346
402.2589,1.62,9811,8420,12262,13099,13523
402.2979,2.25,73899,92079,68331,50306,46656
403.1996,1.61,32468,34901,29814,25039,24215
403.2419,1.29,9895,11420,12623,15991,11283
403.2515,1.71,86149,91695,82031,82078,76094
404.022,0.48,3378,5088,4780,5259,4035
404.3651,2.93,14396,15399,20145,7672,17817
405.3457,2.52,6298,9788,13897,8031,12975
406.2711,2.06,27878,25492,35195,8754,8200
406.3808,2.75,14689,18377,6955,6866,2715
407.3611,2.43,20668,18889,28993,16309,16848
407.3614,2.37,35031,39363,34987,31732,26317
408.1939,2.3,4385,4749,3805,3366,2549
408.214,1.43,7924,10898,11813,12780,35996
408.3052,1.77,40897,35338,48821,22153,11911
408.3239,2.54,13665,3760,6117,5142,
409.3402,1.99,9095,10562,20024,9601,11478
409.3404,1.91,97286,88714,83492,81392,61108
409.8488,0.33,8015,8507,7981,8379,8554
410.2801,2.15,14511,13679,12766,16199,7202
411.2467,1.66,14145,30179,34746,17987,13171
411.247,1.57,16585,16008,11617,20933,11214
411.2832,1.61,26366,34217,29935,37954,36002
411.3195,1.69,98146,76694,80467,88231,82640
411.3343,2.18,224936,212842,186177,146124,108704
411.3348,2.24,164053,111351,96612,81290,18924
411.8476,0.33,5152,5158,5609,6174,5750
412.2227,1.83,8427,7313,6742,8982,7442
412.2229,1.63,19130,21574,15907,20755,22255
412.2232,1.77,5027,7557,5863,6734,6414
412.2988,2.04,13361,11016,11893,9224,5668
412.7921,1.63,3801,2319,2229,2479,2421
413.2622,1.52,48576,25224,18919,18948,22094
413.2929,1.59,23290,18165,11302,15734,14898
413.2987,1.52,8896,7611,21784,12514,24253
413.315,1.99,7222,6409,14137,9098,6590
413.3506,1.67,12481,8432,8326,7649,9766
414.2043,1.67,179879,148309,149585,124655,107862
415.0612,0.32,1734,2204,2197,1874,1944
415.2052,1.32,6753,6731,5441,5935,4690
415.2311,1.26,11380,7502,9120,3698,7864
415.2416,1.35,15697,18054,14376,12905,10357
415.2565,1.81,9606,11272,9583,6122,4714
415.2924,1.89,14098,20244,12745,12649,14807
417.2401,1.32,8319,9330,6850,8960,9613
418.1964,1.59,11654,12899,9509,7181,8277
419.3248,2.25,455361,450649,414984,339376,252122
421.2108,1.26,6730,7115,6443,6309,5604
421.3201,1.58,13614,14306,14776,18517,14180
421.3762,1.41,5209,3915,3058,2792,3603
421.3765,2.65,22088,13459,11210,17884,13727
421.8761,0.32,5917,4661,5001,5645,4823
422.2792,2.33,40751,38455,37752,32589,22072
422.2797,2.4,12603,6564,5974,6067,43418
422.3776,2.48,11483,29626,23093,13781,12615
423.3202,1.87,6817,36228,14767,10180,3986
423.3205,1.79,22400,16178,14811,12772,33186
423.3353,1.6,208149,187590,207656,194075,198129
423.3557,2.07,49108,25086,32772,36190,30009
423.3565,2.1,87267,97922,58943,64262,51408
424.2952,2.12,34279,32908,35523,25075,23118
424.3038,1.56,450562,489825,542224,568036,568790
424.3921,2.75,17716,13883,7833,2872,4603
425.2984,1.71,217006,51813,48129,60482,175525
425.2997,1.63,121800,110441,122921,113502,120673
425.3349,1.77,253767,169896,233682,222688,214969
425.3507,1.65,317817,280385,297601,281754,281188
425.823,0.33,3406,2006,2427,2045,3144
426.2409,1.72,6633,8293,9030,8176,5250
426.3499,2.39,24989,14645,20635,7240,10141
426.8088,1.71,13998,14191,15508,13931,14043
427.3137,1.68,25037,31512,11978,28224,29283
427.3145,1.5,41175,39769,44692,37679,34896
427.3153,1.64,166690,163388,161500,158285,166508
427.3659,1.71,79756,109169,63517,74231,61564
428.2739,1.69,44376,42116,46038,44718,38078
429.2936,1.38,7621,7370,7172,5430,5578
429.9067,0.31,34198,34280,34390,33222,34412
430.2553,1.63,8908,18928,27788,26956,15210
430.3449,2.33,19857,97494,75548,33496,23832
430.4131,3.36,101603,88409,105626,113626,36127
431.2311,1.67,119148,116300,99817,84357,67751
431.2735,1.37,7157,10910,25966,4532,18981
431.2738,1.31,117422,93265,107479,105239,94514
431.3033,1.59,19681,23221,26868,25442,23662
431.3414,2.77,15216,14825,9779,8622,8080
432.0454,0.31,1599,1355,1213,992,
432.2708,1.64,20973,19234,18193,18050,23778
435.2276,1.59,12982,10932,8922,22201,27081
435.3928,1.42,12872,10304,9966,9876,9356
435.8501,0.32,4866,4618,4878,3266,5841
437.2909,1.88,26959,20046,22866,20852,16756
437.2983,1.62,10402,9594,10616,8416,14008
437.2992,1.68,65077,63468,59572,61173,59216
437.2992,1.72,14856,11334,16067,3492,11256
437.3724,2.2,235896,332085,241304,324343,276421
438.2822,1.55,31819,30437,37214,36033,41864
438.2955,2.04,9175,7423,10313,6223,3423
438.334,2.18,91452,174730,31446,45893,18747
439.2204,1.27,4004,2574,4376,2114,3392
439.3147,1.69,81065,83101,78448,22630,73341
439.3157,1.58,146477,139321,137870,118688,143938
439.8571,0.31,4313,3564,3335,4261,3845
440.2893,1.97,32581,35093,13755,14354,22192
440.2901,1.93,31179,27412,14124,7954,17319
441.3096,2.01,10644,9768,12513,14952,8581
441.3301,1.56,5789102,5678560,5619975,5454825,5350756
441.8133,1.66,4204,5571,7673,9427,7587
442.2532,1.67,7199,23259,9384,14679,7218
442.2926,1.79,9299,14166,22124,17539,13407
442.3273,2.21,9748,3691,6466,12556,6036
443.3095,1.41,12011,10199,6368,6606,
443.3251,1.87,203868,190166,178359,157093,131298
444.2709,1.58,9628,13418,19096,21383,14891
444.2875,1.91,8484,7685,10384,4191,5115
444.3075,0.49,11110,13671,12470,13904,12177
444.37,0.34,,7166,7452,8999,7694
445.2534,1.32,23288,20344,18595,20184,13344
445.8812,0.31,6650,6985,6599,7077,7183
447.2679,1.3,15390,14659,10210,12543,15838
447.3345,1.61,42518,36214,32893,38909,32870
447.3552,2.62,26789,25522,24386,18240,15981
448.2795,1.87,8830,10660,9143,9837,8611
449.3155,1.61,36277,30220,28141,52944,29945
449.3496,1.63,26949,23265,22681,16248,18877
449.3725,2.53,18981,8793,20424,4972,10113
450.2136,1.56,,18500,14973,4507,13232
450.3062,1.82,18736,19660,18436,18277,16244
450.3115,2.75,11800,8878,13109,12140,8010
451.366,1.67,11534,14190,12386,12422,19116
451.3873,2.42,21281,19821,27655,25483,51693
451.3873,2.38,65432,57959,138311,39568,36819
453.2855,1.81,53720,58092,40173,43852,34636
453.2935,1.66,17246,23893,15675,15820,29069
453.2938,1.66,10146,6909,50011,3958,44942
453.2939,1.57,19906,28143,22757,15896,18709
453.3292,1.7,4601,6711,7664,4011,6966
453.3665,1.91,137412,131721,127265,137529,117465
454.3675,2.22,24804,21380,17696,15768,3228
455.3097,1.54,159722,152291,136327,149056,141661
455.3104,1.63,442033,465850,433921,393689,421947
455.3245,1.49,9185,6751,154337,9792,6356
455.3457,1.67,185045,183639,174594,179361,180809
455.3607,2.24,239049,262472,179643,16723,15894
455.3614,2.18,291801,259914,244845,191812,162754
455.829,1.76,18696,21740,1916,24914,24960
456.2948,0.36,39314,24059,34967,24777,32414
456.2951,0.49,23620,10707,17660,18930,40599
456.429,3.37,261863,247455,119190,133934,71766
457.2814,1.79,5951,6726,6523,7305,4639
457.3047,1.82,16929,24079,16197,15811,11324
457.3253,1.45,26368,23290,20174,14048,10451
457.3421,1.98,5149,5464,7178,8405,12392
458.3016,0.51,18629,26939,19664,31125,23937
458.4441,3.38,39448,30249,21735,50403,55049
459.2341,1.32,6394,5552,6322,9522,6735
459.2973,1.77,221838,222124,209343,197768,196079
459.3045,1.36,11888,,,8599,7234
459.3198,1.79,388408,375579,379283,334995,331565
460.2641,1.63,21975,21431,25624,32400,27778
461.2658,1.33,6776,7597,11816,8629,8271
461.2914,1.77,77639,83064,75492,75668,67682
461.2954,1.82,4872,8486,7132,6339,4571
462.0187,0.31,2450,2134,2641,2259,2133
462.1,1.26,4997,5842,6102,5390,5066
462.1224,2.03,5689,4585,4139,3972,2869
462.3472,1.99,16657,6808,13763,11118,8807
462.3714,2.65,16737,10598,7966,9150,2059
463.306,1.92,15748,15243,11340,11345,8592
464.2619,1.48,6249,3360,3334,9006,5873
464.3498,1.92,12020,12445,8594,4957,2298
465.3078,1.49,7078,8921,12264,7654,7661
465.3222,2.21,38143,31079,25469,26320,13427
465.401,2.65,19700,16496,17478,18536,19403
465.4032,2.83,8570,15691,8103,9905,15616
466.3668,2.1,14946,21994,51680,65029,50919
467.3014,1.68,360751,319044,321286,318696,306981
467.3821,2.07,58048,55998,53937,103698,29365
467.3822,2.1,58048,55636,56294,54661,40001
467.3831,2.07,55213,66910,127398,103479,59630
467.7748,0.33,5394,4415,5158,4739,4096
468.3216,2.3,25413,23491,14952,15702,11454
468.3219,2.22,56039,50809,44593,25158,33876
468.3814,2.42,150697,162892,113657,65845,38166
468.3816,2.35,334820,280095,218398,127635,81835
469.2884,1.61,17474,18898,19061,14139,15627
469.3253,1.68,35972,49393,42051,39759,13749
469.3616,1.75,87883,77201,74772,75883,85824
470.0331,0.31,2039,1395,1549,1562,2004
471.3034,1.55,20064,22339,41589,34243,37511
471.3434,1.57,22710,5366,24319,35038,4968
472.2578,1.67,16255,17968,17968,21415,14781
473.2847,1.36,10500,7242,8553,7740,8435
473.2991,1.86,8575,10660,9943,7745,8446
473.3362,1.96,3260,5059,4867,4138,10497
474.2895,2.54,60031,482982,243971,99727,44147
474.29,2.91,6285,73404,43777,26173,150916
474.2907,2.11,325447,479749,16974,,1521
475.1296,1.26,3472,4639,3543,2944,3415
475.3004,1.32,81659,74157,76545,80421,72964
477.2847,1.73,100207,107588,101656,81379,81023
477.3154,1.64,18495,7922,11918,6440,10719
477.322,1.89,22792,10230,16630,32217,18177
477.323,1.97,30669,29229,27560,42014,18940
479.3015,1.85,87742,54264,65504,51247,41550
479.3382,2.11,379402,341844,354569,298703,221531
480.322,2.74,42674,40937,51965,44817,55515
480.3924,1.37,13057,28066,33586,31169,35247
481.3161,2.01,62683,5259,47406,4526,3628
481.3162,1.74,46438,43883,39609,32402,32307
481.3164,2.09,75219,67662,72344,55048,43754
481.3175,1.78,270895,215467,220236,202427,178982
481.3531,2.48,797129,472576,350863,668382,492343
481.3532,2.44,445734,65947,210777,149503,132925
481.3985,2.2,202538,437438,285984,255911,215372
482.3005,2.1,60912,54664,51329,47659,29455
482.3211,1.25,14404,15932,15236,16871,12895
482.3355,2.44,43456,16441,8962,12949,3397
482.3455,1.61,121786,121238,156020,178055,190387
483.046,0.32,947,1242,1240,1285,
483.1488,1.64,1772,1775,1982,1748,1556
483.3413,1.68,38219,44878,50157,41524,44905
483.3768,1.83,164777,153847,150659,156558,144745
484.3262,1.32,5269,6503,6939,6199,8154
485.1444,1.64,1707,2021,1430,2020,2250
485.3348,1.99,12489,12569,13664,14974,11747
485.3563,1.69,114925,81049,103783,84472,106687
485.3567,1.55,35561,32017,31867,30977,31853
485.3568,1.62,14507,17753,17793,13581,21237
486.2601,1.6,14811,31574,31908,29878,30934
486.3164,1.73,26908,30907,30866,30407,31253
486.3886,2.21,20865,16632,18480,11000,6847
487.2905,1.69,29468,21163,22721,23841,21031
487.3369,1.42,9237,6970,6747,5836,5660
487.351,1.86,224055,221231,215603,201684,177619
488.2697,0.33,1335,1296,1249,1589,1230
489.2782,1.32,19744,16702,15385,8491,10786
489.8633,0.32,3762,4207,4289,4947,4603
490.3034,2.22,115114,13639,7737,11712,8048
490.3665,2.22,155694,19108,20707,,14727
491.2939,1.31,11331,9932,9727,10659,13195
491.3152,2.43,140545,218876,118417,54434,2448
491.3164,2.69,,4322,117088,54221,34168
492.3061,1.87,687627,23563,13799,24745,25087
492.3802,2.42,11981,19570,8881,9042,
493.3118,2.68,34119,35282,21558,19010,15886
493.3162,1.73,1047127,919400,843369,760594,720035
493.4331,1.44,8894,7501,7887,9417,6171
494.1831,1.67,12002,11889,9331,10245,9666
494.3972,2.47,82648,236938,163768,242596,97398
494.8291,1.81,4171,4311,6597,5796,6808
495.3318,3.36,143241,123467,124867,89250,104613
495.3325,1.95,27503974,23939606,21028497,17631445,12001941
495.3329,1.88,4024184,3408521,3232782,2993838,2352499
495.333,2.22,90983,335326,144502,,
495.4134,2.37,69119,70861,326328,55570,64211
496.4628,2.16,6353,2466,6351,5049,662
