Mass (avg),RT (avg),[Area] QC1-POS,[Area] QC2-POS,[Area] QC3-POS,[Area] QC4-POS,[Area] QC5-POS
497.3577,1.63,59173,56323,61188,54244,53904
497.3578,1.74,15845,29489,26737,13935,19870
497.3924,1.91,218758,186340,181979,172116,177305
498.3327,2.07,84578,228410,92330,6880,60386
499.3726,1.61,3546968,3548896,3379839,3405261,3343389
499.3861,2.24,184105,177497,191975,110081,142511
499.3876,2.18,232014,218802,187263,179501,154956
499.8558,1.74,9245,9763,7828,8239,12125
500.2985,1.26,,,2235,1401,2605
500.332,0.48,29987,26985,28958,27783,24631
501.2848,1.72,48077,52186,48370,50007,37411
501.3282,1.83,15559,23768,20082,4864,15079
501.3504,1.45,11441,7972,6150,10381,11348
503.3304,1.37,6659,6460,6499,7669,8219
503.8394,0.32,3187,3454,3658,1989,3374
504.3426,1.92,,4588,,701,31645
505.3524,2.22,65302,57192,64897,55493,43300
507.3333,1.86,81303,68999,69096,116728,58289
507.4511,2.2,23308,32651,23396,24400,14597
508.2788,1.86,2259,4608,3704,4362,5110
509.3479,2.18,359714,180373,156055,183116,176456
509.3842,1.6,8330,88548,88913,53369,35750
509.4288,2.64,13287,37164,13933,14828,12589
511.2102,1.67,7298,8430,8810,6403,5078
511.3287,1.5,17809,23587,27496,38192,24718
511.3291,1.7,15997,17157,21704,18018,27409
511.336,1.62,11561,15973,18494,19703,25533
511.4079,2.07,49126,68853,61275,51342,66481
511.4086,2.07,59963,59191,54823,99372,64705
513.1834,1.39,12065,11548,7706,11051,7172
513.3512,1.68,282358,297822,277428,290075,269561
513.3514,1.59,82192,111274,107080,102237,92394
513.3863,1.74,117903,103135,113212,125873,122408
514.3651,2.66,7427,11905,13133,,3976
514.4241,2.38,24027,29417,11146,9345,9543
514.8615,1.69,4783,5672,4933,4828,4787
515.3667,1.49,13756,24943,20293,13193,18083
516.4385,1.73,30619,27148,32036,30396,27739
517.314,2.48,118840,60940,57900,37725,38953
517.314,2.22,71276,65927,81536,13104,7804
517.3152,1.93,167730,80534,38841,82419,101113
517.3152,2,586282,298202,211263,192213,206931
517.3167,1.68,162849,151227,135708,105490,123763
517.361,1.85,204082,217870,208950,199593,175366
517.3614,2.46,28049,30969,22060,13387,15435
517.8195,1.88,5406,4359,7876,7827,4002
518.1408,1.39,5188,10368,10224,8923,9144
518.2526,2.42,10072,40184,7971,,
518.3447,0.36,,,6228,7521,7242
518.3952,2.89,25324,35515,32732,20522,18450
519.3256,1.33,49682,57707,61530,61907,60953
519.3328,1.87,447393,593429,342610,426043,4783128
519.3331,1.79,7654795,6736672,7019103,5473974,5084963
519.3334,1.75,677573,624326,5632598,464635,401085
519.4593,1.99,4321,1918,,1553,2313
520.4122,2.69,,32387,,,7394
520.4126,2.28,38389,40846,32640,29436,15436
520.4126,2.34,201113,157330,129437,95971,65947
520.8798,1.94,7120,9514,10840,13338,11978
521.3483,2.05,7959366,6983969,5767738,5121082,3522383
522.3201,1.86,8838,363,5761,7469,7925
522.429,2.48,16928,20574,12527,6398,
523.3404,2.78,12525434,4679197,9752179,8317064,6996314
523.3635,2.5,1549582,1102768,1335017,1222016,1073211
523.3636,3.35,527970,384100,283614,487673,185713
523.3644,2.75,242889,5385381,12228226,10412212,9253650
523.4935,2.78,2323,3286,1361,12604,1706
524.3108,2.22,9885,8229,9335,5021,6585
524.4972,2.74,1211,196,336,1521,395
525.2577,1.59,16608,14680,20152,18576,22339
525.286,1.7,32917,45979,38903,30876,32235
525.4248,2.19,202162,198248,236244,84871,107535
526.363,2.37,18056,25537,60454,20637,12326
526.3633,2.3,39435,40830,59408,26528,21464
527.3301,1.65,9719,10142,8118,17273,11896
527.366,1.7,10747,15399,16607,13165,9285
527.4025,1.81,89468,87092,96042,91407,84245
527.4031,1.87,15743,23152,18039,8372,3364
528.3759,1.79,16610,16596,15049,16500,19137
529.3617,1.99,13349,13240,12497,14795,14288
529.3621,2.15,6545,7209,9816,6059,6206
529.3821,1.61,19476,13424,18000,23790,22376
529.3823,1.54,3666,4749,2492,5209,30443
529.7613,0.33,2581,2318,2235,2118,1991
530.2125,1.59,8896,9318,8295,6871,6439
531.3298,2.22,21175,22363,27330,17159,14263
531.3623,1.42,12605,7204,7996,7152,4989
531.3778,1.86,253955,251262,247070,230013,208041
532.342,2.41,6411,81042,26353,2282,10553
533.3044,1.33,13927,12192,13452,14903,15241
534.1129,1.39,899,2027,1667,1218,
534.3906,2.25,36475,80700,46648,28671,25425
535.3205,1.32,5201,5660,7140,5721,8584
535.3274,1.54,53496,53846,71931,72065,80434
536.3331,1.86,26360,8789,5354,12677,11024
536.4065,2.21,237050,30598,13573,10780,12030
537.3813,3.38,,,28502,,17568
537.4364,1.62,5305,5812,5826,6843,5142
537.7922,0.33,3738,3169,3766,3424,3449
538.02,0.31,2153,1471,2016,1671,1773
538.3583,1.81,8232,4111,,4818,4741
538.3636,2.94,212031,158300,168377,164103,93934
538.4227,2.34,307531,292183,102988,106414,56906
540.3425,2.15,79164,82955,82889,81781,55754
540.3801,2.32,65556,33950,31576,28521,40794
540.3879,1.66,45225,49549,58065,54928,59109
540.4411,2.37,,64783,23938,38324,22293
541.3147,2.22,4596,3910,2825,,
541.3168,1.67,116771,103125,93572,102143,102219
541.3834,1.72,16278,20503,20290,14002,12935
541.4191,1.9,170283,173094,182112,179101,160548
542.8929,1.93,12035,10575,7988,8603,9984
543.3297,2.22,77550,48207,45354,9731,113555
543.3301,2.35,13387,75619,10419,17783,
543.3335,1.77,2157325,1992574,1797239,1571287,1400740
543.3937,1.75,35693,38054,1524,33253,36187
543.3969,1.74,37520,38895,28483,23282,32978
543.3984,1.66,40124,37651,29400,31421,34786
543.399,1.6,18973,18095,12299,16137,18944
543.4138,2.23,13140,145093,53557,95496,162136
543.4139,2.18,138846,142398,130561,120039,110645
544.3012,1.64,28312,33971,38932,42770,46441
545.3447,2.48,,,181177,117754,117938
545.3461,2.89,905388,1341725,344468,526092,663392
545.3477,1.82,41116,44129,443654,49724,43763
545.3489,1.89,646611,520299,457589,417861,331331
545.378,1.46,15074,11560,10789,11107,9356
546.2121,1.63,17918,18971,20123,15910,14151
546.429,2.76,28684,47634,23588,5586,29660
547.3637,2.17,154839,145951,132575,119995,81381
549.3788,2.91,107851,195484,160552,80044,90964
550.0906,1.39,3402,2013,1221,982,1668
550.436,1.85,114682,3897,84325,71491,30739
550.4361,1.9,234900,226286,20887,22472,11677
550.4364,2.01,70357,29208,25876,19833,11404
551.3222,1.47,5451,10297,8723,12513,6294
551.3946,1.78,20913,22803,54876,42660,48602
552.4787,2.5,62196,78882,65866,30185,25494
553.1691,2.29,19621,22326,16700,11996,10124
553.3821,1.77,19382,15395,16161,20255,23390
553.4548,2.63,17203,16400,13821,15726,13657
555.1671,2.29,7295,7887,6642,5141,3979
555.3968,1.68,29432,29485,36819,25484,28301
555.435,2.06,49084,58782,58057,50737,93690
555.8526,0.32,9331,8206,9525,9263,9599
556.3586,0.49,16421,16322,15563,16103,13646
556.373,2.11,196878,193088,116340,143876,127909
556.3748,2.11,200078,261200,209861,202202,194145
557.4133,1.71,205698,239305,222808,1282649,1261152
557.4134,1.66,1183653,1126837,1113343,1268377,1262391
557.5458,1.7,1171,,,,
557.8505,0.32,3330,3688,3021,4027,3691
558.4174,1.66,326178,316754,307461,311626,301066
558.509,2.22,70006,12208,13684,62814,1803
558.5097,2.47,47400,17545,25545,20838,25002
558.51,2.42,53350,19657,12348,20732,14650
559.3269,1.57,15154,41533,37175,48471,55368
559.3953,1.49,11110,8518,6600,7018,24459
559.863,0.31,2241,1605,1619,2036,2823
560.4072,2.22,70497,16776,39331,86163,9673
561.3424,1.59,20481,25431,29856,33378,42308
561.7959,0.32,2294,2023,2389,1697,2643
562.3672,1.47,237497,203228,186356,185700,178877
562.4208,2.38,115429,115334,78002,29171,9550
562.4216,2.45,302935,302792,206433,141105,62831
562.4218,2.38,136933,135541,95947,51500,25762
563.3514,1.33,31491,23699,35707,35946,36185
567.3324,1.75,428511,375530,358851,304553,282314
567.4205,3.29,7343,18930,14747,10814,10284
567.4212,2.8,29241,47670,39480,23967,20875
567.8883,0.31,1316,1593,849,1031,2166
568.374,2.24,13323,15230,15996,11314,13508
568.3743,2.5,24797,27679,31513,23743,26036
569.3481,1.81,100314,92168,89255,72541,73606
569.3485,1.87,62801,41427,40103,26537,30776
569.3771,1.66,13521,7573,6020,7753,11827
569.4502,2.18,192909,362210,321415,138282,186131
571.3641,2,79713,39664,46336,29783,19920
571.3931,1.63,38880,30036,34643,36958,37858
571.3942,1.73,107582,107898,101285,114951,108629
571.4296,1.79,107585,119543,115193,101904,94879
571.8288,0.32,2447,2828,2364,2287,2486
573.3874,1.97,15827,15682,12824,18357,15808
573.388,2.13,11499,19972,8234,6900,7226
573.4081,1.61,16596,22891,12431,18168,13975
573.4089,1.54,5831,5920,7338,4974,6070
573.826,0.32,2083,2204,2359,1845,2170
574.3685,0.37,4170,8939,7093,8697,10333
574.3688,0.48,24642,34916,28414,28504,25815
574.4593,2.49,60102,67732,52705,30749,23436
574.4603,2.42,6789,17924,24418,6994,7559
575.4024,1.92,143116,145964,139937,139091,129818
575.4034,1.86,252482,257504,246178,241385,216013
576.4751,2.94,51465,258636,36764,92377,134213
576.4755,2.41,49215,36850,29486,19325,16215
576.4762,2.48,51789,38201,19030,25004,10743
577.3297,1.34,8578,8394,6385,6333,8921
577.378,1.89,20944,23960,19965,19986,17971
577.3852,1.8,19340,16917,18098,16289,15671
578.394,2.45,28111,9013,11383,1733,
579.4007,2.04,17358,12418,12961,14113,7877
580.3591,1.86,5387,8770,11650,11477,12802
580.4336,2.22,6662,12126,9743,2854,643
581.8548,0.31,4366,4086,4311,3463,5046
582.248,1.56,17316,18853,36314,22508,24982
582.2485,1.62,11441,13176,30511,11883,8467
583.2539,3.01,31711,78808,55609,28921,23677
583.3273,1.56,16781,19876,25769,21381,22381
583.4654,2.41,24548,45366,25697,25388,18121
583.4661,2.35,59877,44285,51723,51972,32160
583.977,0.31,1195,1224,1114,1762,1519
584.2625,3,26702,51450,31557,23239,19129
584.2629,1.46,36352,44763,17436,31544,6513
584.2631,1.44,80431,87165,88072,50812,45832
584.2647,1.36,5635,5450,3454,2320,1626
585.3725,1.7,6827,6599,8361,10756,9345
585.4459,1.88,139172,143365,155326,150451,157993
586.5403,2.42,9624,11598,31909,11067,12321
586.5415,2.48,15431,17074,47889,11000,18429
587.4238,1.66,42664,42706,44457,46781,38048
587.4381,2.17,75658,76481,88286,112858,71889
587.4401,2.23,22006,16030,112954,66899,63292
588.4764,2.71,2027,24567,12410,11236,3618
589.3842,1.83,13862,14818,15298,11795,13367
589.4035,1.46,9412,11012,9348,9863,12738
589.4178,1.97,7794,10164,13092,8371,9979
590.3097,1.37,9909,8317,8355,7596,8793
590.492,2.55,29354,88165,78994,37375,46278
591.5345,1.95,7146,13812,7513,25527,12546
592.4716,2.48,248379,143371,93446,77714,59102
593.3701,2.12,64472,79609,79460,72097,40004
594.3411,1.38,8420,6158,5043,4833,6167
594.4854,2.93,371376,111567,416382,192098,108889
594.4858,2.93,229303,267191,481843,195022,29316
595.7534,0.33,3040,1867,2494,2857,2505
596.3317,1.86,2877,3513,6597,5642,8197
596.5014,2.97,25231,97061,73127,65065,30868
597.4822,2.63,9929,9797,13251,14148,13306
597.7487,0.33,2173,1585,1836,1861,1827
598.3847,2.25,109375,102012,74768,79968,77673
599.4235,1.78,5916,6497,5376,8291,9479
599.46,2.06,42809,36155,37344,21099,40733
599.461,1.98,25682,24959,18218,24325,22873
600.2564,1.35,8313,10862,13102,11110,8336
601.4395,1.79,35130,22168,29321,24540,24975
601.4398,1.71,64222,67989,57878,66343,65249
601.4409,1.64,9711,9152,7821,7691,8507
602.3432,1.69,20284,23165,29402,35203,27512
602.399,1.83,14876,10705,10712,9360,10895
603.4175,1.49,8452,13108,17467,12551,16847
603.5639,0.34,4146,2201,3274,2205,4801
605.7807,0.33,3469,3369,2970,3441,3934
606.4091,1.34,9135,7805,10315,7762,8220
607.1271,1.56,1727,1656,2190,2104,1989
607.3783,1.34,22223,22967,18043,18591,16603
609.3625,1.9,14559,12856,13632,11732,10161
611.4259,1.82,10005,10683,8575,19295,13547
611.8752,0.31,2634,2925,3202,3404,3220
612.4114,1.95,29788,24430,27539,32839,17624
612.4756,2.55,30627,28628,17503,38107,8470
613.431,3.19,157341,96379,105953,106270,135989
613.4392,1.72,8755,10772,8497,10468,9412
613.4765,2.18,85237,90634,103498,102058,29016
613.8086,0.32,5873,5871,5550,5545,4510
614.4165,2.21,124949,131844,125439,113404,119298
614.4168,2.21,169387,168289,159950,160718,11666
614.4911,2.97,,219604,232857,115927,123175
615.4558,1.71,311596,320370,309673,308634,313237
615.4558,1.78,134019,137148,147855,142139,132392
616.4661,2.48,77177,17524,68081,6771,10297
616.4681,2.42,30122,38271,32611,9379,23720
617.4128,1.97,15323,17222,15786,13380,15563
617.4342,1.54,5445,8025,9745,8369,8151
619.3671,1.72,13409,21645,14368,14563,20288
619.43,1.85,279487,269395,264123,257967,239714
620.4113,1.71,15959,15264,12421,11331,16015
621.3998,2.98,74069,48538,33798,52407,48537
623.4283,1.96,18551,30482,24057,28762,23958
624.3124,1.59,5518,4778,14417,12939,12117
624.3849,1.85,13146,8464,14050,9961,17499
625.0406,1.85,1243,1428,,1094,
625.3459,1.47,3841,3688,3403,3611,4982
626.416,2.63,16620,30284,34834,30014,29002
627.1886,2.7,27391,26517,19661,14842,13640
627.4929,2.33,18200,28803,41679,19940,41000
628.3796,1.24,25629,19244,22195,19120,18523
628.5131,3.16,39288,35094,34305,,4034
628.5151,2.88,,33822,41377,20107,15681
629.1861,2.7,11537,12823,10831,7611,6192
629.4337,1.78,26700,36468,30922,24900,32873
629.4353,1.68,18497,20474,21643,15774,19145
629.4715,1.86,162235,159141,159225,173482,146418
630.4813,2.58,16661,35783,8522,,4542
631.451,1.65,24958,28644,28780,27670,25011
631.4658,2.16,47516,79324,83329,66614,68126
632.0303,1.32,2361,3677,3609,4072,4000
632.247,1.55,7640,7065,7081,7149,8255
633.4303,1.46,11305,10113,7864,7962,7081
633.4465,1.99,56538,51555,46776,55667,54652
635.4166,2.48,55516,51360,58724,49777,46245
636.2976,2.11,31407,29051,27333,20009,13703
636.411,1.79,16082,18310,16799,13053,16549
638.4029,1.6,3933,13636,4847,6441,15297
640.3599,1.85,4586,5412,7157,6778,6770
641.5076,2.61,14171,13635,15098,15000,17630
643.4859,2.05,40725,29341,30449,26741,33629
643.4875,1.95,36468,31331,34027,29286,29158
645.1974,1.73,5062,5215,5717,4659,5967
645.4666,1.7,81885,77066,72185,73899,78891
645.7031,1.35,2797,2680,3003,4080,3511
646.5044,2.43,1170,8402,34725,71159,130074
647.4267,1.8,10579,12849,13609,23108,9748
647.4459,1.49,16603,10613,14059,9262,7784
649.4315,2.74,155951,197541,203776,148307,129286
651.4026,1.34,12447,11037,20433,12348,11935
653.3258,2.11,35483,32491,31644,25045,16483
653.3913,1.89,9315,10324,10748,8209,8632
653.7112,0.33,2324,2487,1913,2022,2311
654.483,2.98,1108,68247,55317,35222,37433
656.4271,2.37,76159,40668,72936,54304,48023
657.5021,2.18,87897,49940,73706,84555,72677
659.4825,1.76,99902,120413,111076,105131,109275
660.3868,1.75,25217,14323,11218,24153,20918
661.4388,1.91,27675,7371,,19713,14464
661.4603,1.53,9216,6937,,6341,6735
662.4457,1.85,208662,186450,,76919,163761
663.4553,1.85,238903,237680,321802,270476,224143
665.3297,1.61,6049,10610,8070,8647,6118
665.4278,2.2,34841,33954,30540,26785,22474
665.7359,0.33,1602,1717,1791,1537,1784
665.9811,0.31,1192,1273,1542,1430,1372
668.3254,2.14,27445,31261,24494,23898,17275
668.326,2.27,20900,19075,18698,12953,6521
668.4139,1.85,5039,7880,8611,11318,14252
670.4777,2.55,22494,20083,16523,7696,6665
671.5182,2.34,27445,29468,23252,11130,15460
672.458,2.3,103914,124993,104661,106776,117276
673.4586,2.34,52586,97826,60252,58855,41233
673.4976,1.83,170892,173583,176132,91823,101995
673.4986,1.76,75259,81283,75729,71237,73251
673.7642,0.33,2320,2908,2352,2615,2117
673.998,1.28,8996,8101,8898,8506,9562
674.3379,1.28,8837,8535,10016,12524,8898
674.5353,3.35,,287932,29383,20828,8871
675.4771,1.64,21578,19287,18707,20108,17185
675.4778,1.58,4030,25444,3125,5152,4979
675.4917,2.16,28519,54639,35292,49800,41624
675.4932,2.22,11656,10433,16580,9091,13582
677.4107,1.75,26325,22987,13827,25662,22159
677.453,1.46,7543,6316,5328,5595,5244
677.4649,1.74,10795,58885,63888,73328,49708
677.4704,1.96,10306,8692,6105,8296,7218
679.2195,1.26,2584,2442,2050,1999,1623
679.8621,0.31,2742,2506,3289,3435,3197
685.3505,2.14,24148,22463,23321,16462,13777
685.5338,2.61,23002,13079,13773,16453,11957
687.4763,1.83,14731,12042,11824,13638,10511
687.5129,1.92,60505,61212,54858,51563,48948
687.5132,2.06,21917,38038,20667,16051,21455
688.5549,2.31,500,738,40670,473454,
688.5558,2.14,871,1907,50283,37160,377285
689.2225,1.73,3797,3788,2958,3415,5290
689.4854,2.29,86265,69070,65410,67722,65279
689.4928,1.69,45088,50096,50565,55069,57821
691.473,1.49,11012,13614,9205,7932,9319
691.4857,2.08,19210,18480,18361,26006,19481
692.4473,2.7,11181,14333,15114,4709,2452
695.4287,1.35,5275,8131,6316,5182,6131
696.5156,2.43,10882,9050,18580,13792,8564
696.5156,2.48,10239,1988,55107,70244,15684
700.3496,2.2,7668,5852,6715,5333,3610
700.3997,3.35,5431,1790,72128,,
700.5514,3.35,827,53151,170779,298997,220933
701.5304,2.15,23200,63691,45381,,
702.5672,3.34,30970,5511,574410,113979,81714
702.5702,2.22,36443,15618,93357,21418,131270
702.5726,1.91,1541,,,592742,211841
702.5729,2.41,6245,14232,589402,,
703.5083,1.75,113564,102853,114883,112239,111299
705.4662,1.95,17186,17351,14080,14519,15266
705.4682,2.09,9538,11697,11609,11320,11345
705.4878,1.53,9836,6631,13169,9369,10140
707.4823,1.84,202417,203180,189441,192020,192704
707.8027,0.32,3174,3406,4624,3654,4373
712.437,1.84,5394,7623,9793,11364,15092
712.4598,1.35,14338,9338,7176,6759,5376
717.5247,1.89,5843,11733,78269,69886,66934
717.5248,1.82,164130,155108,103321,160656,96268
719.5034,1.63,17478,10640,13631,10677,15664
719.5192,2.14,16771,32318,,27023,17063
721.4605,1.81,8264,9075,10382,10562,8338
721.4998,1.94,8035,7194,9701,8094,6280
728.4121,1.84,2148,2681,4577,5317,8618
730.5007,2.42,96644,73697,114725,57792,68008
731.497,2.49,47743,73313,47204,56610,57080
731.5357,2.06,16313,13689,21190,58840,5713
731.5396,1.82,19188,19989,16841,25384,201442
731.5398,1.89,75396,81315,73015,77809,69984
731.5465,3.36,,,,324548,282193
733.2486,1.72,3471,3916,3158,4080,4016
733.2953,1.26,5090,5989,4782,5313,6075
733.5188,1.69,40629,32867,41500,39385,37366
735.4546,1.81,25705,30328,33238,33158,24611
735.4971,1.49,7993,6439,9161,7077,7831
740.441,1.31,5505,8953,7087,12666,11014
745.553,2.15,33619,88425,54257,35718,7260
745.5564,1.99,28954,37755,44507,26317,19481
747.4539,0.34,13439,13275,12799,13347,13999
747.5248,2.42,76921,96293,57965,56152,87692
747.5331,1.74,77343,85794,72969,69428,82799
749.4922,2.08,13690,8842,11352,11701,11475
749.4935,1.94,19417,16002,2333,123082,137688
749.514,1.52,8131,13798,7983,7553,7536
751.5078,1.84,160430,160099,143693,133238,138102
755.392,1.29,2780,1795,2372,1409,2014
755.5451,3.36,13279,165742,396675,,222311
755.5471,1.82,5157,51836,1732,,
756.4634,1.84,4582,6799,5942,8529,8831
759.8135,0.32,5521,5855,5881,6516,6715
761.5508,1.8,133397,149023,142831,100017,83910
761.5509,1.88,31939,47409,47990,39144,61253
763.531,1.62,6330,6201,729,7002,6923
765.571,3.16,923,,2258,,158339
772.436,1.83,,5219,,3900,1134
773.5573,1.87,58961,305678,438720,112867,132573
773.5575,3.36,16722,108457,88218,118531,171096
775.2239,3.2,23507,35821,28692,17664,21309
775.5656,1.88,98252,93488,128360,92827,74443
776.6852,1.45,877,,793,,1367
777.2741,1.73,1204,3041,2374,2704,4319
777.5439,1.69,18903,52817,97640,134734,
779.5432,2.42,5875,18679,92525,228106,183658
779.5456,2.22,30934,21337,65252,445734,715136
779.5462,3.35,,125193,554546,424129,230490
779.5469,2.48,7408,18618,77557,249290,295008
781.4354,0.34,6604,5352,2175,5929,5110
781.5618,2.21,32748,31440,18518,3245327,1647776
781.5622,2.43,28264,41421,14126,5845155,282966
781.5626,1.92,,43174,44023,8332409,2525663
781.5626,3.35,43553,62958,811974,,
783.3975,0.35,1362,,2931,500,2801
785.5024,0.64,24747,31661,29882,37434,21660
785.5933,2.36,624621,128193,41014,,58297
788.7133,2.23,10288,11662,11336,15380,9381
789.5488,1.9,2904,42947,10531,12711,3950
789.5515,1.91,12555,17270,27125,94576,60720
789.5778,1.99,35743,6047,64932,42846,18424
791.3575,1.7,4771,4518,4471,3708,4289
791.5633,1.73,75879,67302,85284,104266,75299
793.4941,1.87,24444,19826,19707,33307,20024
793.5185,1.93,12186,12070,7337,11524,13523
793.5206,2.07,12583,10506,28869,8441,13787
793.8076,0.32,924,1922,2587,1498,1058
795.1275,1.58,2893,4405,4293,2304,2840
795.5378,1.83,108323,134368,178427,125108,97856
795.5413,2.48,1860,155378,95726,48181,76267
795.5419,1.7,1810,97766,69674,92744,149241
797.3134,1.85,2212,2019,,1639,899
797.5561,3.34,32765,383257,286671,759290,81476
797.5572,1.74,22284,,302666,257538,258690
799.4085,0.35,3262,2867,1562,2288,1640
799.5749,1.82,14598,107038,184610,50166,120092
801.5286,2.33,568,531,33917,8371,6939
803.541,2.56,39233,49453,,103116,103656
805.5609,3.36,13450,48305,2032374,85814,
805.5724,1.77,103479,83018,135409,346249,
806.5653,1.78,,48632,26842,192435,327743
807.5767,2.22,140036,31767,137279,357085,98703
808.5885,1.73,22054,34627,18922,27485,20246
811.6088,2.47,167473,73911,27697,6914,
813.5516,3.36,45722,73455,87422,158395,114308
813.5517,1.86,,38375,32334,18412,6423
815.5674,1.73,10763,89334,77001,39899,60870
815.8279,0.31,5552,5718,6374,5643,5515
816.4653,1.84,693,2415,3906,3290,4620
817.5225,2.47,2371,27839,14323,8978,41849
819.5394,3.35,28693,135593,119257,79859,95720
819.5918,1.86,86972,85900,86406,71376,75312
820.8806,0.72,16614,19079,16838,15943,16771
821.5561,3.35,9449,122522,168720,316597,74282
822.6029,1.78,17266,24015,28870,24860,22029
823.5721,1.91,,38106,47079,83645,46131
824.5807,1.63,16304,34717,6979,8455,31405
825.5839,1.73,5294,11599,37668,10772,115719
825.5866,3.36,5973,37193,107892,,53183
830.4112,1.32,8293,6641,5658,6302,5272
831.5686,1.82,4620,50449,9258,27627,52126
833.5874,3.35,31763,24275,,64457,167493
833.5915,2.22,14262,7725,2976,1944,
833.6053,1.94,34742,32708,48574,20090,38768
835.5875,1.72,44001,63172,34376,34993,55480
836.6174,1.86,24879,28853,29769,26295,18474
837.5526,3.35,98156,96037,65340,193703,171609
838.5978,1.67,18794,15638,24864,19287,18927
839.2201,2.25,1767,1727,1848,1052,887
839.5618,1.83,73157,64873,51194,59030,55607
839.5698,1.71,5146,53922,64636,60419,38551
841.5279,1.24,41281,30451,27253,28960,24150
847.6238,2.06,28179,20847,36186,21227,24479
849.6031,1.77,76866,73667,65891,56271,45271
851.5368,1.92,18606,12003,22665,18927,13328
852.6124,1.72,50254,36475,37631,30360,44207
853.8065,0.31,2156,2100,2289,1914,2341
858.7623,1.71,13526,18299,9440,10374,17107
861.6166,2.35,10757,96792,87972,65082,61474
863.6102,2.72,69164,79710,39582,60838,27246
863.6195,1.84,65461,73393,59909,64725,60517
866.4203,1.31,14804,8537,13309,13929,13560
866.6289,1.86,3394,13309,10521,10632,15736
866.6309,1.77,57131,49146,64557,60560,64732
867.0967,1.3,4346,4316,5455,5978,6290
877.6324,1.92,44234,54993,49234,52507,54818
877.7291,0.32,2424,2092,2530,2860,2315
879.6124,1.71,16650,17521,20013,17678,20810
880.6448,1.84,43349,54206,53085,49199,39774
883.5857,1.82,47627,28878,31836,31345,38188
885.5181,1.24,6771,4413,3317,3682,3788
891.6486,2.03,23384,23877,18568,20827,21812
893.6309,1.76,46370,40797,46796,30962,47628
894.6617,1.92,30244,34603,38759,36643,37215
896.6399,1.71,30805,30525,40215,34519,38085
907.6456,1.82,56384,45234,44834,47794,46774
908.6775,2.02,14033,17444,14316,16665,14423
910.6553,1.76,69272,62864,46281,73657,74932
911.2435,1.63,2061,2010,2269,1905,1829
913.5484,1.25,10445,8234,6822,5831,8635
915.5162,3.33,1098,442,4105,16885,20598
916.6357,1.63,3963,4047,3924,2594,4019
921.6511,2.89,55400,63629,52199,56088,52219
921.6602,1.9,36674,47613,36922,33910,48939
923.6403,1.7,10355,13272,9858,14596,12978
924.6711,1.82,59776,61849,56405,57410,55813
927.6135,1.82,22503,21622,16131,21186,16131
935.6185,0.33,4385,4736,4492,4675,4937
935.6749,1.99,26100,22320,24678,23059,22159
937.6547,1.75,23827,30330,31629,22316,29510
938.6869,1.9,39030,45746,48100,48640,41422
939.6075,0.33,3704,3746,3835,4614,4449
940.665,1.7,30373,26832,42462,25149,31247
941.4623,1.3,10478,15987,12021,14791,17680
943.3527,1.24,47796,54155,52491,58382,62390
944.6386,1.82,21690,21774,24375,26134,25649
951.6705,1.81,27626,30225,34345,33707,32750
952.704,2,16009,19004,19529,30233,26187
954.6816,1.75,38935,49425,46188,37835,44109
955.6493,1.88,9486,7365,9708,8181,2777
963.7779,0.32,4226,3952,4707,4185,5090
965.6883,1.89,28768,37526,25163,31048,21975
966.1606,1.38,737,8649,16127,16382,25949
967.7239,2.12,8179,32668,24273,9684,7221
968.699,1.81,40950,48995,51017,50966,50585
970.6015,1.73,11641,11864,12357,11413,10985
971.6369,1.82,8264,11436,5267,6143,7272
972.6192,1.81,30230,39415,36983,32518,25749
974.635,1.87,27041,17866,22492,36363,19846
974.6689,2.12,18018,19466,15467,19356,13822
979.6931,3.15,41664,30254,41613,47615,31817
979.7002,1.97,20729,17055,19033,19020,18592
980.3815,1.39,,9680,10170,12646,17054
981.6813,1.75,9079,10866,12829,7514,12641
982.7135,1.88,43989,42648,37731,43698,39549
983.682,2.01,60679,60383,62956,40882,11109
984.6902,1.69,15599,16716,18826,16711,12997
987.5857,1.24,9025,8121,6126,6272,5841
988.6511,1.81,202564,23737,27936,25077,166354
990.8396,2.01,,,,,2266
995.6959,1.79,25483,19549,21807,14120,23167
997.27,1.24,21434,22686,25036,31081,27425
999.7766,3.14,6024,7287,98371,4494,3010
1000.1939,1.3,1709,2958,7189,6654,8878
1000.3892,1.3,1891,4999,7901,7483,9332
1000.6496,1.79,75234,75586,75887,65704,60636
1000.684,2.11,17763,9824,8346,23286,11440
1000.9932,1.29,1161,1683,1841,4101,6604
1002.6645,1.87,10876,7301,7897,10432,6443
1002.6652,2.09,43297,11826,13431,11949,5125
1009.6937,2.03,17769,24608,26966,8252,17777
1009.7153,1.86,21043,18074,22333,21817,17883
1011.0003,1.28,722,5991,9589,11309,11487
1012.6476,1.75,62503,28425,58480,20606,23563
1012.649,1.78,61466,34679,55913,32334,30669
1012.7225,1.8,30963,30658,31495,30769,34977
1013.1507,1.95,19629,19338,17533,15864,8508
1014.6623,1.79,19614,35444,36158,126697,4546
1014.663,1.94,131783,133278,114181,107383,70676
1014.6642,1.87,69746,62588,61761,70290,64114
1015.6918,1.41,561,6060,13511,18296,26554
1016.681,1.95,229525,223395,215437,194241,113662
