Mass (avg),RT (avg),10mM LG_unlabeled251,10mM LG_unlabeled253,10mM LG_unlabeled261,10mM LG_13C-labeled259,10mM LG_13C-labeled265,10mM LG_13C-labeled270
737.4997,1.73,201150,195560,191349,58149,59195,56340
295.807,1.44,3610,1,1,1,1,149223
2130.0991,7.15,46435,78712,79370,81245,40169,94086
204.03,9.24,81346,105778,99304,91371,116723,68139
210.0117,7.11,77269,75672,154009,72675,68079,66655
835.5351,5.42,130076,277832,163112,84166,84355,104418
135.9021,5.63,1,46436,378702,720499,343172,1
836.6543,1.73,4085,3482,3152,184885,177869,181517
260.8236,5.88,361227,280832,301968,326220,251968,265199
577.0926,9.07,1,1,1,142472,162497,98043
607.0812,9.11,173245,208065,45976,6714,8604,1
438.8096,1.44,34807,9819,3547,5516,9357,163443
1030.041,7.13,121140,125038,124680,127843,59687,150668
196.0587,8.57,123193,70809,42442,42330,40858,41217
144.029,7.15,243661,292493,145429,238169,93553,184111
266.0825,1.71,54447,49196,44868,41137,43379,33883
260.8234,5.43,40782,144499,182569,174119,159872,104365
275.0948,7.05,88254,86594,71967,76871,70783,74574
137.059,7.24,99409,55658,57661,114143,37804,90862
1085.0807,7.14,279292,287967,294538,320382,1,1
894.5788,5.64,1,1,1,296201,239186,280904
294.0564,6.93,58003,1331,49146,64063,39046,68414
510.0896,7.14,113365,111737,111438,111804,82404,84708
948.0403,7.13,152418,155064,155790,91442,197088,188952
177.0546,7.82,4609,1,3344,76642,50520,32819
782.5988,1.73,1,5098,4515,166899,164478,165574
388.0333,7.24,1,1,1,1,1,1
166.0483,1.35,14124,7656,14886,78756,43058,53976
211.9383,5.43,90250,107223,71462,23702,45786,91044
286.0623,7.13,81594,83687,83693,72058,52651,68547
338.2434,1.3,64625,67327,64688,61310,71723,65189
737.5187,1.73,166442,162877,166733,21612,1,20181
834.5247,5.77,250544,313558,269802,12051,19680,24429
62.9955,7.04,54937,58697,54043,67187,52620,52507
412.8192,5.85,100863,87332,123701,120884,99461,142906
294.1861,1.29,1,1,1,44828,48667,53543
774.5396,1.73,203663,211949,185626,1,1,1
450.0685,7.13,305452,296013,281273,283688,229476,117504
557.1715,8.11,153367,326006,311584,198475,191609,180871
175.0481,8.02,46225,55085,1,26377,15633,1948
758.0339,7.17,268848,146311,168665,174163,187817,204182
137.8992,5.62,78783,63965,142464,112404,75529,112790
442.114,7.04,1,1,90586,95180,83163,96765
890.5693,5.63,1,1,1,283116,52198,251155
860.0833,7.13,300262,309621,303856,309920,90769,271698
962.5561,7.14,122582,123981,131922,138505,231474,192686
760.5668,1.73,1,28120,28089,186288,190048,169609
75.0318,7.84,59363,64624,69423,23022,40591,10626
903.6133,5.63,1266,1,1977,212975,137512,192687
849.584,5.77,1,1,1,128337,225543,186166
774.5887,1.73,27706,30691,29631,1,1,1
898.5965,1.75,1,19686,1,316560,282678,325466
190.0256,5.46,132518,62210,48070,139920,18972,14965
839.5525,1.73,1,1,1,133036,160682,127347
535.0295,7.17,138488,131071,126272,87912,129362,61946
281.0419,8.68,98754,173657,143258,126145,105468,100736
375.0534,1.25,73214,57569,67054,128452,102821,102445
815.5664,1.74,151342,151846,131240,1,1,1
429.0666,8.18,104359,121703,141209,11015,11152,8350
281.0843,7.09,52172,56708,56797,33846,540,28648
362.1945,1.71,23086,99483,94915,13171,15959,10588
147.0533,7.22,91446,78815,66273,25019,12703,7901
851.5915,5.78,1499,1,1,107361,211841,163692
310.2868,1.28,92496,109023,95851,53661,50464,60383
893.5788,1.74,1,5572,1,206390,218061,192728
756.5519,1.73,50768,52565,49205,198486,202893,191712
1004.0457,7.14,248315,242117,262969,265355,192382,167077
763.5139,1.73,432104,431549,431438,178326,184300,173776
895.5855,5.63,1,1,1,338191,266658,317371
813.5419,1.74,1,1,1,1,124709,109825
863.5173,1.74,556858,754263,580870,1,1,1
154.0491,5.64,10277,42382,40380,63618,18902,1
758.0309,7.11,133297,172594,135172,133572,184416,145220
451.9284,6.82,127327,126357,110739,60440,148899,54493
862.5576,5.73,610753,670120,606781,1,1,1
280.1697,1.29,835,9649,3326,8806,10690,2879
843.5733,1.73,1,34272,29884,129401,129621,126283
354.0862,8.18,1,1,542,94832,89942,80544
131.0494,8.39,48689,47821,52377,57238,52010,56833
808.5114,5.81,168395,170114,190676,7788,15460,8456
289.0205,7.19,133087,122144,124161,69259,118851,45298
324.0354,8.39,104688,87265,86352,17802,10763,11571
300.0212,1.24,11535,11177,8826,23381,14067,1
776.0226,7.14,88252,93102,86243,86497,120033,110890
850.6295,1.73,12732,13682,14800,169618,148491,157024
557.1721,8.1,342503,325020,322153,204127,202958,181441
771.5743,1.73,139585,141336,131845,1,1,1
331.0593,8.26,1,1,1,101015,116084,88940
211.9704,6.82,99029,88120,70460,62902,91413,50698
185.0804,7.24,151690,112344,43212,103339,1,165927
840.0341,7.13,145057,314242,160011,350730,159402,148328
213.0975,6.68,71042,56234,83985,45183,59556,27105
617.0332,7.17,134017,129902,109111,79749,123804,51875
175.9543,8.48,10015,40750,37000,23014,7539,7935
673.142,8.75,222,1,188,103470,95113,76928
614.1573,9.56,161773,160097,157593,349391,397810,312289
215.8399,1.44,15993,2401,395,2806,3401,134493
873.6403,1.72,75912,81935,72858,58108,52306,53720
201.0616,7.76,82149,91820,88863,71316,99673,60487
192.027,8.79,1,10794,1,3044,1,18475
304.0303,9.24,127641,128818,117498,87368,124293,73145
488.1858,7.95,66544,57606,64711,65830,64433,56902
776.6184,1.73,1,7175,5974,103966,112833,102234
903.6116,1.76,13325,1,2318,151964,149788,145583
293.0877,7.94,126447,57567,66741,54403,45465,53730
417.0287,1.26,2082,9914,40163,37605,40545,46032
1086.0528,7.14,197718,207886,222411,226768,160824,279931
486.03,1.34,36778,31995,33419,2856,30060,28908
293.8087,1.44,1419,1,1,1,1,113419
699.0362,7.17,132156,133529,133151,84724,130194,52669
222.0598,7.71,98254,198632,51596,27238,153675,193594
2150.1575,7.14,103052,107243,106335,103046,114419,110897
773.5654,1.73,1,13482,1,275004,260597,249549
873.5934,1.73,22595,12016,13503,1,94169,1
213.842,1.44,13058,2639,927,1872,1,117280
921.0646,7.16,279115,270583,273114,300771,185639,184113
213.0978,6.56,88001,94298,84128,71338,83942,51076
715.5166,2.37,129041,35123,109431,24175,17443,7291
216.0402,6.75,78799,215439,217702,186246,209716,156999
347.8787,1.44,36632,33229,18146,23603,31798,15357
572.5038,5.64,35246,84048,72008,203039,239584,179647
422.0132,8.4,104451,78955,161807,8408,10836,8172
873.6131,1.73,1,1,1,71872,60989,69718
340.2072,1.53,125834,29193,168650,156676,136413,83319
810.6296,1.72,1899,1,1,146882,140919,142194
405.0603,8.55,1,1,1,1,1,1
964.0595,7.14,166616,175400,193634,187926,284184,249564
189.0292,6.18,63684,92358,60352,75609,70629,74754
378.0931,8.05,44797,38013,40752,41552,42066,57488
1003.5584,7.14,74478,137796,63459,141354,231427,103634
168.073,7.04,1,92971,82691,93907,107687,86861
900.6043,5.63,2178,4720,1,404178,282159,345008
884.5438,1.79,134873,1012929,957879,17023,22112,100
1607.2095,1.73,1,1,1,144344,155882,158884
676.031,7.11,234172,120738,114531,123010,105233,136991
815.5664,5.54,5244,146127,132107,1,1,47517
723.5192,1.73,115600,109513,100942,101467,108230,104175
144.0288,7.12,130017,114138,302834,222813,283598,531326
1589.1372,1.73,1,1,1,1,1,211197
326.1323,7.96,75103,69649,36365,53536,53661,34569
846.1743,8.75,132463,130275,145107,11784,8992,9489
574.227,7.98,95727,103086,97665,36445,42946,38451
216.0402,5.37,76163,61329,38007,51140,35710,54576
374.1074,1.24,5427,1,2872,64892,39354,42530
160.0018,6.81,81659,80093,1,52819,92806,63791
260.084,7.31,65660,42395,40154,41128,16060,17509
490.2845,1.18,134295,168245,152883,141132,133359,116519
759.504,5.63,165619,181625,135377,25285,23546,24777
146.1057,8.78,68557,76765,70009,62464,65325,41253
596.5493,1.71,22375,21439,23931,25521,161535,22183
781.0394,7.17,133246,125824,126907,78945,115290,62877
362.1806,1.77,1,1,1,1,1,521
378.093,8.14,68977,74003,54829,18933,80800,30602
75.9471,5.69,22146,1,1,8893,144975,42448
634.0406,7.26,32455,68787,1,1,1,113496
336.1463,7.08,1,1,1,1,20925,1
260.8235,5.32,40785,88196,66112,60261,64530,66897
865.5792,1.73,346855,217836,150998,1,1,1
354.2072,1.33,6891,4128,3079,5097,8281,3471
317.1323,7.31,47927,37889,53854,82356,48193,46440
226.0335,5.45,44249,29211,83578,187048,138128,67933
736.1301,7.13,1,1,1,1,1,1
137.0574,7.04,60786,52919,56887,75556,82060,51646
730.5705,1.73,6538,6113,1,143209,156679,146917
871.5921,1.72,70389,76851,74641,1,107672,111315
274.1114,7.27,32826,27343,12237,35255,11626,5270
859.53,5.68,241765,283913,270659,30555,90471,27883
716.1051,8.16,108731,114882,134130,1,1,1
124.0551,7.09,185840,184263,48902,46173,28023,16043
807.5019,1.74,32145,45931,38706,25466,19152,15501
561.8817,1.53,1,1,1,1,1,477956
872.5303,1.43,1,1,1,121612,99739,101603
192.027,8.67,36365,98931,31830,27784,1,1
660.2755,7.97,122148,130261,126175,31812,44014,22965
689.1786,8.18,135597,148928,155406,14867,14563,14398
759.5059,1.75,146734,148617,134075,33798,28512,36956
784.6118,1.73,1,1,1,128297,126272,122285
718.0528,7.14,393308,401663,401723,436133,602560,533852
1004.0525,7.14,269937,250104,266032,292569,151627,135778
413.8895,8.47,43618,55415,70043,73505,116251,157245
1842.0759,7.14,273818,277690,275945,292246,395419,373806
560.1823,8.1,3132,847,838,104019,93536,89041
871.627,1.72,114590,124312,116762,1,71465,70561
726.5569,1.73,4226,1,1,166319,179132,166775
213.0726,7.68,74014,74724,70273,50409,80896,48576
667.0659,1.1,1,146397,56125,18791,1,132247
247.0825,6.51,75062,80763,69869,52950,67200,39464
462.1241,1.21,11669,1,9409,44274,28834,31581
254.2246,1.3,72174,74282,80010,37396,44694,50648
208.8732,1.45,1573,1060,1,1,1,84905
594.0281,7.17,97651,76927,112266,88826,121361,103470
307.0965,8.39,1,1,1,1,1,1
2068.1472,7.14,83171,83586,97497,78936,93633,101285
212.0137,8.72,67843,45212,60396,55280,42412,75399
1986.1491,7.14,81058,78074,78085,81882,85149,82034
474.2898,1.77,125575,78452,91286,46133,58341,65720
1603.1988,1.73,1,1,1,161535,171282,149516
551.0948,8.75,1,290,1,81973,80652,68258
707.6409,1.23,126900,133371,111719,25471,27171,30289
940.0307,7.14,67116,69619,74350,74839,100387,88794
434.0829,8.19,1,1,929,107675,107473,93251
728.5492,1.73,118243,114363,102866,61648,57959,59646
838.6622,1.73,1,3078,2756,118346,131755,121333
209.942,6.7,1,18837,1,1,1,22193
894.5728,1.73,109879,116343,122603,65402,82516,75334
1086.0485,7.14,180683,192852,198793,202140,273362,262483
548.3143,1.27,119198,108670,109360,89223,99548,98496
501.2092,8.38,87316,87859,90825,56322,39798,45135
843.5631,1.73,1,1,1,107083,118226,102486
1910.0904,7.14,43189,38584,28378,41955,29927,53783
299.9523,1.35,9087,1,7036,1,1,1
910.5549,5.62,676867,341098,626401,138200,89799,121475
197.9308,9.06,36557,76128,66945,77260,69230,42021
368.1603,7.23,162547,187447,140021,40032,44857,71354
772.5788,1.73,1,1,1,239219,227769,220163
329.0535,8.39,4366,4652,4998,58640,35399,28780
1595.1659,1.73,25354,23290,21956,120001,123540,109160
776.8341,7.14,35926,35966,1,40391,54287,51256
211.0458,7.34,37577,33200,67856,30682,72284,34085
347.063,8.38,74771,87883,73355,7231,7353,4777
158.0049,6.98,5991,1,1,1,1,72178
151.8945,5.57,196845,125607,157926,176539,129884,1
294.0561,7.67,46185,1,98845,54414,43546,41486
816.653,1.73,1,1,13252,84894,101114,92216
2156.0981,7.14,74864,77178,85038,86225,106049,98198
812.637,1.73,1,1,1,143013,131583,152060
186.0849,7.24,3330648,3325314,3407208,3640250,1875822,3314475
155.0696,7.25,41465,5284,54493,80262,58723,79806
793.5639,5.59,1463,6091,4905,145366,98704,148035
743.5469,1.87,9188,1,1,1,9186,1
289.915,5.65,64608,72294,39398,72257,29881,25805
273.1051,6.18,111226,65774,152896,267669,205504,238286
410.8213,5.84,85281,115198,114000,36616,1,171600
266.2739,1.3,1,1,1,50870,52368,70124
856.6481,1.72,2444,2059,1667,106806,122700,113018
868.5228,1.43,138089,144854,123328,84707,82125,67570
650.0981,9.58,106407,116234,121247,65089,76421,54679
389.0205,8.09,79468,29668,37161,45276,35530,34041
209.9418,5.43,74523,158927,134752,53682,88509,59231
731.5425,1.73,62788,1,1,1,1,1
795.5736,1.73,128093,132442,113392,296872,319271,282975
294.1833,1.49,27908,16856,25449,32282,65530,29142
772.6074,1.73,1,1,1,133428,135064,133501
822.5368,1.46,148998,152775,138093,74859,75124,75294
309.1064,7.34,60432,37570,66163,38455,36166,23791
159.9969,6.81,463483,488086,368830,302502,437263,313138
858.6581,1.73,1,1,1,109958,116614,120564
209.941,5.66,73408,89041,177631,96986,197986,71455
852.6342,1.73,4342,4323,1,91911,107710,91628
758.5616,1.73,1,1,1,120999,130984,122250
854.0853,8.4,63226,147260,71980,120898,50815,73952
412.8189,5.35,72730,91600,35250,67666,74893,73069
776.8528,7.14,35430,38300,1,36214,1,47997
246.0499,7.84,70461,70875,61033,14365,15270,14648
205.0554,6.19,77059,72403,74547,20168,21798,2641
287.9192,5.65,43950,56992,37630,45471,68566,5318
2048.1832,7.14,136287,138003,136488,131808,124605,136621
372.0723,1.26,7988,1,5626,22294,22459,24175
352.0388,8.38,10222,13212,8736,14340,9468,16105
699.1426,8.17,1,354,1,91145,103420,64690
729.5312,1.73,117812,114363,106381,62790,57959,59646
109.0196,7.58,50352,50984,47754,31505,38501,15777
228.0726,7.97,51576,50266,62623,32629,52397,57730
352.0788,8.38,1,1,1741,68839,24946,34609
277.9986,7.1,71692,22541,27548,32266,12391,11509
198.9882,8.46,13589,32727,23670,17625,105598,52176
891.5989,1.74,105775,89313,98150,95530,90500,88599
1992.1058,7.14,74046,37391,86986,85934,102361,38280
133.0374,8.71,16126,314088,101430,57428,102625,63370
840.6658,1.72,1,1,1,111177,112533,120705
423.0946,9.17,58847,63897,67170,28372,45135,17089
330.2557,1.28,54471,58060,54876,58154,59054,66281
247.9945,8.89,64340,51907,64752,69418,81210,61250
1589.1603,1.73,134290,1,134825,1,1,1
282.0857,7.3,1983,55009,49732,30226,23799,22034
302.1735,1.26,75916,74346,82858,42641,72393,75428
690.0044,8.88,91176,93601,108865,7229,6281,4324
776.5988,7.14,53298,1,55343,56765,72485,69797
2060.0867,7.13,119538,121756,124421,124230,96274,148287
845.5699,5.77,1,1,1,91743,166403,125020
1503.1451,1.73,1,1,1,121301,1,1
128.0588,7.98,55415,60763,53007,-208,44707,23387
762.5866,1.89,264020,263495,157047,47891,8332,97223
912.5645,5.63,100768,111551,105756,93685,42192,32513
489.1697,8.37,61493,55830,77937,37498,26788,30032
594.0287,7.12,88415,100305,62966,95135,75666,90205
842.6748,1.72,1,1,1,110360,102344,104289
895.6299,1.73,81292,95090,90264,44718,46478,48661
160.0737,1.72,3303,1306,1729,2830,641,1
455.1037,8.09,1,1,1,65356,80097,63254
1063.1697,8.18,62973,65956,79322,1,1,1
195.9629,8.44,65117,76903,97893,100494,1,1
838.5493,1.74,1,1,1,194256,172461,90855
262.0105,8.86,55806,67353,29638,31360,55794,19725
1729.1407,1.77,153907,117009,1,1,1,1
450.07,1.23,29698,26476,20228,51219,46948,45479
1501.141,1.73,9737,9540,10112,102318,93033,99552
732.5786,1.73,1,1,1,101246,95263,107352
122.0368,2.13,4358,21888,199915,1,1,10658
834.5256,5.76,277086,229012,250254,11978,23662,10716
636.1493,8.41,105968,113245,121782,60270,41387,35441
1904.1411,7.14,79467,75717,88659,92173,78941,88313
302.2245,1.29,24587,30546,30398,53781,33663,50020
825.5601,1.73,1,1,1,161140,166667,165988
761.0854,8.74,136881,143618,131322,12615,15136,17881
404.0742,8.45,156080,174580,1,308674,358540,235632
573.4886,1.24,113271,96131,81566,26690,41027,35660
415.853,8.46,6211,9782,19103,16171,91190,127940
1507.156,1.73,1,1,1,100133,106941,114069
267.0069,6.21,144566,39198,88394,25479,95646,77052
779.54,1.73,2395,2672,1957,49433,49667,47830
292.0905,8.62,2149,20657,49571,49619,85896,70696
886.5578,1.86,1,110556,1,2346,61492,1
433.1219,8.1,1,501,1,60235,85253,31704
435.9548,6.81,68155,69531,70461,46624,87701,45046
699.0878,8.1,83005,77714,56452,10895,14358,6083
238.9961,8.6,51229,49668,74618,34501,23047,19900
287.9519,6.65,1,1,1,1,1,1
132.0536,8.09,59707,55445,43955,26764,33093,5909
275.0945,7.31,49024,6654,10113,30381,11266,15279
410.8218,5.35,82677,86606,80751,53371,83903,80689
508.0908,1.23,8798,1,11204,44817,27649,36166
1787.1589,1.74,1,1,1,1,1,1
358.2874,1.27,74148,79611,67633,44118,38508,40073
355.9504,6.82,52980,41407,56049,21767,81443,26804
171.0563,8.32,8197,8805,14338,12330,10856,12117
333.1369,7.32,63998,65675,60603,19757,12243,8582
192.0269,9.11,21037,1,1,5232,18643,1
413.1022,8.56,54114,32074,73898,6040,10131,12967
289.0834,7.58,59383,65158,50131,36283,38264,14458
1653.2348,1.72,1,1,1,129569,136751,111717
311.1329,7.68,60721,57557,54367,34031,43960,17069
264.2666,1.3,1,1,1,49009,42599,56166
773.5747,1.73,1,1,1,239795,240521,240481
908.5402,5.62,74697,84495,78569,4589,866,2381
240.1363,1.31,16598,11556,7930,22228,17379,20756
274.1107,7.05,40917,17991,35702,50840,49245,51875
854.6246,1.73,1,4787,2352,108342,125015,103483
853.5975,5.78,1,1593,1,84301,143633,113394
405.0751,8.42,150342,155317,1,140492,172945,1
1551.1571,1.72,1,1,1,1,1,1
360.0025,7.1,38276,66020,26457,59495,17598,63508
837.5511,5.45,338312,351807,292798,189584,187530,159482
299.9618,1.16,167317,194342,138037,205877,179038,184758
687.4831,1.73,72209,69351,64291,14106,14905,11968
854.6416,1.73,3514,1,2256,111723,97026,105790
771.5423,1.49,77016,66091,64586,18495,23611,24932
774.6118,1.73,6147,1,5893,123814,121226,116694
319.0835,8.67,65298,62331,52071,30683,26110,18367
442.0053,7.12,75830,72246,64420,69127,73102,69012
240.0992,1.32,1919,4914,1,3307,521,1071
270.1469,1.73,1970,2664,4108,4941,2898,2367
218.0375,7.58,69841,79123,52194,35922,36295,1
499.9604,8.47,12515,16117,26397,27167,58722,83059
890.5746,1.76,102985,107488,50131,408049,335911,55663
776.8426,7.14,36602,37443,39637,38965,51757,52414
786.6205,1.73,1,2669,2838,97911,100845,101388
910.5728,5.62,289687,288861,235660,1,27262,1
404.0034,9.54,47701,42532,45471,8353,9072,4829
247.9944,9.08,63647,62948,65840,66377,55643,58862
914.5735,5.63,1,1,1,161221,47358,154402
818.6587,1.73,31410,31871,32905,56402,50452,58975
394.284,1.28,6087,919,1,21866,4219,13937
2010.0947,7.15,40049,60602,70118,72623,66147,40092
262.8568,5.88,1,456,1,1,1,303
390.2987,1.28,30254,22494,22249,60553,26445,42420
621.1347,8.39,45352,49806,49783,1,736,265
798.5952,1.73,18413,19333,9256,224122,200755,200991
390.1333,8.32,42785,36985,37783,38871,38715,47851
344.0439,9.23,49500,55565,53476,24509,59585,24032
297.8058,1.44,815,1,1,1,1,72115
160.0388,1.71,24415,37339,28177,23056,24555,23192
445.092,7.1,57232,56320,61397,44045,60354,30712
860.6625,1.72,5292,5372,3092,101442,98760,96714
1553.1566,1.73,19627,1,1,139316,151534,136992
798.5759,1.73,12900,7283,6615,253671,236398,249481
866.0363,7.13,163654,154380,167215,175314,194162,178942
908.5397,1.75,112806,105085,99413,14701,15350,12291
357.1111,1.75,54011,63985,20491,3547,6231,1996
1822.1443,7.14,55615,56533,53873,59311,57583,61825
525.0181,8.43,79036,78711,83095,67488,67819,55038
833.5132,1.79,28692,157567,82627,5830,4023,3136
893.6131,1.72,77320,82720,78467,68297,85503,63671
268.0799,8.4,51968,52740,45647,14206,11541,9504
228.2091,1.32,47546,48625,59188,25816,28325,30629
146.0692,8.14,23923,21334,47251,41371,92459,15629
734.587,1.73,638,1,1,72328,69288,63790
470.0366,7.2,105531,316828,156588,113862,1180125,763601
776.8184,7.14,37771,40792,1,36660,1,46532
826.5449,1.46,1,1,1,95820,99307,89895
784.6021,1.73,1,1,5475,1,1,99879
474.2894,1.24,387812,403955,398247,401488,367242,388319
104.0109,7.04,30334,23492,28155,31889,35697,25654
709.4519,1.73,72760,73304,69556,18436,16195,16743
809.5187,1.74,53490,45824,60224,23874,26615,29152
196.0586,8.28,128373,245582,212357,39714,52387,165877
905.6225,5.63,1,1,2757,94624,4750,85540
696.3206,1.2,38056,46252,29153,33641,31069,30350
921.5553,7.14,70234,73939,74817,72220,120234,100964
2048.0943,7.14,69020,73778,80797,71809,73177,98649
363.0882,7.1,54413,59197,54875,40942,56296,31087
360.2956,1.26,1,1,1,40467,40901,41912
859.5323,1.76,298581,244022,269694,54066,51690,47590
257.9734,6.81,64375,56567,48719,34620,61597,28380
475.1578,8.74,143358,33383,115734,41435,37507,46677
651.9611,9.68,32346,13140,29602,55492,49019,61379
446.0593,8.9,48824,55290,50847,4313,4584,1259
129.0427,8.39,37226,38032,37517,16793,21502,13920
1595.1583,1.73,14577,11357,16177,124940,104967,119750
795.539,1.49,40749,34131,37272,22749,27027,31501
831.599,1.73,86405,85123,92439,1,36616,42963
243.1838,1.7,30862,27705,54532,20867,15338,13402
390.0841,1.25,2926,450,1,38594,20734,24688
342.0834,8.37,6757,6302,5727,12696,10113,15352
803.5648,1.73,65248,58276,55964,1,1,1
262.8684,5.83,1,1,1,1,1,1
1505.1424,1.73,1,1,1,91482,99358,100595
99.9631,9.06,29853,30388,11820,25935,32506,27471
1439.0721,1.73,73351,71019,72972,98522,101785,104187
212.0134,8.53,35379,38192,36071,27624,19873,21388
250.9955,6.18,22503,21871,38054,44126,41391,35921
218.0368,8.22,64123,57148,48676,40100,67494,30018
196.0586,8.72,62865,1,1,26946,68196,148758
135.901,5.42,32336,25806,26559,33686,29715,59150
807.5151,1.74,49195,48295,56493,24846,21485,22843
246.0973,7.97,205,1,1,24059,49746,36686
323.0515,8.57,54766,63444,63790,11355,11147,11790
280.2407,1.3,29639,31170,30104,30931,32413,37241
592.0928,7.13,57595,54024,41463,55634,21322,47691
291.9113,5.66,34383,19412,40495,38927,63553,56855
312.3034,1.27,28409,34287,34160,38139,55714,39127
561.8811,1.44,86741,308516,29604,40376,213292,51350
600.5081,1.24,74218,79082,56095,19698,27340,30796
213.9343,5.64,36506,29142,34151,35329,43175,25575
328.049,8.26,1,1,1,44172,57042,34710
527.0942,7.1,51604,49369,52663,40087,51109,30802
861.539,5.68,1,1,1,122669,162390,150175
167.0241,5.56,198966,216978,192355,16205,12377,34388
1075.0692,7.14,70277,79685,68877,66641,76800,75600
917.5924,5.62,1,1,1,113505,24895,91255
834.511,1.74,234262,239132,233530,85412,84201,97995
329.0664,8.38,28914,23586,38539,12317,18320,23194
733.487,5.68,98044,95062,86370,5674,17393,13831
674.4892,1.73,59724,61139,51883,8371,10689,9064
220.8532,5.88,75426,65190,30118,41328,45129,37088
315.1264,8.61,33398,35570,53544,16876,8503,9252
281.0408,8.66,59592,171277,71671,55515,49023,12658
362.1946,1.7,22373,13943,16186,13262,2048,10567
915.5894,1.75,62215,56397,60338,129149,107730,113732
294.296,1.29,1,1,1,40711,41956,56149
289.9151,5.41,42797,39551,35162,32825,22377,36245
549.9044,6.82,60284,61315,51632,29066,70411,25247
733.4866,1.75,68561,71715,91091,14593,16857,17437
833.612,1.73,62947,64572,61194,1,1,1
1041.1894,8.17,51885,62749,64871,1,1,1
335.8868,8.47,17076,27512,32817,34969,46037,52249
634.1327,9.56,22478,48366,54834,33837,35210,32305
329.1146,6.88,33201,53441,49437,33601,27051,13933
631.1201,8.39,55935,58545,53392,3662,304,1260
355.0686,9.12,47294,54800,47340,30656,33385,24426
1104.0288,7.14,1,1,68895,71747,103968,84202
860.0975,7.14,204465,214303,205222,215518,176644,185666
286.0803,8.46,51899,47021,47443,8777,14707,12618
378.0931,7.93,19553,16829,18222,31556,65027,73221
479.9919,7.15,26949,67292,21283,63185,28101,29778
665.4269,1.73,95096,56680,56937,18335,12835,17904
89.0476,8.56,47454,20667,39599,13592,17500,9816
351.2775,2.16,7428,47666,21124,63707,39015,48569
223.1421,5.85,33757,62159,57708,19791,29912,21458
794.507,1.48,56380,59921,63112,14394,18422,9302
260.8234,5.84,134788,116278,94516,109793,108463,67396
332.2717,1.28,31944,34817,33547,27911,28935,31519
292.2896,1.29,1,1,1,40686,35647,47578
524.0063,7.13,74747,71356,54758,60013,74444,34185
831.5263,1.73,61662,56413,60740,34336,40068,51188
146.069,8.22,64615,72172,56534,36861,19539,15004
93.0418,7.43,1,1,1,1,1,1
753.5831,1.73,3534,4443,3687,213858,202999,222434
1085.4303,7.97,60320,69351,75112,14965,21517,8668
948.0348,7.14,152824,100273,152372,162605,194462,188427
421.029,8.56,39716,37006,47956,8550,6831,15356
239.9345,1.44,16108,8543,1232,5808,4907,68618
1992.0866,7.14,61788,66651,71467,75908,86619,86181
569.2126,8.11,75202,73018,68627,45605,47507,44838
366.3504,1.26,55210,61532,56371,21516,23488,26909
316.8411,5.91,41389,41839,33157,44885,24267,23483
294.0265,9.09,18866,33591,16860,20124,17669,11537
790.634,1.73,1,20797,1,43388,43665,47021
230.0034,8.9,33470,50565,43560,33665,41453,32575
380.0899,8.31,18858,17348,19560,21098,16037,21535
785.5219,1.74,59789,52092,50935,27758,22431,23163
562.1192,8.14,62220,59034,48757,1,4791,839
227.0832,6.56,44265,45594,36258,32024,30359,15606
450.1045,1.25,2817,901,1,30802,18025,19451
131.0584,6.62,23277,37986,36033,3504,9144,1889
318.095,8.37,37202,43824,50876,35475,25698,24965
841.5588,5.78,1,1,1,49352,102861,78408
408.1947,1.36,34077,8721,17634,29446,30509,26779
333.1372,7.22,53718,50119,40259,9481,3043,1806
831.3321,7.98,41929,47755,46066,23961,34555,19317
776.6107,7.14,43423,48853,40861,48027,1,51583
262.0099,9.03,30315,18464,18317,17706,23473,23420
234.1621,1.24,17816,18945,17343,29686,28384,23186
688.0115,7.13,61080,51151,46912,50437,62208,55572
1214.1062,8.89,111960,114623,100424,349,1,1
352.2281,1.3,25124,24657,22180,19086,29557,23564
398.2324,1.34,3726,1,1215,2296,1100,3432
905.6223,1.75,1,3828,3192,59261,59385,61069
843.5651,5.77,3331,4382,3973,63064,99939,81257
862.6725,1.73,2439,2069,1,71074,73365,68117
609.0997,7.1,50389,47094,50227,34210,52367,32554
294.0561,6.95,1,1,1,1,1,1
262.8539,5.89,1,1,3419,1,1,1
872.6978,1.73,54453,50819,54367,31694,34601,32579
865.5702,1.77,1,1,1,182699,168310,183122
300.8734,5.89,27392,43372,6390,40713,13438,7095
276.1153,7.3,25713,29670,48481,61183,22781,27681
772.5238,1.73,48848,50882,43824,36864,43807,39601
233.0206,8.56,1,1,872,39789,43804,31633
1521.2057,1.73,1,1,1,89058,84533,91177
232.0681,8.03,42986,35986,37158,12113,12623,9095
2048.0589,7.13,46812,45783,53329,49387,24903,60344
209.9417,5.64,114045,161271,177397,39816,79470,103485
705.6248,1.23,76100,69046,27922,15641,23299,25312
917.592,1.75,2377,18779,15925,86930,74141,76784
986.0175,7.15,27851,33021,25437,20684,42499,43401
602.016,9.52,49428,53870,56098,10644,8878,5888
621.0308,7.13,43441,70978,68167,72446,82780,77801
416.3132,1.27,37459,40918,41658,10253,12566,22757
289.9152,5.66,73310,75710,78347,80784,18816,29462
519.0756,8.17,21257,24939,28850,2230,1,1031
287.9194,5.65,46822,50446,39125,46811,41804,8422
