Mass (avg),RT (avg),10mM LG_unlabeled251,10mM LG_unlabeled253,10mM LG_unlabeled261,10mM LG_13C-labeled259,10mM LG_13C-labeled265,10mM LG_13C-labeled270
260.0843,7.05,32154,32358,29298,32345,33131,36757
171.051,8.37,818,1419,1,5907,4454,5304
474.3129,1.22,1,1,1,1,1,1
217.8372,1.44,2765,350,610,1,1,53344
689.1803,8.18,129200,142897,149874,5090,13388,13488
846.6822,1.73,221088,221430,213138,205194,216594,198513
320.1053,7.04,39200,40654,31774,42127,34849,37427
314.0859,1.39,12820,4400,494,1,1,1
1503.0978,1.73,1,1,57899,1,1,1
404.0025,8.88,38535,43625,32203,1993,5338,379
596.5495,1.71,21646,20795,22524,24623,23397,21941
306.2562,1.28,21141,23476,27325,25387,27770,33310
552.0385,7.27,1,5313,1,1,332734,1
579.0962,9.08,1,1,1,44321,53786,32866
237.8865,1.44,2083,1,1,1,1,61199
360.3016,1.26,35825,38105,30013,20458,18056,23131
192.0267,9.02,19738,1,1,15457,34159,9488
197.9832,8.76,24379,23251,20521,26510,16013,35234
265.9846,8.92,32498,35191,28373,17499,33133,28469
78.0116,8.38,33139,25783,21032,29724,25301,20392
174.1117,8.74,37205,37335,34808,19537,35759,28171
397.9882,7.1,15852,15087,8731,10794,6513,9363
294.0556,8.22,25275,25653,14823,1,17547,9861
239.8846,1.44,2356,773,1,1,1,54269
498.1746,1.74,3187,6116,3153,1,5007,1345
862.5449,5.68,1,1,1,1,1,1
273.1059,6.32,52600,31176,20111,36193,26136,1
837.5469,5.44,333090,236088,253453,128532,75866,177999
331.9262,5.49,19153,18281,11700,34619,15830,11038
321.0698,8.94,42842,41348,21530,4413,8216,6177
231.0769,6.19,20455,13694,41127,60440,28833,36960
445.8264,8.47,47572,49422,22281,17520,49223,67201
1507.0632,1.73,34081,36549,35431,54103,51696,52213
754.5419,1.73,1,1,1,202040,189857,194071
329.0501,8.28,2492,717,19687,340358,379839,117296
1004.043,7.14,248678,242833,263324,267292,334267,316459
773.1031,7.1,47878,41244,43610,39600,46329,28992
735.4861,1.73,36385,40355,32171,8602,11330,9240
1085.1553,8.17,41331,46847,62445,1,1,1
368.1598,7.15,5860,34550,22595,27930,18857,23351
282.2559,1.46,56388,46100,72472,28316,48953,93629
538.0381,8.4,9184,8783,9714,19731,17047,19834
317.1544,7.68,45823,48427,43891,24514,32144,12502
746.5112,1.49,65301,63812,60455,9763,8537,1
1537.2224,1.71,1,1,1,1,1,1
1549.2289,1.73,1,1,1,72084,71880,68865
211.9379,5.65,43811,84030,105838,118826,45555,125780
139.0385,5.41,1,27405,10903,46358,21020,34491
530.0534,8.25,37225,58084,35303,15131,22966,5869
754.5816,1.73,3086,3355,1,251628,227528,236277
339.2774,1.24,47182,45108,41357,18026,17268,13642
284.1213,7.68,37434,37296,36151,17992,11898,5146
122.0368,1.38,16085,17811,16088,25754,17388,18474
681.4206,1.73,38331,34230,37300,11328,11690,10975
220.8529,5.34,20845,20798,1,11400,15445,28282
2010.0998,7.16,35049,62416,67040,72787,85343,48352
368.1604,7.09,25002,28036,28912,25520,14017,13673
214.9392,1.43,13759,6852,5316,3006,8811,53079
878.6306,1.73,1,1,2524,61338,51512,60312
880.551,7.14,44724,51936,53044,55306,78104,68634
399.1266,7.99,44286,35014,56689,48441,32170,42735
945.0465,7.17,66505,72262,73174,44733,69320,33947
334.0985,1.76,34366,37051,38853,24722,31899,19542
262.0106,8.66,3596,39070,19372,22525,22486,29119
737.5206,2.21,1,18031,1,1,1,1476
771.5538,5.63,1,1,1,88026,72248,85958
139.0383,7.04,13500,12894,28360,22433,19143,23647
713.4995,1.73,54374,55750,57144,22342,18860,20633
737.5348,1.73,1,3466,1,47404,41236,43715
1501.123,1.73,24505,26052,24329,84062,84907,86859
633.4016,1.73,53647,49525,55902,17475,26509,27863
229.072,6.77,37373,29803,34044,14189,40185,16264
636.1488,8.41,105483,109373,43940,57660,39009,35406
691.0995,7.1,37510,41461,38692,32488,41794,21953
636.1389,8.39,1,1,1,61995,26271,1
2156.1061,7.14,83103,85504,90623,100099,117157,114063
667.1498,8.1,45522,51993,52337,7794,11795,4752
281.9598,1.17,11055,17236,18794,11606,5688,2271
1541.128,1.73,93671,99580,100580,1,284481,266644
382.2372,1.3,5292,956,2879,4100,2806,1664
308.0811,9.56,7654,1,8219,106140,132295,99048
820.6611,1.73,20790,21602,21518,43923,32710,38056
144.0291,7.27,1,8623,1,1,1,1
372.1116,5.67,23207,7335,61347,47059,15636,15426
298.876,5.89,55237,23114,41660,24766,13908,14177
1068.0174,7.16,45646,47359,33816,53200,5966,35217
582.039,9.54,82966,99596,92124,20085,35343,13817
321.0696,8.97,26505,34617,31915,1,15332,4959
1029.2417,8.75,21114,24714,31774,1,2887,1
518.7755,1.44,1857,1,1,1,1,54263
117.9417,1.44,30386,6035,6960,7690,8123,142487
683.5968,1.24,43258,49144,43445,10265,11983,14480
271.0993,7.29,42780,42697,11186,16533,6709,8505
412.0288,8.39,24375,32418,21179,1,1,1593
577.2369,7.98,1,1,1,43651,46527,37625
891.5776,1.75,13174,43680,48319,303733,274304,243659
874.5487,1.43,1,1,1,46738,39511,40131
499.9606,9.06,8123,5654,11901,12837,11541,15054
251.1525,1.22,16785,20537,13808,15363,14593,16594
703.5114,1.73,46890,50821,46975,25202,26006,27039
448.022,7.14,41038,41658,37794,35961,46849,42261
735.4742,1.73,41918,40329,39671,14339,11537,1
1731.1465,5.73,156589,173154,171710,1,1,1
904.0146,7.17,45854,27696,28075,31853,37814,35130
323.0883,6.18,31333,28549,35651,40751,39511,42409
215.0558,8.21,86903,32287,46843,24148,3385,14020
927.6229,1.74,6991,9447,3683,47748,34044,40534
796.5129,1.73,52849,50011,49304,15540,14489,1
62.0257,7.46,1,1,1,1,1,1
740.602,1.73,4520,1,3895,44488,41103,44897
139.9925,7.97,21548,32517,31545,21933,25041,6603
157.0351,7.84,21088,25159,28890,18432,30207,14978
287.9329,6.68,3864,1,1,666,1,1
856.2123,8.75,452,1,1,57341,58026,42124
748.524,1.49,49360,45231,43860,9530,10507,11250
154.0492,5.44,40666,10556,29848,12627,42887,45838
556.9565,8.43,76650,49218,53707,41452,22526,31247
206.9825,6.2,33459,32286,15509,32267,30552,9563
688.5019,1.43,28659,33791,33330,8427,14309,21614
779.5445,1.75,36689,1,1,1,1,1
666.4108,1.73,41085,41803,36446,1,7882,1
139.9923,8.38,7668,1,1,4991,1,16328
240.0674,1.43,9141,1,1,1,1,1
666.1515,8.26,59536,62720,60981,4611,5062,5132
253.0234,1.73,17317,20224,16260,14843,14652,18165
808.5092,1.87,2215,10564,1,6192,2344,3360
339.2765,2.28,18020,19116,59234,39039,24792,42930
801.5523,1.74,41368,39664,42433,1,33017,1
225.876,5.9,54386,32568,36203,37452,40596,39213
345.1416,6.51,39509,38270,28729,24942,30206,14709
533.9308,6.81,32508,20155,36351,28601,34308,22215
194.1156,1.74,528,1,1,7687,4465,5937
300.2092,1.3,504,1393,5159,20685,8812,13256
169.9888,8.42,12742,36481,32390,28636,37981,22016
453.9265,6.81,36996,41453,35423,20849,48012,16977
298.0539,1.29,16221,4270,8523,31721,28818,7953
575.4881,1.25,33822,35908,21395,9348,13181,11254
380.2591,1.29,37271,33241,34355,33397,38309,29482
792.4933,1.48,42644,45317,47898,6934,6272,8694
647.8818,6.81,34338,36236,38960,19301,48814,17994
410.8217,5.71,8671,20730,1,13485,7463,1530
546.077,8.75,873,1,367,29994,33630,24051
613.0741,7.14,85279,86954,89963,75657,61526,58610
270.2664,1.31,1,1,5322,1,1,1
196.1096,1.34,775,1547,1,502,246,1
878.646,1.72,3364,1,1,1,1,61429
287.9452,6.71,1,1,1,1,1,1
1547.2174,1.73,1,1,1,51797,51760,52653
287.9189,5.41,22092,47398,15731,21730,20586,17698
312.1054,8.38,27444,26276,32858,1,23765,21258
295.0191,7.76,31728,27518,29341,19747,22378,13021
635.4151,1.73,38698,37252,37106,25176,22389,27746
186.094,7.24,58156,140079,116410,160599,98734,151157
820.6671,1.73,21318,20204,17999,40085,30648,33896
890.5891,5.68,134074,97290,163377,1,1,1
297.0591,8.1,47240,47516,44786,31209,38816,30366
316.0756,1.26,907,2351,7036,22802,1,12624
828.3252,7.97,40699,46440,31505,14197,5062,10776
1011.0813,8.88,35880,35980,29765,1,1,1
1579.1045,5.68,1,1,1,1,1,1
394.1799,1.37,15658,20085,14813,16429,13442,20516
941.3642,7.14,33333,33582,31264,32980,48445,40672
668.1258,8.75,1,1,1,51529,56469,42424
819.5477,5.81,1,1,1,27362,42732,32656
697.0827,7.14,93039,89323,91484,91233,79378,78853
834.5277,5.76,62027,172438,92238,9275,16176,8665
318.8375,5.91,38103,34630,31282,27489,23658,22301
1507.0819,1.73,21486,21593,20192,46222,50652,47684
404.0681,8.42,158380,142820,1,145310,170267,108212
775.5361,5.62,75744,85807,69434,26774,28712,29445
431.8422,1.44,1201,2172,365,1,1415,51639
446.0391,9.24,27278,35323,24373,12174,31490,6621
823.5323,1.73,30568,27249,39588,17678,26120,25300
130.0629,2.29,15419,46508,3348,13279,78630,8028
870.5366,1.44,57639,62559,67060,47865,45374,1
837.553,5.44,219067,206137,181559,51982,121889,134731
273.0963,8.42,28744,28980,27910,11904,13889,9448
364.2582,1.3,37330,30910,35789,30748,33212,39080
271.0999,7.04,35572,23466,30623,31777,31902,31412
689.1321,8.1,33121,39246,40332,9873,11248,7778
809.9532,9.68,4339,1,5689,2997,6195,11488
1455.1228,1.73,1,1,1,84026,92114,83241
394.3787,1.24,1,1,1,4501,6584,1
691.9781,9.68,1352,3382,3872,1762,2497,6148
287.9577,6.71,10301,7072,1,2067,1,1
352.0606,8.39,1,2956,1,1,21906,1
782.6391,1.73,1,1,1,32975,28082,32432
349.8766,1.44,55103,29226,9209,14493,15340,185936
742.6131,1.73,22933,1,1,38067,36159,37335
551.2892,1.27,45766,48283,46408,35767,42981,40584
964.0268,7.17,48583,31731,31587,36217,25707,40312
222.1618,1.25,17339,16258,14797,41090,28425,28701
461.1751,7.77,34115,26944,31514,19652,20737,9229
320.0341,9.03,21068,25864,27487,16448,19847,10278
915.5844,1.75,51667,50661,47486,104645,82202,104571
689.0837,7.17,34991,31209,34829,16345,15825,12643
829.5096,1.73,46470,38769,42715,24887,20015,27883
227.0819,6.68,28771,22122,29191,12266,27237,9598
448.2783,1.29,33327,28222,30060,31484,28461,34885
291.9111,5.65,40483,22142,43830,38005,11049,22921
338.318,1.27,37699,38027,38323,14705,16165,14822
262.0802,8.38,22846,23908,21635,12479,12879,8997
290.0948,1.27,23741,23651,24112,27264,25529,25442
1068.0316,7.15,1,1,1,1,26767,1
441.3087,1.27,1325,1489,1,19881,16151,20691
1003.5602,7.14,129925,142340,135166,148832,236241,209376
269.1113,7.63,25194,31375,30320,6121,9334,1884
361.0943,8.12,22717,22728,23670,6607,13984,8158
347.074,8.17,281551,520982,541729,20056,24809,16046
659.1644,8.39,1,1887,1,27055,23481,18780
367.8926,5.65,33034,28096,24898,37036,47432,41008
295.1039,7.57,33649,34202,28843,17527,22473,6156
167.024,5.37,1,1,1,6238,1,1
222.8498,5.88,28457,41767,31105,37139,27426,38245
510.297,1.74,37166,39149,31973,6594,8176,7449
169.0323,5.58,1,1,1,28146,45413,5127
864.6764,1.72,1,1,3312,45846,44817,43857
670.0519,8.26,22291,27635,28854,735,1,820
394.3087,1.28,976,726,274,1955,1,1913
702.5384,1.73,6501,6261,5558,37213,31731,38327
275.1123,8.77,29004,28199,23226,11268,7745,6430
756.5439,1.73,44792,45215,42148,92160,96550,90604
565.7838,8.46,1,1,1,4989,33087,4643
418.2184,1.34,23996,18819,11916,14562,26416,16237
255.9206,8.46,19637,23263,23359,11115,9456,35408
204.075,8.77,28842,25196,21207,8361,13114,5450
282.256,1.47,21177,46120,72472,19426,89897,85237
557.1712,8.36,30739,27764,16206,11332,10612,5865
310.0906,8.39,50266,41765,45965,1,1,1
254.0574,8.38,24656,25310,20274,11420,14536,8643
295.0759,7.68,23446,28938,23786,19380,30404,19278
738.5969,1.73,1,3458,1,42647,42960,41948
430.2025,1.3,16425,18856,14184,15010,19148,12448
486.0315,1.3,5543,81081,5233,3720,48450,2715
921.6457,1.72,44584,36646,40578,20213,21935,19493
330.8649,1.44,2620,237,1,1,147,29192
707.644,1.23,124407,126590,112179,26397,28055,32315
198.1617,1.35,22012,23166,19405,8545,14104,9207
422.211,1.34,17012,10349,9309,15191,20654,15724
537.1029,8.4,24611,26707,25346,1,1,2840
273.0943,8.02,22659,26324,22679,12308,20328,10377
863.6302,5.77,8748,9532,1,35718,54354,47318
362.1457,8.02,28682,29619,26053,7470,10807,3406
417.0454,8.4,1,627,1,15987,33213,24488
810.1591,8.88,33714,39816,31240,1,493,1
262.0801,8.01,15668,17308,21353,9052,12780,2625
936.1257,8.1,40370,41541,33967,5486,5331,2491
177.0546,7.98,451,1016,1688,36870,230267,21894
339.9374,6.82,25840,27252,24722,15686,37263,8803
335.1436,7.32,1,724,1,23791,15314,11567
282.2563,1.29,511118,521021,521250,407981,470959,534235
811.5013,1.74,30384,29608,34285,17668,20445,18794
335.1327,8.71,25641,23447,22467,8615,12687,6663
405.1118,8.05,23892,10747,20587,29689,24307,23740
1551.085,1.73,1,107117,1,1,1,1
472.1599,8.1,37214,37882,38561,8747,13125,3847
964.066,7.14,133589,153871,168610,147410,245514,214655
516.778,1.44,630,1,1,1,1,37752
823.5441,1.74,31541,25535,26600,20548,23033,19240
447.0345,8.18,23670,23244,21823,708,1,1
833.5222,1.74,21223,36506,31019,23254,26255,26342
291.9114,5.41,23895,29625,23814,29704,22764,25517
458.233,1.29,16920,16630,15912,16866,23294,14768
1088.4331,7.98,20997,19953,19788,29548,35497,20421
273.1069,7.76,1,22450,22361,1,22762,13106
396.3962,1.25,13078,4260,16115,13918,17641,16909
555.3527,1.75,24351,25433,25153,3373,5523,4159
438.297,1.28,20485,23801,26661,10870,12078,16126
626.1549,8.39,1702,1,1,24090,17461,13513
384.7402,1.44,147,1,1,1,1,35650
290.0749,8.52,30949,23924,25248,15057,14250,5594
236.1782,1.4,21441,20385,21851,16874,19636,25394
897.6391,1.72,35815,41266,42893,57168,62064,59437
589.0819,9.15,22925,24445,25954,1,1,437
1910.1167,7.14,30594,29854,1,27767,34900,1
607.0804,7.17,27252,29688,22900,9141,17296,3265
701.1509,8.18,650,1,429,57378,81336,44729
646.4562,1.74,33116,33806,27684,6947,5931,5814
348.1578,1.3,2397,1777,2472,762,238,240
501.2863,1.8,14675,29500,27863,27904,19674,32417
691.4417,1.73,32159,25786,24871,12406,11352,11070
529.2803,1.73,24937,24547,26639,25935,25413,25120
262.0097,9.07,35540,29850,26243,24611,25983,25495
420.2449,1.31,18200,15087,24500,16716,21856,16300
262.8999,5.89,13103,52196,8867,36536,19618,10533
218.0375,6.74,1,1,76227,21382,1,20045
891.5868,5.67,14151,22536,69391,1,1,1
410.1157,1.33,26248,22949,18914,22645,27652,26213
320.0458,9.02,13037,24850,22606,2962,16646,3253
733.4969,1.75,69308,95629,63813,14395,16985,16812
548.1293,8.84,23731,22415,16624,2228,2633,1066
1519.1722,1.62,43774,52684,69570,1,1,1
288.2762,1.29,1,1,1,24985,22188,26728
582.1098,1.22,1963,1,1,5401,12293,15850
607.3841,1.73,32194,29826,29308,14265,15041,12692
665.3136,1.17,1740,4293,9688,10318,23603,7878
369.9257,8.31,22985,14775,9726,8828,16423,16237
282.2566,1.31,516548,565926,501428,37004,105180,512726
220.8526,5.85,75423,33263,8059,20353,41446,28145
923.3969,7.98,1,1,1,21368,28511,14510
287.0945,7.04,24977,26296,2649,30465,32234,31863
910.558,5.62,349531,338764,316376,83080,47557,22131
855.1082,7.1,23799,28696,25153,17723,33206,17164
490.1917,8.37,6983,6491,5420,8214,4919,5802
1583.1863,1.73,1,1,1,36496,33531,34405
782.5691,1.48,1517,1,1,27255,24965,26369
776.9229,7.14,35149,37144,1,35811,45929,40709
211.9385,5.63,79457,6090,57449,55169,20299,22495
551.9044,6.82,22735,22135,20545,13340,27173,10748
923.6607,1.72,28996,29900,33151,21912,22472,20221
270.2559,1.29,20698,24075,18242,20975,27289,22600
663.4079,1.73,23344,23251,24733,10679,11737,16652
474.2897,1.23,186062,133104,132725,135920,22429,127187
339.0733,9.19,21509,18632,20653,16074,24819,20143
410.0822,8.4,13644,16598,10050,34786,17325,29708
651.5033,1.24,27611,26714,17352,5615,7401,8259
743.5094,1.5,23011,22411,24231,3586,6442,7096
694.4722,1.73,27193,26470,26188,8110,8940,10643
286.1333,1.74,19336,21289,19170,18314,18849,17208
335.2308,1.38,1,1,1,1,913,1
1046.0298,7.17,1,1,60594,1,1,1
869.6939,1.51,26130,33220,36651,1,1,1
492.1258,7.97,39814,35272,24284,19648,10481,4931
525.0777,7.17,24747,26611,24678,15056,13431,9672
221.0536,8.03,14832,14989,10807,4796,5239,1
357.1109,9.01,21328,22313,22230,1653,1419,1
297.0897,1.74,12476,13950,16121,305,1,651
649.396,1.73,29614,28070,25103,12153,12182,12146
569.2122,8.37,33859,32145,24450,13390,9374,11186
718.4805,1.73,25620,23328,25032,17694,1,20065
220.8533,5.32,20845,14822,1,12029,16206,12450
214.0632,1.42,16945,12710,17495,13746,16713,16095
630.318,1.27,16839,19969,18617,11932,16108,20823
131.0583,7.89,19362,22324,16858,1682,3596,213
342.1171,8.32,11317,16553,12809,12387,10375,10220
527.1026,8.18,1,1,1,18570,16717,22142
340.334,1.26,23169,22000,17529,25451,35819,20372
663.2844,7.97,896,240,1,33931,43573,21339
316.8408,5.3,18625,19266,16982,17019,16987,9633
584.1032,8.13,18394,23294,15428,1,1957,2242
295.1011,6.57,14020,18296,17758,12311,17989,11812
651.4113,1.73,26486,23918,21782,11572,16352,17889
1822.1551,7.14,39706,42231,36837,41557,46702,31355
882.2068,8.1,22465,24344,21784,2974,1,1
285.1057,8.03,23628,19814,17285,14260,13675,14250
292.091,8.41,10032,8928,4539,10851,2848,3063
308.2717,1.28,22555,26128,22371,20813,21190,15263
262.0799,8.99,18201,8383,6501,3108,10070,6960
399.1272,7.96,16268,15974,26945,42065,18798,19336
386.2436,1.29,8071,10542,14992,12002,17432,20990
264.8971,5.9,26528,27239,20885,7380,3721,8518
557.1713,8.23,24660,36016,26647,4450,14264,3571
693.3464,1.17,909,2996,5493,7465,9920,5187
189.0637,7.89,16550,12949,14063,2758,3224,441
304.0909,8.56,480532,6889,18217,173827,6301,3406
657.954,1.15,2047,2222,3231,2205,1,1673
661.4314,1.73,20775,18432,17722,12696,9879,11736
335.0567,7.64,10475,10316,18382,1859,8259,1896
631.9083,6.81,26824,29146,29512,20325,23517,12576
689.1761,8.18,109630,126994,66807,20296,18143,14572
190.059,8.84,16978,14587,16000,7862,8728,2924
686.487,1.43,12760,16481,12591,4102,6505,8882
430.0642,8.69,22935,23100,24419,7918,8870,8223
945.0621,7.15,1,1,1,1,1,21939
746.6214,1.73,7829,9780,7915,20657,20897,22556
331.9264,5.53,18384,29705,14282,10257,9312,5920
1547.2507,1.72,1,1,1,1,1,33306
867.5711,5.72,1,1901,3319,226688,352985,339755
1595.1839,1.72,33352,1,1,1,1,1
447.1585,8.04,21096,22235,20196,19577,20163,20619
1625.0788,1.74,59985,60717,57844,33153,37390,34300
815.5559,5.52,1,1,1,80988,52868,49005
434.3393,1.41,25224,16752,22819,9985,24775,22355
311.1582,6.57,22843,20663,18450,14256,14061,9443
262.9,5.4,3778,11101,6496,7778,1,1
772.5171,1.73,33883,36082,32272,19447,22838,16679
644.98,8.41,10295,25041,9313,8894,13583,15710
833.5395,1.73,14153,17700,13800,17802,24906,19705
834.3385,7.98,1,1,1,27261,28955,26371
434.3384,1.31,46430,25595,21996,13443,20010,16354
1787.1545,1.75,1,1,1,1,71166,1
254.1525,1.49,2967,3934,5819,5332,3697,1910
342.1014,7.77,12645,15415,19409,11067,10795,5752
686.0035,9.07,27361,24889,27039,1515,1,1
660.4717,1.45,26300,32751,25283,3885,7480,13359
232.1062,8.38,15652,16313,13711,6744,8038,6627
1583.214,1.73,1,1,1,33814,26162,28438
707.0087,8.88,17511,15182,24048,1,1,1
556.2814,1.73,24200,21005,21866,14364,12654,11978
431.1646,7.76,10716,11011,9373,2529,1139,1
959.9835,7.12,1,1,1,1,1,1
711.4834,1.73,24421,22366,19527,9214,6161,6077
426.2632,1.32,590,398,1,652,766,1038
891.587,1.75,58858,44361,87359,140807,126252,137312
446.1953,1.34,14525,16086,14342,13172,14720,12111
245.0238,8.41,127108,133681,139631,88246,129770,57053
635.379,1.73,15629,14901,16784,9040,10118,12038
288.0911,1.73,1,1,18694,556,19513,13845
137.8988,5.68,1,30697,125788,111729,111549,113843
474.3052,1.24,1,1,56559,1,1,1
542.1206,8.4,1,1,512,10347,9761,8805
446.207,1.34,6281,4486,3702,5057,5421,3191
890.5603,1.75,7200,22754,19810,41419,184790,186490
363.0801,7.05,1,4930,1,1,45178,10555
455.1674,8.34,17129,21012,19087,22535,15770,10283
884.5422,1.87,101572,1,111996,1,17888,2719
760.5894,1.73,1,1,1,1,1,1
1747.0607,1.43,1,1,1,1,33384,25243
219.9786,8.43,1892,1640,9904,11394,25752,6772
220.8525,5.68,6004,1,25546,6410,1968,9694
1659.0271,1.73,36686,28691,35769,1,12731,21497
571.4738,1.25,17726,21247,18352,8208,10339,10712
637.3958,1.73,17459,13247,15395,7577,9063,8255
404.8764,5.31,11438,13912,16146,13747,12000,14755
623.3792,1.73,16147,19216,14774,8654,9688,9257
661.4687,1.73,19838,18825,17424,3675,4085,3108
329.172,8.78,7780,5949,13957,6883,12418,3983
310.1784,1.49,9636,4686,9897,7795,9225,5694
390.1325,8.18,6862,1499,2723,3004,2035,8653
581.1313,8.39,21554,20510,17384,1855,2044,1
917.603,1.75,14461,15121,7774,85390,68455,56749
843.5573,5.77,2095,1397,623,49001,89946,37544
410.2428,1.3,12043,12377,13161,17488,16547,22544
665.4249,1.73,50181,62818,41102,13649,14028,18106
254.8342,5.33,13724,1,9338,10100,6006,9464
294.0558,6.93,58003,1331,49146,64063,112607,38619
490.2193,1.37,1,1,157,1084,1,1
615.5931,1.24,1,1,1,16775,24658,19847
670.1585,8.1,262,1,434,13767,18228,5778
1075.0567,7.14,59398,63322,1,1,64523,37666
636.421,1.18,1453,1834,2753,1655,1846,1582
583.3841,1.74,1,2211,2848,1,4812,3839
281.0323,8.62,9658,1,2523,10186,2929,1
256.0798,6.85,9686,9933,10764,11133,8860,7299
388.3341,1.26,14222,16241,19436,8334,8963,10880
368.1546,7.23,30751,26356,27105,26196,35324,20351
366.1241,7.68,10271,11686,12098,7653,6994,4314
859.5385,5.68,211109,202905,213108,52196,73426,52871
448.141,1.74,4447,7422,9670,10727,7377,8786
898.5776,1.74,29361,30129,1,1,1,1
599.1773,8.09,16213,14775,19839,1,716,1
636.4172,1.18,4382,6727,9490,9735,12031,15170
196.1466,1.44,10880,11515,8851,8496,11231,12682
520.1569,1.74,1,1,1,1,1,174
1507.1232,1.73,1,9656,1,1,1,1
746.627,1.73,6814,9265,6688,19880,20855,20531
880.5649,7.15,41577,41084,1,1,1,1
250.1567,1.34,18353,8364,11709,5914,1,757
679.4037,1.73,17483,16389,15387,3877,8453,12447
226.1932,1.32,13670,13842,12085,4657,10291,5812
335.1355,7.04,13337,14560,8145,1330,10382,8959
293.0786,7.95,12206,1,1,7335,19681,25791
605.37,1.73,10788,8575,12642,5711,5334,4692
924.2517,8.09,11520,12391,9058,1282,1,1
579.3547,1.73,18790,19477,19114,16834,16091,11424
701.2266,8.18,30089,29378,36244,5867,2043,4464
474.2903,1.71,120809,87201,22907,28778,16981,27657
811.5023,1.73,26964,26228,29892,14282,16457,18590
480.3804,1.25,14809,17669,16325,9372,12028,12669
766.5761,1.74,1,1,1,1,1,1
996.3773,7.96,20367,16650,22304,6140,7954,4039
284.1712,6.57,13727,11846,14823,6236,11580,3756
417.0528,8.4,1,1352,1,6695,8651,6874
340.3286,1.27,1,1,1,1,1,1
174.1252,1.74,4823,4382,7558,5371,2208,4911
303.1083,8.37,5252,3222,5623,4643,3651,6096
607.3455,1.73,16585,15415,14790,10310,11436,11703
1503.1702,1.73,1,5657,4470,1,51937,1
302.8703,5.89,10103,6254,9979,11418,1090,8593
598.4932,1.25,14235,20069,17060,7794,9366,9943
831.5873,1.73,1,1,1,1,29485,1
785.4806,1.73,14144,12527,14095,1,8231,1
1579.1083,5.71,1,1,1,16802,1,1
651.3736,1.74,14387,12844,12440,4788,7440,7747
1537.2703,1.73,1,1,1,1,27926,28356
1046.0313,7.11,1,17205,50949,17877,26839,1
434.339,1.49,17279,15972,18312,12155,21580,20413
326.3182,1.25,10274,10506,7973,11618,10507,10881
318.0869,8.38,12497,11741,1,10372,9018,9946
390.134,8.02,1755,2123,1,1,1287,1
388.0326,7.45,1,1,1,1,1,1
297.1436,7.08,9740,6651,10812,4775,8504,2881
677.4264,1.73,13052,14770,12971,5825,7849,11796
628.1615,8.39,1,1,1,10431,8074,6998
872.5472,1.44,1,1,1,1,1,1
666.364,1.49,7419,9354,3743,10239,10245,6976
485.1785,7.99,5199,23568,31861,10694,19133,16709
236.2352,1.32,1,1,345,8369,7032,11150
600.328,6.31,11338,15680,12329,3589,6863,1
697.0968,7.13,1,1,1,42886,1,1
390.1332,8.24,10391,11363,11073,16758,13171,12908
478.3675,1.25,10753,11340,13702,14636,11805,16818
359.1421,7.75,8852,8493,7259,214,1615,1
282.1151,6.95,5782,9204,2103,5547,7949,1
406.8716,5.32,9523,7118,7701,7695,5397,2688
689.0949,7.1,1,1,1,1,30766,1
484.2802,1.74,7401,6406,9741,1152,457,1221
927.6103,1.72,24660,8534,5800,2420,1099,33658
619.3848,1.73,8497,9766,8247,5961,7105,6639
