Mass (avg),RT (avg),25mM LG_unlabeled254,25mM LG_unlabeled263,25mM LG_unlabeled266,25mM LG_13C-labeled262,25mM LG_13C-labeled264,25mM LG_13C-labeled272
273.1059,6.32,14709,16981,10071,21250,48350,13004
837.5469,5.44,366544,88078,71084,178815,181626,3237
331.9262,5.49,1,25828,16190,29830,17066,13300
321.0698,8.94,22947,35965,30364,7917,2703,1
231.0769,6.19,50286,23988,58268,47909,27179,31697
445.8264,8.47,26784,24683,30787,40256,13599,64332
1507.0632,1.73,43782,30587,30890,55461,53060,1403
754.5419,1.73,1,1,1,211737,194281,1070
329.0501,8.28,1025,7266,1879,327525,396656,21256
1004.043,7.14,248703,278494,255939,271261,257890,242163
773.1031,7.1,43368,48344,53873,33570,39238,1
735.4861,1.73,37734,33575,34950,10301,11487,1
1085.1553,8.17,55854,60825,61941,643,1,1
368.1598,7.15,31788,30724,1984,7953,27300,39617
282.2559,1.46,97858,85396,77068,45099,1883,52991
538.0381,8.4,14550,9663,11519,19779,18932,33637
317.1544,7.68,37800,44956,52500,24716,34009,1
746.5112,1.49,52030,52929,56172,1,1,1
1537.2224,1.71,1,1,1,1,1,1
1549.2289,1.73,1,1,1,74285,67083,1
211.9379,5.65,88600,114789,64684,64647,70042,21175
139.0385,5.41,34803,56537,35213,1158,13919,16138
530.0534,8.25,43357,34370,37912,15332,22815,1
754.5816,1.73,1,3088,3661,225906,217096,1
339.2774,1.24,31665,42496,34137,19294,17409,1
284.1213,7.68,39927,37229,42479,15417,25779,1
122.0368,1.38,18635,18934,1,26693,21617,10524
681.4206,1.73,40627,43502,34348,5867,11732,1785
220.8529,5.34,14102,16156,7732,8667,18461,17196
2010.0998,7.16,71853,42568,70500,72465,72251,75877
368.1604,7.09,28554,34531,20107,24731,25924,20373
214.9392,1.43,5557,40476,3737,9522,4657,3591
878.6306,1.73,1222,2357,1,60511,62371,1
880.551,7.14,47617,54610,51234,47000,52249,34772
399.1266,7.99,51301,29453,53050,41438,6848,1
945.0465,7.17,64167,70531,79418,41153,59497,4991
334.0985,1.76,37793,34592,38802,22299,28944,1
262.0106,8.66,19338,18140,15254,18475,24474,26158
737.5206,2.21,11079,17826,23059,610,1,1
771.5538,5.63,1,1,1,75376,72954,1
139.0383,7.04,14150,24601,29605,22540,11046,26151
713.4995,1.73,61491,54349,50350,18996,17228,1
737.5348,1.73,2239,2872,3701,47001,42141,1
1501.123,1.73,22992,25190,24942,85654,85842,2328
633.4016,1.73,54763,58934,56477,21607,17939,1
229.072,6.77,19899,36786,36898,17389,25515,1
636.1488,8.41,66320,53005,49727,58805,72254,246
691.0995,7.1,43121,45825,44684,31126,42677,973
636.1389,8.39,1,1,1,59206,1,972
2156.1061,7.14,86842,98559,88090,95244,93174,81554
667.1498,8.1,49924,59721,58799,8377,12117,1
281.9598,1.17,8846,5603,5571,2851,6946,9477
1541.128,1.73,95271,95646,101673,1,1,1
382.2372,1.3,3082,11945,6128,4370,2687,741
308.0811,9.56,1,1,15677,122734,133062,873
820.6611,1.73,20409,20432,22864,54578,45465,1276
144.0291,7.27,1,1,1,1,37318,21120
372.1116,5.67,58047,35533,13292,50790,104848,59207
298.876,5.89,35985,47607,48110,8880,29130,23726
1068.0174,7.16,46816,41880,27355,31493,25566,51599
582.039,9.54,122945,126252,122597,16602,20905,1
321.0696,8.97,30785,35248,57173,6274,3676,1
1029.2417,8.75,26261,32627,40648,1981,2119,1
518.7755,1.44,200,47827,1,1,1,1
117.9417,1.44,10645,108253,6810,8950,7102,1062
683.5968,1.24,52899,52232,55439,12745,9674,411
271.0993,7.29,7503,38226,21717,18318,27672,29665
412.0288,8.39,37561,29503,32188,1,1021,1
577.2369,7.98,790,1,651,45777,49377,1
891.5776,1.75,42420,44203,41474,323340,290946,1039
874.5487,1.43,1,1,1,53494,52881,1
499.9606,9.06,7094,9683,13499,14882,14697,26335
251.1525,1.22,34041,13319,22155,19533,16013,6073
703.5114,1.73,44339,48848,46829,29645,30214,1
448.022,7.14,40757,42828,36216,38782,36343,33045
735.4742,1.73,39222,42530,1,1,13194,459
1731.1465,5.73,154763,151096,152217,130046,107623,1
904.0146,7.17,26812,32281,37488,27033,40500,40226
323.0883,6.18,28638,31490,16231,46784,40590,47370
215.0558,8.21,51168,44637,39551,1,8421,1
927.6229,1.74,20130,12473,2813,60821,53637,683
796.5129,1.73,49821,52849,50792,18784,1,1
62.0257,7.46,1,1,1,1,1,1
740.602,1.73,1,3933,4444,42260,42938,1
139.9925,7.97,24021,23033,18264,29002,23288,1
157.0351,7.84,30456,34945,27425,20651,20374,1
287.9329,6.68,1,1,1,1,536,1
856.2123,8.75,1,1,238,57989,70042,1
748.524,1.49,43925,40465,40787,12747,10064,1
154.0492,5.44,13210,22945,57311,19589,88005,14014
556.9565,8.43,51380,44234,49454,445,13897,1
206.9825,6.2,23613,15395,27075,4011,43473,17471
688.5019,1.43,35566,29951,52238,9443,11129,1
779.5445,1.75,40624,1,1,1,1,1
666.4108,1.73,38717,39548,35756,1,1,1
139.9923,8.38,1,13977,7141,3879,6723,10582
240.0674,1.43,1,1,1,6046,1,1
666.1515,8.26,70286,61638,72808,3143,4680,1
253.0234,1.73,13789,18734,12758,20035,15250,7587
808.5092,1.87,7921,4650,4522,9772,1,1
339.2765,2.28,28604,9514,34960,16347,51679,13116
801.5523,1.74,42228,41249,41694,1,28604,1
225.876,5.9,43006,4938,43691,11880,45670,43440
345.1416,6.51,32530,40611,35582,25266,31176,1
533.9308,6.81,24335,30410,31965,21687,25463,879
194.1156,1.74,4137,728,5001,356,1263,6081
300.2092,1.3,10901,8661,21773,7120,5642,10622
169.9888,8.42,23612,28908,16837,26548,36866,1542
453.9265,6.81,18228,22948,28699,10747,20024,240
298.0539,1.29,108967,51796,124367,16998,56952,13281
575.4881,1.25,34444,35281,41856,13027,10789,1
380.2591,1.29,49987,26551,45477,27333,22385,30291
792.4933,1.48,45363,44322,45567,6674,6163,1
647.8818,6.81,20232,23794,33333,14542,17866,1
410.8217,5.71,48711,25267,9169,12909,38458,1
546.077,8.75,1,1,1,26778,31603,1
613.0741,7.14,105480,87561,94293,74228,83579,1
270.2664,1.31,1,1,1,1,1,1
196.1096,1.34,588,189,1,256,1,1
878.646,1.72,2817,1,3287,1,1,1
287.9452,6.71,1,1,1,1,1,545
1547.2174,1.73,1,1,1,52012,46467,1
287.9189,5.41,37360,32270,18440,13792,28808,24398
312.1054,8.38,21605,23052,24755,1,1,17378
295.0191,7.76,35178,30450,30736,20353,30961,1
635.4151,1.73,33928,37874,40102,25098,20954,1
186.094,7.24,106673,143609,160701,100934,156034,35722
820.6671,1.73,19762,18737,19827,46637,44822,314
890.5891,5.68,143475,86794,123733,1,1,1
297.0591,8.1,52227,50284,50996,29108,29334,1
316.0756,1.26,17890,2119,16953,7580,2426,3638
828.3252,7.97,48819,44666,49067,14784,18099,1
1011.0813,8.88,39871,32577,27150,1,1,1
1579.1045,5.68,29294,5034,1,15387,26983,1
394.1799,1.37,37018,20525,29676,26794,25556,18644
941.3642,7.14,30911,36239,33634,1,35678,26542
668.1258,8.75,1,1,1,42632,48577,1
819.5477,5.81,1,830,1,22338,24593,1
697.0827,7.14,88642,89618,86769,94604,88170,100807
834.5277,5.76,198466,190314,42196,9058,7323,1171
318.8375,5.91,15682,31591,18758,14463,30288,19619
1507.0819,1.73,26895,17782,18651,49661,47745,1325
404.0681,8.42,143059,156510,174972,128110,160306,361
775.5361,5.62,98027,76395,75814,34851,30629,733
431.8422,1.44,1538,44857,1,1,1,567
446.0391,9.24,27996,36337,31556,9568,14916,1
823.5323,1.73,29094,33254,29645,20596,20435,1
130.0629,2.29,58551,1468,2896,3498,1,1632
870.5366,1.44,71975,69145,64734,45124,39164,1
837.553,5.44,209660,217411,215128,135492,253547,1674
273.0963,8.42,27725,34513,34169,10962,20558,1
364.2582,1.3,44076,37376,46928,34922,27449,5742
271.0999,7.04,28247,35273,18021,28093,30851,35726
689.1321,8.1,33713,42238,38555,8334,9838,1
809.9532,9.68,4223,5119,10029,7237,7476,2629
1455.1228,1.73,1,1,1,88730,80474,1
394.3787,1.24,1,1,1,5915,1,1
691.9781,9.68,4156,3286,3286,5273,1,2338
287.9577,6.71,1,1,4324,1,1,1
352.0606,8.39,1,485,1,10403,13034,1526
782.6391,1.73,1,1,1,39101,40078,1
349.8766,1.44,12908,6831,9247,18423,11324,3249
742.6131,1.73,1,1,21612,42144,42755,1
551.2892,1.27,41828,51273,40737,34237,37191,1
964.0268,7.17,1,42593,57178,26644,26355,37731
222.1618,1.25,26413,19945,31497,5680,16817,1076
461.1751,7.77,36380,36423,34659,24772,33849,1
320.0341,9.03,30807,35705,34927,14545,22720,1
915.5844,1.75,47002,47059,50287,115855,109908,9362
689.0837,7.17,38000,36304,36919,15503,20279,1
829.5096,1.73,39889,46909,48665,23411,23896,1
227.0819,6.68,27400,25530,21317,14691,28464,1
448.2783,1.29,49069,23516,38387,31411,25630,18802
291.9111,5.65,48538,17178,51560,43026,44128,34910
338.318,1.27,34914,35343,40124,17197,15322,1683
262.0802,8.38,27667,27621,29938,10913,17259,1
290.0948,1.27,26178,23193,27668,30529,25516,21771
1068.0316,7.15,1,1,38522,1,1,23377
441.3087,1.27,1,1,2590,22301,27181,589
1003.5602,7.14,126260,155125,128566,141069,124302,100447
269.1113,7.63,19015,37095,25153,6178,5674,272
361.0943,8.12,30026,32131,26815,10050,13293,1
347.074,8.17,496643,528375,640008,14539,17676,3973
659.1644,8.39,1,1,477,28810,32668,1
367.8926,5.65,15076,31834,6505,30168,22430,18857
295.1039,7.57,29998,30171,37258,17073,25310,1
167.024,5.37,1,1,1,1,9331,896
222.8498,5.88,37875,19212,19124,44634,18970,26752
510.297,1.74,39896,33229,35200,6093,7060,1
169.0323,5.58,1,1,1,3246,31637,1
864.6764,1.72,1,1161,1,46844,51103,1
670.0519,8.26,25396,33069,35877,1,403,1
394.3087,1.28,1,1,1,3492,2957,621
702.5384,1.73,5498,1,6595,37322,34947,1
275.1123,8.77,30142,23188,26405,9503,12639,1
756.5439,1.73,45049,39459,42380,96901,86052,1336
565.7838,8.46,15865,21664,24518,883,1370,35713
418.2184,1.34,35563,19725,34583,23171,23734,22417
255.9206,8.46,30522,8067,12145,3719,33103,38768
204.075,8.77,31443,32581,34196,7404,14275,1
282.256,1.47,71399,85132,95917,92834,1964,52991
557.1712,8.36,20204,18379,30422,11459,13851,1
310.0906,8.39,54351,56835,58459,1,1,39144
254.0574,8.38,27033,28673,27916,11843,14330,1
295.0759,7.68,28556,25095,29614,20972,20706,1
738.5969,1.73,2314,3054,3436,46457,41561,1
430.2025,1.3,28897,20349,32209,16856,14871,13886
486.0315,1.3,2149,968,1370,3155,11700,68256
921.6457,1.72,43434,39481,40168,21096,13497,266
330.8649,1.44,241,23567,1,1,1,1
707.644,1.23,113859,117203,53686,31503,29690,1652
198.1617,1.35,19916,25955,23165,7305,8929,1
422.211,1.34,35613,12240,23536,14676,13639,23885
537.1029,8.4,26476,16946,25782,281,1723,1
273.0943,8.02,14643,23889,27425,9586,11363,1
863.6302,5.77,5687,10341,8348,41281,37765,1
362.1457,8.02,20682,29224,23918,10083,13217,1
417.0454,8.4,1,1,219,21081,19133,1
810.1591,8.88,36517,33109,34136,1,732,1
262.0801,8.01,19808,18100,25434,3862,10678,1
936.1257,8.1,40764,33846,34916,4550,3595,1
177.0546,7.98,979,944,184,9892,52262,17184
339.9374,6.82,18957,26552,27055,5948,15462,1455
335.1436,7.32,1392,1,1,24584,31418,1
282.2563,1.29,638066,567610,699957,426543,481821,46063
811.5013,1.74,33077,38322,34921,19923,20569,446
335.1327,8.71,27475,21826,22918,11793,13910,1
405.1118,8.05,16802,15826,20188,11047,13213,2383
1551.085,1.73,104406,100475,103797,1,1,1
472.1599,8.1,35811,41691,41073,6829,12810,1
964.066,7.14,158883,162209,158335,165726,146347,113324
516.778,1.44,1,30812,1,1,1,1
823.5441,1.74,24881,26789,27478,22997,20050,926
447.0345,8.18,18051,21807,24525,1,1,1
833.5222,1.74,40875,33750,34637,39443,1,1
291.9114,5.41,28306,30520,17746,28071,28559,25051
458.233,1.29,30983,17829,33809,14463,15610,17271
1088.4331,7.98,20745,21343,23402,29256,39344,1
273.1069,7.76,25707,24884,21857,1,1,1
396.3962,1.25,13997,15291,8806,10927,17597,3166
555.3527,1.75,19296,15474,26639,6073,5444,23529
438.297,1.28,29130,30704,29842,14288,13517,1
626.1549,8.39,817,1215,1,27095,37969,1
384.7402,1.44,1,23853,1,1,1,1
290.0749,8.52,20818,16741,24257,16621,16280,1
236.1782,1.4,22925,28564,22515,23562,27608,1
897.6391,1.72,50573,46529,51235,57841,58460,1
589.0819,9.15,29436,25402,23545,1,1,1
1910.1167,7.14,8702,24256,31232,31703,27398,28321
607.0804,7.17,28286,27693,33655,14118,13119,1
701.1509,8.18,1,1,307,30892,47688,1
646.4562,1.74,32725,32469,29541,1,6423,332
348.1578,1.3,1676,7787,1,1525,2724,1046
501.2863,1.8,30689,19220,21047,18694,32137,1
691.4417,1.73,23903,30622,27153,13108,11250,1
529.2803,1.73,26954,28532,30386,26688,30727,1
262.0097,9.07,28142,31623,26087,29402,27832,8830
420.2449,1.31,37862,22823,35912,13590,23329,18670
262.8999,5.89,32423,14145,25933,26482,7182,13140
218.0375,6.74,1,52574,22162,1,1,1
891.5868,5.67,56430,63604,61370,1,1,1
410.1157,1.33,29711,26150,22688,24780,14662,23725
320.0458,9.02,18202,20343,32682,7915,17071,1231
733.4969,1.75,67177,71115,66582,14002,13651,980
548.1293,8.84,18837,17047,21082,1,1354,636
1519.1722,1.62,68953,1,1,1,1,1
288.2762,1.29,1,1,1,20347,18786,1
582.1098,1.22,27036,10902,23538,1053,8924,4103
607.3841,1.73,37627,29644,34257,13077,13894,1
665.3136,1.17,5754,11584,9563,13446,14871,3551
369.9257,8.31,13552,10573,11705,17333,15000,5748
282.2566,1.31,638066,72576,681746,389386,39472,43556
220.8526,5.85,20592,45369,48005,27955,61329,72306
923.3969,7.98,238,1,1,26688,32401,1
287.0945,7.04,30917,36527,9808,32262,21845,23463
910.558,5.62,53866,271409,297645,15694,50113,4695
855.1082,7.1,27739,28254,30175,17238,23764,1
490.1917,8.37,6243,6510,5821,8272,8145,26894
1583.1863,1.73,1,1,1,1,1,1
782.5691,1.48,1,1,1,24428,24634,1
776.9229,7.14,37293,38119,19142,33470,1,29233
211.9385,5.63,61578,7882,111279,58293,61195,62806
551.9044,6.82,11039,15037,19320,4960,9697,1
923.6607,1.72,35438,33444,34811,23474,1,1
270.2559,1.29,24691,21912,23022,14798,20142,7382
663.4079,1.73,22527,21673,22714,9773,11773,1
474.2897,1.23,164366,139607,135861,426881,161198,56614
339.0733,9.19,18749,21697,20883,17327,16488,1
410.0822,8.4,18087,12870,9193,30245,29272,11717
651.5033,1.24,21032,19340,21672,3230,6212,644
743.5094,1.5,23304,26682,21622,7389,6912,1
694.4722,1.73,30006,26447,27703,1,1,1
286.1333,1.74,21646,16960,18495,18101,4150,16612
335.2308,1.38,1,1,1,1,1,10692
1046.0298,7.17,1,1,33983,1,1,58251
869.6939,1.51,31530,29922,38628,1,1861,1
492.1258,7.97,33967,9983,17722,18978,16624,306
525.0777,7.17,28339,25122,31670,13425,16598,1
221.0536,8.03,16015,11173,12561,1,6283,1
357.1109,9.01,22428,25394,29558,454,1,1
297.0897,1.74,14875,15909,17785,1148,449,1
649.396,1.73,36127,31571,31990,12053,9082,1
569.2122,8.37,28545,29486,28584,15382,15548,526
718.4805,1.73,23397,25972,25735,17838,19790,1
220.8533,5.32,12793,16161,12626,1,1,18105
214.0632,1.42,12664,18303,16059,19698,13708,19948
630.318,1.27,21374,11467,15596,12779,17226,1
131.0583,7.89,22405,14961,17889,3544,3115,1
342.1171,8.32,4812,16141,6680,11597,14463,12291
527.1026,8.18,1,1,1,19427,21762,1
340.334,1.26,26794,21434,33787,21900,24879,13399
663.2844,7.97,418,1126,1,40523,47683,1
316.8408,5.3,14099,16965,15552,16259,15451,14376
584.1032,8.13,20642,14456,17063,968,1,1
295.1011,6.57,19013,19498,16509,12128,17935,1
651.4113,1.73,23852,25221,23510,14248,16473,1
1822.1551,7.14,46033,44477,44635,49100,42659,42048
882.2068,8.1,27368,31052,33459,1864,1502,1
285.1057,8.03,17495,10507,15015,11731,11685,513
292.091,8.41,9911,4086,4917,9681,5926,10844
308.2717,1.28,25714,23024,27098,19653,17788,1
262.0799,8.99,17698,13948,8166,9080,4384,1
399.1272,7.96,43343,21060,38058,15991,34999,1
386.2436,1.29,13021,14581,18365,18264,20367,467
264.8971,5.9,15037,17408,17381,15882,8163,5074
557.1713,8.23,26724,22680,25599,8315,19882,1
693.3464,1.17,2652,2951,4660,2888,5506,2660
189.0637,7.89,14445,12771,15334,3579,3650,251
304.0909,8.56,7112,1,25276,138191,1,725
657.954,1.15,2361,425,2300,3551,2997,3692
661.4314,1.73,19319,22326,22837,10133,10366,1
335.0567,7.64,16011,16617,15029,1499,4932,1
631.9083,6.81,21487,21532,10982,19618,20023,1
689.1761,8.18,125048,128663,30987,15826,15885,1009
190.059,8.84,15145,17911,17727,5690,9083,1
686.487,1.43,16986,15088,25367,4101,4918,1
430.0642,8.69,18067,19578,25951,4964,10580,1
945.0621,7.15,1,1,49667,27852,1,12804
746.6214,1.73,8574,7826,7381,22780,24586,788
331.9264,5.53,35084,25965,3325,30208,14899,2572
1547.2507,1.72,1,1,1,32396,28258,1
867.5711,5.72,17912,1197,16133,213953,207523,41666
1595.1839,1.72,34912,29138,26785,1,1,1
447.1585,8.04,18182,15829,16650,12234,17740,974
1625.0788,1.74,70521,63426,64704,35910,31663,1
815.5559,5.52,1,1,1,109470,72245,733
434.3393,1.41,21500,26945,21303,12870,14982,390
311.1582,6.57,23077,20934,18883,14385,18387,1
262.9,5.4,3673,6373,8152,7406,7418,12720
772.5171,1.73,37796,37490,33895,18731,21658,1069
644.98,8.41,10004,8625,6639,18721,7544,1
833.5395,1.73,1,1,1,30387,22425,1
834.3385,7.98,1,1,1,32155,32274,1
434.3384,1.31,20728,20305,25595,13187,18194,401
1787.1545,1.75,1,1,1,1,1,1
254.1525,1.49,2459,4302,3925,6370,3916,3667
342.1014,7.77,18284,21196,20638,9399,15252,1
686.0035,9.07,29000,31828,26840,781,1,916
660.4717,1.45,29878,18399,37982,3821,6005,1
232.1062,8.38,14304,16093,18185,8658,12475,1
1583.214,1.73,1,1,1,1,28712,1
707.0087,8.88,22249,27547,27613,827,1,1
556.2814,1.73,25894,21251,24662,15512,12609,224
431.1646,7.76,22070,20781,23240,3413,2187,1
959.9835,7.12,1,1,1,1,1,1
711.4834,1.73,19789,24426,22577,6397,5784,1
426.2632,1.32,1,7662,418,2714,1,730
891.587,1.75,21224,48626,59188,140903,129726,1909
446.1953,1.34,15019,16213,18485,17200,15494,13084
245.0238,8.41,152489,100267,123461,78936,89687,8413
635.379,1.73,20175,18052,17543,8383,9794,1
288.0911,1.73,1,17444,14617,18694,19960,8175
137.8988,5.68,105927,103659,8740,250157,236319,1
474.3052,1.24,1,1,1,1,45469,1
542.1206,8.4,742,1,1,8789,18010,1
446.207,1.34,1,2799,1,3096,715,3337
890.5603,1.75,23150,20071,20113,26661,204176,5445
363.0801,7.05,1,1,1,12879,56394,12168
455.1674,8.34,19846,17427,7657,10411,13424,27916
884.5422,1.87,1,1,1,1,1,1
760.5894,1.73,14169,12172,1,1,1,1
1747.0607,1.43,1,1,1,1,36942,1
219.9786,8.43,9971,12400,7508,8771,9051,12443
220.8525,5.68,53626,31313,34728,17874,31110,33001
1659.0271,1.73,38996,36443,38854,19749,20967,1
571.4738,1.25,21511,22383,21910,8929,9055,1
637.3958,1.73,15568,18353,14599,8591,5940,1
404.8764,5.31,14792,13741,15351,15078,17626,13077
623.3792,1.73,19640,18979,19051,9425,7269,1
661.4687,1.73,21908,20879,18594,3320,3710,1
329.172,8.78,14112,13185,14557,7955,14187,1
310.1784,1.49,4472,13022,10127,12229,9448,7004
390.1325,8.18,4889,1942,10145,5945,3693,18163
581.1313,8.39,12643,22274,20491,1,858,1
917.603,1.75,11650,11392,8090,70486,57886,8907
843.5573,5.77,421,408,1941,39288,46746,2167
410.2428,1.3,8354,13353,15560,18560,16867,1
665.4249,1.73,44341,17905,61044,15082,14480,512
254.8342,5.33,1,19791,1,1,8144,12314
294.0558,6.93,34045,84521,54826,60039,22846,17133
490.2193,1.37,1,1,1,1,1,1
615.5931,1.24,1,1,1,16079,16664,1
670.1585,8.1,1,1,1,12254,17710,1
1075.0567,7.14,58205,57984,57436,60595,1,54731
636.421,1.18,1243,1257,987,1375,559,1125
583.3841,1.74,4676,3539,472,4461,4591,15152
281.0323,8.62,1112,6252,18003,1,5872,2081
256.0798,6.85,10164,9532,9063,9677,8980,7773
388.3341,1.26,17410,19724,15728,8187,7419,1
368.1546,7.23,21943,24102,24565,32872,1668,39766
366.1241,7.68,11130,14344,16952,7034,11542,1
859.5385,5.68,269873,222846,169367,46601,39199,1771
448.141,1.74,2623,5452,6524,6980,6309,15135
898.5776,1.74,24269,21443,22711,1,1,1
599.1773,8.09,16740,21631,18769,1241,971,1
636.4172,1.18,2981,6773,9346,10335,13279,7816
196.1466,1.44,14810,10355,12722,12598,13544,179
520.1569,1.74,1,1,1,1,1,8179
1507.1232,1.73,1,9015,11257,1,1,1
746.627,1.73,8417,7326,6819,22916,24035,821
880.5649,7.15,41298,1,1,40671,1,32149
250.1567,1.34,1,11311,4409,9011,8139,1
679.4037,1.73,14867,17202,18276,9879,8171,1
226.1932,1.32,18129,17259,11115,3641,5318,243
335.1355,7.04,12844,12768,17978,10219,13572,1
293.0786,7.95,1,1,1,14834,7617,1
605.37,1.73,12432,10423,10922,2377,3149,1
924.2517,8.09,14493,14827,15905,2320,781,1
579.3547,1.73,20446,18557,19134,14199,13338,1
701.2266,8.18,27358,18898,33119,4456,3442,1
474.2903,1.71,21703,24772,24240,24294,20435,1
811.5023,1.73,30706,34546,32096,18291,19005,1807
480.3804,1.25,18898,16052,17331,15464,14026,249
766.5761,1.74,1,1,1,1,1,1
996.3773,7.96,15718,25355,14522,7455,9452,1
284.1712,6.57,17402,16607,14979,6567,11636,1
417.0528,8.4,1,514,1,5266,3953,1
340.3286,1.27,1,1,1,17155,18325,1
174.1252,1.74,4378,5897,7107,6774,4844,8480
303.1083,8.37,4258,6995,3252,6278,6727,18138
607.3455,1.73,17669,16965,17811,10045,10579,1
1503.1702,1.73,1,1,1,1,1,1
302.8703,5.89,22234,4948,6643,12437,12980,7678
598.4932,1.25,16389,16301,18910,9558,7570,1
831.5873,1.73,1,1,1,1,1,1
785.4806,1.73,15154,16906,16094,9544,9720,1
1579.1083,5.71,1,1,1,1,1,1
651.3736,1.74,12168,14325,14307,1,6972,1
1537.2703,1.73,1,1,1,1,1,1
1046.0313,7.11,17787,1,18559,1,1,22703
434.339,1.49,24077,12160,20450,18109,16119,1613
326.3182,1.25,13435,8136,7885,12346,13481,1302
318.0869,8.38,14120,15036,1,14857,13607,10283
390.134,8.02,1,2564,2298,1450,3532,5546
388.0326,7.45,1,1,1,1,1,1
297.1436,7.08,12329,8424,8865,2892,8660,1
677.4264,1.73,17724,13003,14470,6491,8136,1
628.1615,8.39,1,1,1,14850,16147,1
872.5472,1.44,1,1,12730,1,1,1
666.364,1.49,24506,4963,14700,13918,12825,15807
485.1785,7.99,16591,19612,25841,18471,3673,1
236.2352,1.32,1,1,1,3690,6338,1
600.328,6.31,18093,8681,13019,1122,2352,1
697.0968,7.13,1,1,1,1,1,1
390.1332,8.24,519,3373,9564,42652,9548,33438
478.3675,1.25,6812,12071,10113,8733,13622,980
359.1421,7.75,10698,10806,6493,866,3927,1
282.1151,6.95,7783,11673,9879,3179,7274,1
406.8716,5.32,2509,4451,2590,1635,5052,5217
689.0949,7.1,1,1,1,1,1,1
484.2802,1.74,8104,9953,7677,1733,166,1
927.6103,1.72,23578,10145,6176,1,39194,966
619.3848,1.73,10729,9978,9795,7021,5072,614
