Mass (avg),RT (avg),[Area] QC1-NEG,[Area] QC2-NEG,[Area] QC3-NEG,[Area] QC4-NEG,[Area] QC5-NEG
375.9137,0.32,15097,16410,15676,16868,16051
375.9976,1.61,34526,20408,22298,14487,11624
376.2246,1.52,31666,35656,16382,12991,16440
377.1365,2.44,2936,3701,2136,1531,1154
377.2328,1.58,22842,7324,18388,18456,18641
377.9101,0.32,5859,6207,5125,4880,5627
378.1048,1.32,3589,2998,2985,2830,1773
378.2402,1.57,16466,5461,12439,5140,14662
379.2481,1.65,13582,17749,18341,19573,20551
379.926,0.31,,1420,2215,2083,2545
380.1636,2.27,6684,13062,3628,248,1085
380.1647,2.23,3574,2291,8441,5076,4146
381.0102,0.3,,411,573,,
381.2642,1.69,3492,3561,3787,4466,5625
381.8213,0.38,9522,10378,11598,10876,14332
381.8567,0.32,3484,3114,3363,3124,3056
382.0384,0.5,,5375,5245,,5023
382.1809,2.5,9829,18784,17453,12136,12956
383.8175,0.41,8923,9293,10668,8565,10433
384.1597,1.44,9290,4657,9580,8646,7159
384.1967,2.93,1067,2932,2700,2299,2727
384.2144,1.48,5578,11083,10526,11622,10936
385.942,0.31,42266,41829,41854,43855,43943
386.1759,1.37,3878,5149,6463,4258,5502
386.2305,1.44,13494,12729,14028,14126,13176
386.2306,1.45,4659,13575,2601,2333,1232
386.2464,1.44,642,,4914,7512,6066
387.9466,0.31,1642,1950,1880,2741,2817
388.0322,1.6,66408,5596,57337,24468,45866
388.0325,1.63,82702,49463,42936,75507,71938
388.0345,1.62,52541,57568,58787,40226,20646
388.2227,1.83,4315,5582,5631,6504,5719
389.1626,1.75,4136,2849,2363,1792,1562
391.8777,3.47,2015,10733,12991,9528,23472
391.8873,0.32,2598,2786,3200,3228,2674
392.2192,1.46,4488,4192,2874,4957,3238
392.2199,1.51,18394,18950,21563,19323,19644
392.2912,1.74,6227,7034,6477,6180,5153
392.2922,2.01,2259,5383,8722,8095,2540
392.2931,2.08,3814,3910,3615,2463,2891
392.2938,2.03,7166,5332,6708,6012,5596
394.2344,1.51,12040,13256,11914,13896,12856
395.8979,0.3,3513,3479,3302,3130,4015
395.9835,1.76,5272,8894,7293,7691,11369
397.1545,2.39,4037,7669,6449,468,1765
397.7513,0.35,9470,7966,7683,9592,8435
398.2119,1.64,10262,11016,11177,10421,11963
399.1398,2.23,4378,5657,3791,2887,2437
399.1962,1.41,2693,4484,2964,2164,396
399.9429,1.95,2787,2593,2410,2409,2595
400.2278,1.69,3866,3317,4014,4403,3475
401.1372,2.23,3255,2573,1921,1803,1318
401.1548,2.5,8142,9654,7960,6203,6815
401.9167,0.31,5135,4553,4601,4535,3980
403.1531,2.5,5678,5810,3897,3386,3777
404.0404,0.31,1280,978,797,1084,1324
404.2177,1.66,4653,3001,4546,5705,7035
405.2469,1.34,2148,2109,2360,,981
405.7818,0.34,6548,7753,7906,6353,6306
406.0344,0.5,1513,1528,1412,1573,784
407.7804,0.34,7112,6079,6005,7082,8352
408.2141,1.48,8329,18644,17527,19377,18436
408.2862,1.59,3767,3233,4424,4220,4157
411.7391,0.41,909,3026,14019,2647,7550
411.7402,0.43,12172,4434,1248,4558,3721
412.1383,1.38,3942,2611,3876,4674,4970
412.3551,2.52,1144,4294,2331,1037,2137
412.3552,2.44,6450,1944,4526,5024,3381
413.8139,0.33,5143,5042,5267,5728,5242
414.2073,1.49,9678,7831,11591,9049,11564
414.3725,2.74,,373,713,,814
415.8108,0.33,6859,6656,7124,7362,6673
416.2055,1.45,7441,7684,5078,4539,7497
417.0836,2.44,5405,5095,3273,1586,2073
417.8096,0.34,3154,3686,3998,3803,3446
418.0543,0.31,2420,1980,1114,2347,2390
419.0794,2.44,5005,4302,2647,1620,1319
419.7602,0.33,1211,1336,1556,1733,1813
420.3235,2.17,6502,252,5413,7951,2100
421.2104,1.27,5626,4921,5317,5550,5195
421.2585,1.66,2217,1778,2665,2502,2426
422.2331,2.39,4211,4159,2870,6112,4574
422.3409,2.21,12499,6313,7637,4789,6221
423.8433,0.33,6484,6963,6313,6585,6408
425.8414,0.33,6486,7706,6414,6966,7537
425.8777,0.49,3368,1110,2861,3634,698
426.3709,2.61,21922,16679,14196,10257,13383
427.0177,0.31,1279,1013,1469,1353,872
427.8379,0.33,2667,3309,3199,3400,4088
427.9749,1.87,1979,16072,14089,18165,19603
428.2226,1.68,3051,1126,2656,1740,2326
431.7851,0.33,1726,2047,2638,2777,2163
431.9355,0.31,4275,5711,5228,5576,5295
432.325,2.04,3729,3644,2984,3286,2364
433.8726,0.32,7195,8341,7692,9663,8036
435.8691,0.32,5040,6416,7287,9186,5254
436.1532,1.62,5092,4308,4838,5657,5182
436.2172,2.35,7025,6376,7328,8234,8495
437.2903,1.88,19657,19399,20808,21341,20388
438.2978,1.72,2428,3162,2173,2595,1758
438.334,2.05,3692,6754,4883,2101,4507
438.3344,2.05,2115,6754,4883,1407,899
439.7802,0.41,7152,4769,6947,7991,8208
439.8179,0.32,2444,2354,2094,2202,1873
441.081,2.23,6513,5958,3340,2648,1756
441.8158,0.33,2076,2311,1849,1771,1874
442.3656,2.01,2493,2417,1604,1863,2220
442.4022,2.77,3883,3351,3147,3787,2233
443.0975,2.5,6130,6417,4431,1921,2522
443.9018,0.32,14933,13941,12617,13220,12421
444.2547,3.29,9726,6200,11883,9688,15675
444.3071,0.34,833,1615,1095,957,1331
445.0939,2.5,6793,8823,5526,3599,2976
445.8991,0.32,5024,5365,4131,4386,5379
445.9805,1.85,12414,10790,13481,16283,17767
446.3395,2.31,3242,3270,29713,21163,53256
446.3399,2.26,26472,25272,23571,15975,16393
446.34,2.3,23369,29145,3404,10554,1353
447.0929,2.5,4755,3462,1839,545,1386
447.2978,1.56,1477,1858,1974,3436,2054
447.9109,0.31,1981,1392,1092,2246,1654
448.3539,2.28,87209,20848,1939,14174,16760
449.3132,1.51,8392,7920,8892,7615,9778
449.3142,1.59,55300,58778,65835,63106,63439
449.8458,0.32,2852,2071,2648,1826,2515
450.1377,1.37,26051,26549,19349,25151,25698
450.1388,1.44,6069,2249,4782,8057,6592
450.2621,1.75,5686,5747,5343,5916,5680
450.371,2.61,2870,29988,5703,5627,5047
450.3714,2.5,19021,24226,2590,4359,17284
450.3718,2.65,163,710,18999,793,17186
451.2723,1.69,2521,1918,2725,2739,1936
452.3497,2.04,4687,3574,3068,2529,
453.285,1.81,40100,34950,40761,33496,36170
453.2854,1.81,7671,7742,8041,7376,6386
453.2857,1.77,4541,5723,4322,4824,4712
453.9294,0.31,38381,40921,36358,35830,40998
454.3292,1.76,1749,2120,3674,4612,962
454.3294,1.77,6313,6914,4660,5982,4641
454.3643,2.23,3150,1365,3068,2030,1935
455.9353,0.31,2347,2567,2105,1826,2132
456.0689,0.31,989,956,857,749,1061
458.36,2,2488,1705,2291,2199,1749
459.8747,0.32,3421,3400,4177,3204,3065
460.8259,0.37,17375,11732,14171,19431,19755
462.2756,0.34,1170,772,846,584,694
463.1835,1.41,5595,5891,6188,5793,5187
463.3062,1.92,8929,10069,8902,8394,7423
463.3066,1.97,3382,3418,3093,1446,2466
463.7417,0.34,5611,5328,5894,6387,6775
463.8872,0.3,2494,2870,3523,3724,3035
465.3086,1.5,9435,11676,12785,12065,12381
465.3212,2.21,25293,27005,23546,19341,17077
466.2548,1.52,5098,5894,5337,6407,7669
466.2921,1.85,813,1331,,1677,1756
466.3116,3.29,18108,,,,9995
466.3651,2.03,7354,4350,6556,3720,6144
468.3806,2.34,2729,13529,10437,8661,5928
468.3813,2.36,37764,36404,29881,27431,28116
468.3819,2.44,24898,20317,19733,19283,15661
469.6875,0.4,10488,5947,11958,4188,2285
469.9037,0.31,5700,6470,4723,5281,7494
471.6767,1.24,46429,47015,47103,46130,45163
471.7726,0.33,4714,4159,3657,4499,4767
471.8989,0.31,1753,1980,2205,1625,1725
472.0271,0.31,1161,1197,1496,1246,1630
474.2894,2.44,64356,32246,9522,3957,34106
474.2897,2.38,115860,6365,6555,9310,8740
474.29,2.65,61319,4629,110037,132743,131183
474.29,2.82,11897,10527,77013,131447,94802
474.3696,2.44,5890,28692,11566,9054,2510
474.3711,2.49,10462,28700,18528,12353,17673
475.2698,1.66,2889,4240,3029,3079,3514
476.2972,2.64,1352,15694,7798,9570,9572
477.2848,1.71,3559,2677,6869,5537,67587
477.2855,1.73,54976,56191,53330,54410,55087
477.2857,1.8,4928,4739,3303,5174,2471
478.1709,1.37,9446,5704,12066,5993,8212
479.3009,1.86,53777,49886,44449,44037,44988
479.3013,1.86,23558,49851,45183,43782,19451
479.3027,1.86,2302,49706,3512,4466,44652
479.7158,0.34,2598,1971,2079,2415,2063
480.2912,2.33,304,5680,5127,2898,2253
481.3166,2.09,34419,12215,8453,35302,8942
481.3171,2.09,50539,49855,50239,13589,35300
481.8029,0.33,5403,4760,4517,6455,5495
482.2861,1.61,5971,6541,6029,7058,7346
482.3623,1.91,5398,3266,6541,5144,4708
483.7983,0.33,10086,8022,8001,9463,6813
484.3765,2,6560,13521,2034,9803,9002
485.7964,0.33,3491,3784,3458,3965,3890
486.0426,0.31,2789,2717,2420,2047,2515
487.6678,0.42,1654,2994,2636,2338,2694
490.2834,2.83,2180,1596,5071,2782,3483
490.2847,2.59,7628,2336,1821,,
491.8123,0.33,7688,8127,8011,8775,7933
492.3803,2.68,6690,6002,5094,4567,4887
493.8273,0.33,5663,5481,7793,6603,7090
494.2505,1.56,3706,3519,4742,4597,5295
495.0034,0.31,,1185,996,1669,1099
495.8236,0.33,3039,2520,6323,3708,2444
495.9758,1.93,1660,14042,11253,10142,16136
496.1575,1.4,29171,30104,31427,30402,31940
496.2299,1.4,4286,3878,3578,4866,2785
496.3051,1.54,,2365,2296,2513,2750
496.405,0.31,1393,2599,2183,2673,1765
496.4123,2.92,17777,21673,22541,20044,23036
498.2825,1.51,4907,5516,5671,6484,6007
499.2959,1.65,9811,10565,9546,9839,8548
499.2962,1.65,9893,10504,9602,9811,8728
499.7357,0.42,2090,4104,4377,3702,3147
499.9228,0.31,3580,4509,4137,4400,4719
499.9373,2.09,6666,10590,11609,10725,13146
500.2991,1.51,5127,4819,4699,5021,4198
500.3333,0.34,,,1536,931,1025
501.285,1.72,13183,44817,13131,5607,3070
501.2858,1.72,46748,46025,47688,45266,42028
501.8594,0.32,6367,7779,6556,5968,5822
503.2784,1.69,7571,7312,5347,3219,4884
503.2999,1.78,4748,5120,3778,4278,4344
503.8568,0.32,4872,6314,5658,6446,5964
505.3161,1.79,6157,6368,4776,4696,3596
505.8566,0.32,1213,1341,2010,1828,1031
506.2149,1.54,3237,4000,3715,3850,4922
507.8042,0.33,2148,3154,2244,2829,2868
508.2301,1.79,4419,4296,4180,4152,3626
508.2304,1.59,22001,25441,28688,27950,30195
509.8037,0.33,2990,2664,2756,2038,2878
511.2603,1.57,10514,10523,14019,12509,12240
511.6709,0.34,5052,5523,6776,5667,5548
511.8897,0.32,11361,10958,10831,12226,11650
512.2985,1.49,3207,4029,3729,4635,6044
512.4061,2.45,5023,6864,8905,5839,8041
513.2764,1.75,13428,11647,11554,9946,9046
513.3062,1.66,425,3858,4030,12002,6447
513.3063,1.68,70789,72120,73367,76650,75533
513.8858,0.32,4087,5535,3970,5109,5308
514.0483,0.31,1057,1311,,1409,
515.2926,1.48,9238,10234,8904,8386,7778
515.6647,0.35,3759,4450,3451,4584,3890
515.8975,0.31,1621,1940,1659,2787,2068
518.2507,1.73,2336,2971,3158,3362,1742
518.3973,2,4021,3256,3538,2810,3028
519.7026,0.34,2390,2725,2315,2518,2227
519.8321,0.32,1753,1889,2160,2005,1814
521.1368,1.27,4550,6592,6062,7461,6558
521.7004,0.34,5666,4794,4988,3872,3667
521.9166,0.31,32169,32911,34282,35933,33113
523.696,0.34,4643,4626,4086,4609,4626
523.9229,0.31,2346,2341,2133,2358,2301
524.0583,0.31,706,1615,1280,1269,896
525.2857,1.71,25524,27045,25653,25424,24214
525.3431,2.09,48670,47336,43120,34649,35010
525.3439,2.12,3640,874,8836,2343,4552
525.6502,0.34,683,1179,705,1527,3191
527.3212,1.78,36607,5586,2978,38249,31744
527.3213,1.78,35834,29977,37017,37631,31650
527.3579,2.4,44384,26117,34695,35876,15661
527.8723,0.32,5267,5624,5499,6122,5904
528.2227,1.43,4152,2908,3832,3102,3344
529.2696,1.56,12963,14422,16188,15931,17639
529.3249,1.75,7968,3863,3927,8068,6565
529.6526,0.41,6356,11140,7819,7185,10035
529.7327,0.33,2945,2515,3536,2572,2838
529.8606,0.32,2493,2911,2325,2696,2704
530.2139,1.6,2560,3058,2629,4203,2999
531.3082,1.97,58969,19571,31604,34475,18526
531.3088,1.88,21249,14349,14611,10839,6845
531.3089,1.94,8878,66620,8746,7335,6766
531.3092,1.94,7725,48024,9281,7696,8237
531.7293,0.33,5071,5223,6529,5043,4595
532.3117,1.97,28800,49823,21078,21118,15141
533.3058,1.96,41201,28746,28488,17223,16354
533.7262,0.33,4767,4700,4079,3962,4232
537.674,0.33,2128,1907,2077,1756,2749
537.8912,0.31,5518,5152,5647,4941,6536
538.4232,2.29,3314,12795,18789,6475,10232
538.4235,2.35,82918,65818,25071,62591,37140
538.4239,2.36,5792,3953,40938,16836,7439
539.3215,1.76,32100,11296,24293,14134,10286
539.322,1.73,104264,94156,101818,97186,92140
539.3233,1.7,2302,5300,4036,5202,4697
539.7613,0.33,3400,4179,3477,3741,4017
539.8942,0.31,1720,1513,1345,1573,1737
540.2564,1.39,6153,7187,7500,8876,7967
540.2574,1.51,4746,6873,6306,6656,6560
540.3251,1.73,25912,27781,25948,21511,21629
540.4384,2.47,47036,22015,41489,39497,39692
540.4394,2.39,18811,17140,24487,17155,19329
541.338,1.88,293551,299055,301258,278627,248280
541.338,1.94,1506662,1475239,1376498,1231465,1191685
541.7575,0.33,4836,5565,4201,5380,5090
542.2706,1.39,8291,7590,9938,9979,8041
542.3412,1.94,378037,357614,330527,248840,271386
543.3436,1.95,93505,77891,3302,67832,66800
543.3451,1.95,8186,27188,27556,60657,2954
543.7547,0.33,3263,3523,3892,4140,3233
544.3448,1.95,15562,18792,18863,12955,12432
545.2735,1.73,3766,3257,4151,4189,3571
545.3178,1.25,2425,2746,2929,2849,2899
545.6265,0.4,2337,4769,1702,4400,3827
545.7536,0.33,2583,2874,2236,1815,2021
545.9731,1.99,20224,13562,17482,38298,1957
547.2887,1.85,1457,2584,3689,2642,1823
549.7888,0.33,3962,3954,3730,3950,3854
551.2524,1.56,1411,1068,383,1587,2946
551.7873,0.33,5612,4158,4943,4965,3983
553.2063,2.13,7179,3856,4518,3169,2945
553.3386,1.85,8310,10820,9189,8511,7886
554.0307,0.31,1948,2199,1956,2025,2386
555.3088,1.8,38666,35043,28542,7420,19931
555.309,1.8,22892,12569,16798,14276,12750
555.3097,1.8,37708,34817,28162,22564,19705
555.3896,1.62,5467,8819,9640,7081,10413
556.3564,2.22,2258,13457,17616,9552,16332
557.3065,1.87,3104,,3455,,2073
557.3316,1.51,11058,11799,10545,11893,12161
557.3329,1.69,217,4600,3557,3717,3566
557.7335,0.33,2279,2248,2456,2161,2071
558.3277,1.97,131379,25050,141527,68165,84749
558.3277,1.93,131379,25050,21143,68165,84738
558.3278,1.93,124083,39638,30784,55448,22534
558.3283,1.98,75065,223635,205518,134849,97806
558.4655,2.24,18190,10880,10943,14251,10697
559.3401,2.67,57038,80515,11557,26212,23049
559.6011,0.36,27192,28828,26276,26165,26532
559.8179,0.32,4313,4548,4538,5331,3908
561.5959,0.37,11447,16171,35644,14684,36871
561.5976,0.37,34017,2063,3854,3864,1504
561.5986,0.37,34017,36378,35408,36017,19769
561.599,0.37,34099,36299,8419,35903,36257
561.8158,0.32,5082,4681,4960,4697,4741
562.0434,0.31,1559,1876,1293,,1098
562.9936,0.31,873,692,713,1188,1076
563.3216,1.69,24023,24896,24006,22344,22405
563.8161,0.32,1370,2173,1960,2325,3052
565.3374,1.84,10421,16637,407802,27163,2764
565.3376,1.75,56480,64351,74392,51502,43648
565.3378,1.79,579050,564213,535189,517211,423129
565.5931,0.37,20069,20280,17655,18962,20330
565.7621,0.33,1503,1538,2420,1303,2039
566.3081,1.46,3832,5286,5004,6618,4990
567.3534,2.04,139020,60086,266359,73365,184445
567.3537,2.03,462498,449913,427846,345226,335953
567.7585,0.33,1568,3125,2461,2167,2346
567.9123,0.31,4840,4309,5277,4062,4402
568.3248,1.47,5621,5816,5930,6266,5714
568.3265,1.55,5160,5252,4610,5234,6941
568.3564,2.03,116688,119020,117225,91157,59453
569.3686,2.49,43137,62134,33085,104627,32507
569.3689,2.45,90655,121152,88160,104627,102618
569.3691,2.64,14897,261246,34062,248429,77009
569.3693,2.67,843125,220209,840044,709797,573934
569.3694,2.67,237736,857473,721577,653851,250892
569.3696,2.46,14970,121161,110941,34068,101177
569.6315,0.35,4525,5409,5074,4190,4892
569.848,0.32,6255,5395,4979,5643,4863
570.3726,2.68,137999,178507,186673,157406,151381
571.6289,0.34,5302,5683,7339,710,5708
571.8427,0.32,4635,3797,4177,5121,575
573.6241,0.34,6774,5087,6686,5261,4890
573.841,0.32,1975,1982,1971,1525,1958
574.4591,2.39,9878,9351,7642,6350,5941
575.575,0.37,12528,11161,12953,11745,12232
575.7907,0.33,1859,1913,2253,1723,1922
577.7895,0.32,2715,2397,3022,1333,2456
578.3824,2.8,4207,4646,5288,3639,4252
579.2518,1.47,3590,896,7117,7802,5128
579.3083,1.77,7477,7336,6057,5882,3087
579.6592,0.34,4299,4727,4385,3861,4336
579.8763,0.32,9138,9973,10720,10028,9875
580.034,1.83,29259,5684,5934,1006,5132
581.2949,1.68,5120,4128,7360,5306,4668
581.3323,1.54,28961,29966,31004,30554,33112
581.656,0.34,5007,4394,4478,4790,5174
581.8738,0.32,4480,4920,3839,3720,3739
582.0388,0.31,1279,987,1617,861,1102
582.3269,1.8,68374,3660,36932,28262,21262
582.328,1.8,68376,42829,19849,28779,21208
582.3281,1.8,70323,42833,37073,28779,21283
582.3287,1.81,32479,28659,3746,28708,814
582.3772,2.58,6103,5582,4179,2107,2601
582.5338,2.74,17114,6160,4875,2053,14333
583.6528,0.34,3398,3672,1743,3414,3399
583.8861,0.31,1376,1789,1874,1643,1810
584.2631,1.45,8865,7458,5944,8557,9402
584.3431,2.11,9028,14567,22805,6304,7653
584.3433,2.02,103965,110804,59041,62934,53945
584.3436,2.02,8655,12082,59041,13875,54028
584.3438,2.07,31611,17824,14540,15291,20736
585.3476,2.04,32861,29276,26122,18292,17110
585.6123,0.41,4320,4258,4372,4856,4946
585.8216,0.32,1942,1728,2494,2363,2863
586.3597,2.65,177986,162064,194038,115376,98111
587.3224,1.68,21565,22070,21203,20794,19966
587.3623,2.68,10883,8033,17131,3021,29937
587.3633,2.71,34365,12696,20425,18332,10058
587.6899,0.34,3341,3262,3276,3245,3585
587.8191,0.32,1194,2813,2227,1920,1960
588.0223,1.9,6503,21094,24470,12351,2890
589.3373,1.77,25310,166899,158581,148096,137980
589.3376,1.75,6250,19607,22691,18666,9311
589.338,1.86,27989,24166,16480,7885,20863
589.6869,0.34,4146,4613,4415,4569,4463
589.9049,0.31,27864,28949,26480,26549,32722
590.3414,1.77,45407,44288,41617,42658,37790
590.579,0.36,8402,8828,8756,7295,7637
591.3528,1.88,32887,3542,36413,4888,31648
591.3537,1.88,56720,55644,56184,50773,33599
591.576,0.36,8087,8201,8649,7096,6163
591.6831,0.33,4712,5079,4565,4630,4815
592.3975,2.99,15460,12364,11173,8566,8416
592.4696,2.57,8062,3995,13859,5439,10949
592.4701,2.51,27550,19072,38561,19765,13701
592.4705,2.44,13525,7404,38502,8052,13679
594.4853,2.84,113168,90856,67877,69955,45074
595.6374,0.34,1909,1778,2994,2954,2123
595.8516,0.32,4337,3383,3186,3361,3422
595.9703,2.12,2681,21876,19732,28684,31466
595.9706,2.08,2702,21749,20187,26873,31615
595.9764,1.46,43518,47642,34967,42323,47734
597.3276,1.55,3709,3805,4735,5253,4007
597.7181,0.33,3503,3104,1930,3560,2831
597.8474,0.32,2698,3434,2430,3120,3188
599.6269,0.33,2783,1634,2583,2144,2249
599.7157,0.33,4568,4652,4191,4742,5343
599.8615,0.31,2030,2036,1332,2317,1864
600.6099,1.74,,,967,,
601.7149,0.33,4264,3677,4410,6330,3935
601.7994,0.32,1287,857,1016,623,
603.4342,2.44,2624,1482,2190,2028,4944
603.7844,0.32,4106,3951,3218,3559,3248
605.3323,1.57,19230,19835,19883,20218,19877
605.8792,0.31,4614,5669,5920,4919,6153
606.3262,1.77,24538,18994,10848,10715,10204
606.4113,3.17,11360,11485,9313,8408,9131
607.3486,1.59,7521,8680,9051,8375,9389
607.749,0.33,2875,2943,2765,2391,2551
607.8794,0.31,1178,1300,1522,1367,1493
608.0025,0.31,1659,1676,1267,1347,1490
609.3242,1.96,34380,36255,86235,16868,47287
609.3249,1.95,108968,109216,86237,75452,70794
609.325,1.89,146696,17551,86235,20110,18905
609.3546,1.54,,,,,2975
609.6555,0.34,1542,1651,2098,1289,2370
609.7444,0.33,4826,4488,4483,3035,4340
610.5654,2.74,11231,7816,13606,3083,3603
612.0213,1.59,39311,47884,29224,48991,67363
613.338,1.75,42369,41393,39913,35392,34385
614.3446,1.74,14696,13623,16375,12227,13008
614.3655,1.47,4437,3779,3518,4689,4700
615.3534,1.81,14842,16881,16726,11264,8826
615.3539,1.86,6623,4483,16696,4624,3800
615.6904,0.34,2771,2575,1889,2368,2480
616.254,1.53,3991,6808,4857,7352,4680
617.3693,1.99,4592,5498,4027,4278,3452
617.5592,0.38,11188,12058,11781,12556,11904
617.5606,0.37,11196,11817,3561,5250,3753
617.6871,0.33,3187,2038,2371,3268,2967
617.7788,0.33,3612,3620,4697,3911,3314
619.556,0.39,18933,1973,2366,17769,7977
619.5565,0.38,10436,20306,16487,17622,17421
619.7729,0.33,5587,5769,3850,4448,4001
621.5546,0.35,17123,17308,16497,17889,16368
622.0168,0.31,2107,1965,1752,2132,1756
622.333,1.65,2966,1993,2622,2781,1782
623.55,0.36,12043,11482,12789,13786,6357
624.0262,0.31,,,,,422
625.3449,1.47,20681,19258,16950,20392,21367
625.5494,0.37,8501,8541,8230,7833,8654
625.7193,0.33,1996,2280,2521,2460,2354
627.5552,2.5,2384,2148,4666,1582,986
627.8058,0.32,3859,3474,3882,4146,2544
628.3821,1.49,7876,7772,7482,8239,8301
629.3332,1.56,4335,5534,7243,7161,8410
629.5861,0.35,4123,4729,4241,4441,3827
629.804,0.32,3426,3647,3723,3473,2900
630.0314,0.31,,1855,1674,1380,
630.98,0.31,1538,1282,1290,1174,1653
632.2499,1.56,3362,3753,3742,3829,3927
633.3254,1.79,44930,43220,42970,36740,32860
633.3259,1.78,4304,7073,28208,2707,7306
635.3402,2.04,56466,50814,45346,32303,30443
635.5388,0.35,9580,8457,9561,9004,9532
635.7469,0.32,2088,2820,2517,2928,2735
635.8995,0.31,2877,3044,2624,3098,3040
637.3568,2.67,145916,115645,35560,42240,63987
637.357,2.73,52616,72107,37211,8562,63295
637.5277,0.37,11523,8939,9377,9305,10023
637.616,0.34,3665,2529,2256,3641,2844
637.8349,0.32,4821,4887,4482,4350,4199
639.6136,0.33,3240,4172,3873,3770,3315
639.8326,0.32,3444,3938,4226,3973,4071
642.3614,1.47,2458,2130,2854,2360,2384
643.5715,0.4,1632,6040,4870,5377,2333
643.6091,0.34,1859,1926,2134,2422,2308
645.5596,0.35,2668,1683,738,2331,6906
645.7772,0.32,1620,2120,1966,1636,1222
645.9675,2.21,5509,13136,16758,29040,21277
647.655,0.33,5127,5667,3943,,3520
647.8634,0.32,5919,8639,7370,7197,8379
649.5376,0.36,6992,6578,7287,3532,3991
649.6428,0.33,6137,6040,5209,5742,5051
649.8623,0.32,2009,4042,3058,4024,3727
650.0251,0.31,1198,,940,1023,909
651.6418,0.34,2559,4107,3794,2679,3569
651.874,0.31,2137,3154,2342,2724,2207
653.5938,0.35,2811,2338,1767,2162,2677
653.8753,0.31,871,,855,,1169
654.2737,1.32,4783,5967,5329,3799,4743
656.3206,1.25,2467,2287,2934,,2304
657.3245,1.77,11546,11393,13579,10687,8474
657.5902,0.34,2263,2511,2063,1434,1919
657.674,0.33,3191,2558,3295,3037,3449
657.8904,0.31,18165,17406,17526,18073,18859
659.5273,0.38,45525,53337,56794,56113,46639
659.672,0.33,3579,2559,2684,3574,3105
660.0349,0.31,399,441,963,794,1094
660.2586,1.3,5969,4640,4664,5850,6715
661.6615,0.33,4258,3010,3214,2906,
663.8404,0.31,2625,2912,2963,2794,2898
665.5063,0.36,415,518,1222,1902,655
665.6174,0.34,3042,1839,3502,2334,2454
665.7036,0.33,3062,3914,2378,2619,2829
665.8354,0.32,1199,2220,1816,1256,1733
667.7035,0.33,3674,3125,3699,3951,3661
668.3619,0.34,1497,1163,1270,1452,1449
668.403,0.34,1108,1625,1180,1950,2508
669.7018,0.33,3107,4736,3658,3889,3200
673.8643,0.31,4910,5714,4582,5473,4601
675.5169,0.36,1779,7514,2381,8802,6805
675.5175,0.39,5176,3527,4533,4743,4839
675.7357,0.33,4013,3171,2220,3280,3305
675.8695,0.31,1399,1164,1019,1050,1154
675.9905,0.31,1640,2249,1981,1275,1989
677.5137,0.39,4728,4664,3884,5095,6034
677.5174,0.36,10826,13100,13502,13328,13162
677.645,0.34,2030,2040,2711,1908,1973
677.7335,0.33,2664,3694,3261,3227,2698
679.2195,1.27,1665,3164,2253,3206,2514
679.5117,0.38,13024,12937,6089,13444,13921
679.7284,0.33,3076,3678,3615,3727,3765
681.5094,0.36,10816,10151,10828,8831,10431
683.5103,0.37,8340,7751,7134,8673,7909
685.7648,0.32,2525,1947,2368,2757,3132
686.8756,0.31,1595,1311,1457,1614,2160
687.7609,0.32,3361,3690,3478,4046,3347
689.8401,0.31,1731,1415,1588,1683,1442
690.0064,0.31,2273,2193,2579,1963,1910
691.7096,0.33,3351,2693,1202,2753,2241
692.25,1.27,,2011,1485,1491,1338
693.4901,0.38,4073,7557,9167,7887,8448
693.7039,0.33,1860,1690,1867,2150,2591
695.4872,0.38,7718,7789,7788,7793,8124
695.7919,0.32,2446,2585,2640,3234,2992
695.9639,2.24,16598,12655,16700,12908,13300
697.4851,0.37,7572,7754,6235,7390,4866
697.7893,0.32,2826,2745,3260,2471,2970
699.6412,0.33,4335,4939,4855,5158,4779
699.7913,0.32,2372,2723,2179,2212,2347
699.8756,0.31,1816,2045,1426,1861,1982
703.8845,0.31,2448,3073,3499,2588,3230
704.2351,2.72,3490,11134,14759,8459,10331
705.8239,0.32,2825,2922,3333,3684,3780
707.4984,0.36,5232,4444,2862,5179,4992
707.5996,0.33,2810,2520,3754,4852,5313
707.8197,0.32,2941,2657,3357,3234,2260
709.597,0.34,3381,3710,2783,1233,4097
711.683,0.33,1319,886,868,1990,537
713.7633,0.32,2046,2327,2537,2421,2462
717.8494,0.32,2864,3285,3316,2921,3010
718.0105,0.31,918,869,1246,652,1321
720.8629,0.31,2742,2182,2670,2317,2726
721.7972,0.32,2873,2404,2491,2022,2176
723.793,0.32,2169,2372,2630,2695,1960
725.8803,0.31,12886,14946,11473,12595,12548
728.0189,0.31,758,,768,989,
728.8499,0.31,2054,1655,2105,1538,1127
731.8263,0.32,2697,3228,3267,2871,2811
733.8237,0.32,1302,1469,1709,1243,1770
735.4756,0.36,10551,8480,8992,9287,10021
735.6931,0.33,1814,1720,1874,2022,1997
735.9984,0.31,,,,782,
737.4706,0.36,11117,11989,12995,12190,10815
737.6886,0.32,3546,3475,1425,2224,2860
739.4682,0.36,7472,7168,7990,6729,7151
741.8551,0.31,3247,4095,5284,4531,3779
743.7254,0.32,3404,2809,2633,2384,2886
743.9793,0.31,876,2224,1694,1820,1898
745.7204,0.32,2799,2097,2838,2327,2782
