Mass,RT,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3,SXT-col-7d+13c6-phe-1,SXT-col-7d+13c6-phe-2,SXT-col-7d+13c6-phe-3,SXT-col-2d+13c6-phe-1,SXT-col-2d+13c6-phe-2,SXT-col-2d+13c6-phe-3
498.2994,15.85,66283.55436,53491.41563,61084.42163,31976.43894,1032.751535,14515.06857,1,1,1
1020.2987,3.93,11056.1047,1,1,45045.59882,58710.10177,53927.80935,28646.34259,35061.30261,17188.16485
382.1655,7.02,30216.90215,36407.82475,32051.46986,56882.00678,63320.04367,54257.85031,25658.39695,26925.28275,24735.18552
338.1572,5.39,20423.70307,19961.83286,23788.99073,50395.06372,57453.73093,45654.30779,27607.88156,35753.64876,26667.1597
242.0095,6.36,26350.8686,25675.95768,21505.94867,52993.94851,40258.25974,59896.62174,28253.85183,38233.6783,32104.78785
745.1494,4.89,19252.11997,23380.83693,18973.70012,25273.89579,44552.18933,52526.24134,1,33632.18603,49269.64094
324.1805,2.78,18688.03826,27105.87898,27338.97596,29206.53529,30456.4941,26131.75237,24051.33691,50618.19863,47101.94409
494.1588,11.5,68528.868,65478.64891,66198.1553,26481.0412,26815.80562,29828.79555,64435.54718,56522.81211,42781.53998
294.0829,5.84,1,1,1,1209.61429,7816.601637,6085.517716,45464.89244,58814.66553,36720.48803
942.4216,12.7,37002.23934,75633.84377,44315.08249,77343.04965,44924.07902,58674.43282,59209.3676,58917.0957,59639.13592
1064.604,12.56,58268.84158,34011.82705,47122.70552,1,1,1,21288.63836,25372.25313,19663.95235
928.9086,5.07,19766.51189,25839.15716,21404.73253,52448.46093,54753.37469,48334.94055,15354.54515,29612.93373,23457.89203
1020.2707,3.81,22986.15598,36956.92964,22553.79368,53243.55281,50267.82244,23034.10235,1,23572.16974,17790.89028
849.2284,3.03,1,1,1,26453.50024,26411.46825,26518.52844,61171.80211,64718.1442,40290.07196
568.0987,3.61,14369.24754,52077.39202,50604.14238,23028.55904,1,1,43822.20951,44491.98808,53329.24452
1094.6934,5.78,73385.87568,55424.2622,65457.19259,20627.50593,13501.33144,17456.60289,29340.83365,23901.95591,19213.28423
719.1245,6.35,32602.69672,23496.45346,28310.0516,54167.75118,61498.82885,50956.58434,35544.27364,41525.62821,40019.64631
554.0559,2.91,44934.83934,38884.46128,34716.77608,12505.34236,17708.8627,19566.78751,11516.65162,10830.43403,8511.407636
376.1859,11.44,1442.697199,1,1,1615.074146,8530.374671,3394.822639,1,3637.661436,2970.789928
278.1512,13.43,49372.30448,56069.23948,50524.00212,44883.18919,47668.40618,54012.11603,59400.58098,52037.27456,54461.48629
471.0746,6.56,65675.05191,54505.22418,48368.09806,71883.54938,64675.12171,58581.672,28214.23659,38374.60462,37053.86384
378.1076,3.16,1,1,1,49400.70181,44568.58667,36574.61259,1,1,1
363.0581,1.24,36584.10279,32141.46089,49524.43041,36192.27339,23848.50896,29771.4744,42309.88036,37243.15058,38872.6735
546.2124,5.44,5582.204875,9526.902974,4723.458368,10693.6588,7629.971216,14440.30734,47151.75278,48908.79468,29940.81053
547.1148,7.1,34021.68602,30771.33504,31597.01267,19575.64955,19672.79466,21575.19447,45071.05478,33363.63342,47973.09209
218.0691,9.6,34075.57672,34113.39539,37200.14056,61215.6315,45466.36542,55565.60175,31134.83386,47946.1069,41282.0085
356.1588,5.98,71125.93492,47039.26437,57546.72427,4496.220142,9334.983188,11686.55493,13631.36955,8999.419912,14228.73413
404.2034,6.54,13505.54309,20727.25309,15747.80592,40705.21663,18273.62241,35223.85147,8280.828783,5439.211827,21983.89322
923.666,5.92,57232.64115,70120.97853,71239.4761,49981.93762,27511.11638,39241.1184,27466.58018,26943.11005,24614.40378
559.1147,6.14,1,1,1,68821.98658,73213.86813,54637.99534,11795.85838,20025.53402,31631.42579
372.1049,3.81,43081.20146,43308.60484,49227.79922,14884.54284,29205.35841,9006.246666,43443.62683,42514.73063,20524.4736
528.2082,10.36,14649.14488,7648.842805,28732.98236,12195.23332,53149.8912,32707.77283,4616.714266,8883.112731,13743.99178
171.032,9.61,34297.35094,40319.90311,38365.20172,59360.15302,42496.10597,51655.13046,40908.59201,45401.98571,46032.54197
235.124,2.03,33937.40019,36854.32517,28467.78561,56895.07546,62403.29062,61419.30421,43444.83425,46764.94095,40598.67793
314.2457,11.53,23351.1472,1,28715.13125,19768.59615,1,1,1,1,1
529.0408,4.42,14281.24649,14070.20444,17252.43572,49245.42145,61398.56586,55890.6162,25390.47822,26723.54601,27931.99209
292.0975,5.13,9559.855594,9605.41287,9956.902975,45140.0446,58749.36899,51706.63436,11318.17652,17830.45387,19967.45333
219.0922,4.71,14889.69757,27792.65767,23855.58471,38073.91146,43761.00736,41342.40396,24878.38991,41205.1063,54517.50226
495.1573,6.06,18199.87969,28074.56526,14981.08284,45229.48597,54162.26159,49498.41311,34540.68427,33493.84441,28934.56123
685.2561,6.55,8705.598952,10859.50873,15180.66125,57857.4048,63418.75803,61166.71718,23296.11567,27908.75553,18818.61968
431.0651,1.44,44336.54138,48399.5719,55070.17862,4353.765789,5547.802562,8708.863135,27407.2228,23788.96902,18339.75699
726.1745,2.03,53972.0664,50673.12654,60063.1624,28045.00873,29787.16932,24782.6315,20045.73403,24269.02996,37232.04731
250.0565,2.02,60404.80955,57145.81382,58172.03906,21538.59122,19093.80544,5278.121006,27040.29732,19299.10794,21075.97724
486.1913,4.63,1722.312092,2300.520896,3451.595298,1,1,1,50908.4393,47953.41005,19691.7339
660.2074,4.67,1,1,1,51272.4501,46619.63835,50451.60456,52903.95571,60872.88917,40291.13565
218.0511,6.15,11684.79517,19470.49907,17238.87724,10288.80303,14390.30224,9836.242994,12912.96435,20706.88648,19020.76529
336.1776,4.86,23749.08697,32197.85105,24640.83588,42069.53146,109417.3217,76739.73347,14020.14111,40619.99201,69215.6793
530.139,4.62,33270.40558,64848.91446,1,39571.82738,1,24559.18863,24717.19678,1,1
337.1373,1.24,60781.85264,27783.15316,45056.13708,7314.588517,8305.506477,6815.713567,14834.00489,6610.640372,8637.723164
630.1397,3.37,5549.051484,14319.4729,4611.453853,47947.88171,72872.78392,61418.67614,1,1,1
1007.1421,6.37,80779.7256,72011.07032,76643.37447,114201.5038,103055.7138,104231.8702,93750.32872,45749.80114,94525.28834
590.2761,11.08,1,894.4020663,1,24828.72926,22860.24472,19348.73204,1,1,1
156.0883,2.65,1,1,1,19610.64816,15369.57371,21165.42182,48482.26513,59915.86134,49841.69649
626.1258,5.63,1,1,1,1,14537.08018,1,1,1,1
288.0459,1.39,1,1633.280471,1665.358128,53550.63041,56210.82312,53218.70371,1750.183746,1935.475387,1
407.1517,14.97,26283.80814,62655.37443,70799.06407,66399.83693,40052.9207,64701.62306,59504.4329,66302.44063,55681.98588
520.1944,3.39,81154.53285,78921.88906,63359.16748,1,1,29651.73166,27833.14822,30086.76451,29412.97529
272.1732,2.58,65676.33143,33488.25207,51817.52071,44103.36739,4050.551544,23165.90807,10129.06505,5075.992778,5386.430622
227.0577,6.55,31103.62448,22894.76362,24066.0631,22081.94051,77807.58163,28667.16311,1,19813.17174,1
432.1407,9.21,64539.68663,52874.93746,64587.67179,25247.48856,28308.01777,23982.65858,23720.34054,18855.88445,20695.80309
800.2578,12.41,75044.93611,68624.79643,71807.39321,73716.0639,82119.79816,76603.29077,52602.41579,53659.18075,54745.63203
478.2685,15.81,56912.24173,50942.94462,46983.41289,27585.59722,31108.41872,32887.55524,16716.4547,25257.6531,30339.90393
631.3835,14.41,1,1,12187.59513,1,1,1,1,1,1
344.108,4.23,20103.44816,18855.95464,15192.83808,2634.263152,1,13146.1218,20063.3688,22722.60127,16170.09589
348.1054,3.18,48170.60688,36995.40124,36178.88875,27588.44259,28155.23918,18212.39206,26413.10452,11523.21823,1
743.2186,12.29,12459.61157,62139.01998,15359.31201,12339.58956,8309.783255,10958.72193,66368.89957,75096.04484,63486.0861
945.4439,6.37,68737.5986,66357.31581,65071.47347,26734.42474,5655.10099,18881.94744,8277.189123,9160.002614,10977.65909
614.128,5.02,65678.32313,52909.7161,54360.52941,33309.5728,52526.49039,41207.61631,57128.64415,41305.16726,41978.92802
272.0682,7.7,21903.7976,24832.59514,26926.27627,62648.49204,53444.23919,55621.23241,21750.39721,21507.98308,23831.88859
294.1287,6.87,1,1,1,72435.51495,57452.55273,64053.39543,19650.42327,18325.64899,20609.29668
450.1035,3.05,1,2479.624432,1449.322698,5381.530297,42383.91089,28716.10972,20903.05847,24672.90155,18583.71717
188.0404,5.74,6589.097977,11971.18974,11394.21778,14583.34895,6321.521652,9819.200605,8106.663198,16457.62404,14392.59851
605.2271,11.79,62176.53637,25060.97619,31199.47723,8525.845693,660.3016827,1787.893179,22236.26586,27937.69971,13274.29117
294.9969,1.34,27144.46018,49655.53712,31866.16532,80501.63226,74989.86912,73558.95953,48438.34665,66419.52084,66928.23184
362.1397,12.36,56135.18954,46896.59805,52522.59413,14964.11496,6730.419579,19706.589,12012.31925,14257.4498,13063.84441
183.0387,4.85,1,1,1,48567.3924,46060.88543,51564.17609,48704.32541,58121.34037,60770.14185
468.2197,5.16,45929.32193,36891.76259,44956.31246,56454.02838,57389.85633,53242.95779,48441.43492,57727.61513,60656.05697
229.002,10.55,9327.946776,8049.561518,8643.510073,40750.98224,48915.60077,44896.82875,55444.02841,66266.03091,27988.42654
938.3027,4.64,45384.84637,40762.78829,44623.43843,43869.87059,55167.15484,32166.41254,33545.48364,56290.22163,63358.60647
408.199,4.18,32775.36007,33133.02895,32816.70218,42205.31945,47889.93208,42421.981,28466.5573,31651.63344,37115.30778
970.1574,4.25,1,1396.128001,1,63601.13243,67673.24051,68339.62076,1,7254.811928,25290.16444
224.068,3.17,49490.32857,37588.86573,46253.86905,26193.50452,26038.04994,29614.51763,22024.40825,21700.40891,25216.23398
444.2265,12.98,1,1,1,51451.00546,1,95234.64432,8373.554027,1,20019.94588
514.1114,6.13,66898.21944,49736.85619,56891.018,48014.00521,17829.19777,38406.85858,29269.96428,40567.04661,27486.91877
596.3308,15.7,62421.47064,54281.00979,78341.32605,36694.65708,1,22573.63259,1,6613.859286,5109.588516
540.2768,7.9,459.211248,1,1098.98052,59846.21871,45110.46718,50870.9832,2632.985395,2227.227781,3429.216237
948.2251,5.24,15160.78586,51626.21933,48901.65346,40841.24068,60266.09396,54060.76033,28522.30108,68414.20201,30775.47932
574.1382,6.16,1,1,1,1,7497.498985,1,14941.23001,44021.53344,74575.40415
356.0902,5.12,59934.91673,61415.70421,52993.38378,76803.11048,73143.77337,52181.91263,61135.36546,66858.95298,65824.35481
275.9975,3.06,1948.022451,1683.686037,13236.0872,33467.84675,65090.20852,56055.00577,19556.94112,9563.425188,5050.259444
189.0786,5.97,53950.31872,46016.41137,50986.83311,41380.98867,43109.81544,40834.09633,32956.91327,20123.48894,25327.1531
142.053,7.76,6113.249367,14382.77382,11092.56719,49115.97072,47959.34592,47318.83531,1,3365.560058,5163.065096
572.2072,15.68,63764.80292,61061.07655,60040.17132,42061.38078,12914.9527,32649.7385,7794.747196,4428.016581,11274.18512
1097.3727,15.71,84629.8861,78342.88879,76820.51069,45164.62347,629.432686,19189.27552,3669.141893,6585.474195,1912.517033
618.174,5.46,49932.90823,45119.56877,53760.29199,17773.14868,1,1,45184.55793,34564.45934,36448.19314
1097.429,4.06,53735.39574,61433.59974,60721.413,56490.23093,68035.81632,56541.49612,19880.54804,31697.78082,46828.50753
765.0591,6.06,30276.12872,36864.14878,23192.80323,59175.32017,43617.60221,42333.01245,38401.54618,48760.03183,52995.75644
460.3036,14.09,1,1,1,1,1,1,28085.43223,35888.9349,39918.60914
491.2646,10.75,43617.71921,17231.91696,33094.43251,5324.546831,4914.224619,6706.089243,12994.67173,14741.50978,9443.045924
912.3191,2.03,1,1,1,1,1,1,35401.14876,52478.04064,73714.37692
733.4514,15.36,31996.21055,27743.66709,37060.21712,1,1,1,11449.59323,23377.4946,24826.77456
990.4408,5.28,86192.96554,94043.98614,85971.17683,53649.35309,33305.66766,41598.67144,43838.79542,39806.87521,48615.70787
444.0668,2.78,3685.48685,3088.54395,5217.027928,44692.45168,56418.83902,50584.42122,5341.090651,2418.858791,12015.41319
174.0624,3.29,1,1,1,43636.1172,59619.0758,58864.75177,40801.06414,37806.90528,20749.81894
929.1592,4.42,22533.10132,30838.80959,22088.97199,55342.00505,75974.20108,71031.64371,29407.28691,39269.22305,34310.09928
574.2514,12.59,1,18753.90257,1,33557.62214,56587.15953,40651.54677,1,17779.32004,8298.021813
479.3002,13.89,27368.76668,31663.92021,27419.16908,1,1,1,12864.53768,1,1
435.8798,0.78,19881.09953,31472.76517,27937.83551,14006.74357,12653.14999,11411.36589,34218.81427,48070.7541,58191.25788
839.2551,4.63,1,1,1,13028.48085,1,1,30773.26242,55143.76495,65627.35622
298.1444,4.81,80320.28551,29054.46732,27882.40787,1,8791.791437,9414.211125,28201.6497,16376.8781,1
655.0402,4.13,68824.14005,70378.51595,67719.9242,26958.43982,31669.64621,32778.83525,67382.0099,56761.79146,52775.49433
798.1192,4.35,44162.83018,46729.57988,45690.72667,45412.18146,22381.04437,29938.99336,34814.6699,37577.59459,34353.82737
170.0478,3.76,12765.61751,8359.123909,12344.2356,13657.49382,15573.56752,43375.55715,1,16455.72428,1
942.6405,13.18,67839.05002,47865.47812,56212.18694,32596.87325,39852.77529,36483.35897,31335.52388,26743.48295,31181.73541
184.0636,10.87,27101.30559,18820.54945,23761.1784,58433.29157,60573.82647,58606.98741,17398.12529,21546.24977,12898.42556
860.1566,4.54,48348.28144,37789.39734,39233.39816,55756.29612,58810.20025,57635.87747,39960.74777,47493.39935,28534.21036
324.1363,5.14,1,1,1,32788.51454,16277.83159,12032.25347,46630.25285,45821.16039,22742.05858
443.0505,3.46,1,1,1,14236.42701,1,1,59365.64508,54654.23749,56538.79138
355.2335,10.19,56123.6121,46833.75909,52583.52854,26029.26038,3310.41436,14644.43515,3833.102957,3560.091561,4608.110315
716.6182,17.1,39712.13712,53365.24549,57891.2567,61810.64184,88027.04792,83653.40043,37017.998,41199.63514,46031.14506
951.0554,11.58,36267.79892,46069.29082,54637.07268,1,1,9055.704463,14719.03413,39217.61405,7580.100883
488.0841,3.82,29178.32283,34358.22603,30297.01502,46323.78472,50199.43719,57277.16723,37763.04037,34932.94506,33481.48857
455.2339,9.85,1,522.7750562,1,64791.44496,63882.7908,66047.15761,3100.035067,5748.623515,2308.707143
336.0966,3.34,42964.36663,39586.74708,36496.34529,954.2237279,660.8440491,12197.63849,4247.394752,1561.683228,1
818.2281,5.53,22948.24289,15149.24442,4333.369236,1,1,1,1,6333.370628,1
250.062,5.2,6020.368506,4174.413806,6503.531088,50640.838,60993.9815,46100.79458,2920.316072,3112.437312,1
464.2253,6.68,24781.36433,24372.43817,27342.93659,47385.42345,39828.53963,42161.76553,29238.74634,25632.3244,28531.3634
442.2908,15.81,61206.62811,66453.11966,59758.35946,29052.25897,37256.03866,37268.03785,10872.71446,22161.5685,30077.4123
420.132,9.44,59012.59566,44629.97776,56657.16946,51094.44735,68568.27981,61738.30336,25266.96629,21739.09397,20574.38684
713.093,7.6,21749.81056,20227.44407,18211.76379,50332.8264,55031.12742,55051.33031,9089.935029,14367.4001,9986.032903
309.2431,10.77,1,1,1,60775.43569,1,30324.81822,1,1,1
368.2561,12.35,9659.239029,5898.845467,5937.147315,34668.81893,75133.23919,62842.00246,4412.268556,9942.362844,13204.3515
526.2438,7.9,1,39177.48953,27690.83251,61143.70491,52638.56449,59485.12155,22711.75513,1,61741.82401
428.1697,15.68,51675.31956,45304.23212,61601.15895,53075.97174,57147.07287,56690.57594,35922.74212,38438.02624,38777.43253
674.3148,4.22,50128.41887,55920.05046,54434.05137,69247.22766,62601.06792,69036.89777,58833.11541,51184.15974,68589.95415
607.1283,7.43,34808.75619,37873.32542,29394.84942,46576.48396,1,69082.60228,22052.49426,1,1
623.2961,12.35,51739.20751,61229.9818,65298.19263,21583.14019,22361.58517,25167.06922,62576.83801,76822.20651,57350.02921
388.0879,6.26,34274.9441,51161.14082,41984.49633,17304.05901,15551.21484,16187.57576,25350.74854,45159.58778,56491.83422
488.182,4.14,19462.4806,27181.38228,25935.75606,53251.64908,73540.31634,68331.81445,12946.70476,19215.69609,40221.81331
770.5137,15.4,8021.931685,1248.363987,1,48945.94974,77935.09683,80300.03752,2715.592771,1478.822367,4145.627987
136.0523,5.47,12247.2973,11591.77575,13349.22641,30448.35357,21635.34271,38805.23874,33727.45543,31872.82835,24962.00616
382.17,15.68,18693.17349,33327.30411,30140.0088,58139.48739,40747.74174,46914.21175,54390.96315,58222.68233,51799.73161
523.2548,8.67,79139.08278,29028.86831,55302.77146,1,1,1,10222.0546,14138.12003,8041.669476
542.2477,14.35,1,102399.4929,1,82130.52951,1,41747.99031,1,1,1
556.1754,3.81,5335.266307,16480.61558,1,48209.65803,42999.63167,53835.10837,8147.127605,11189.00311,2418.299629
504.2009,12.9,1,25855.87711,1,27665.60451,21926.92482,27527.83112,1,1,1
496.1778,4.84,31326.58488,26387.04023,28130.67849,38328.66826,50734.08662,60700.90775,7835.522709,16415.50258,30875.69392
451.3231,21.25,41355.17387,88342.24761,63832.08901,29799.87419,25259.22259,7981.645907,1,1,1
333.1533,1.97,11827.3167,6199.071396,13255.62838,5282.868731,5502.27252,4279.724541,42494.44846,43511.63224,30778.93537
678.1788,4.21,1,1,53837.48398,45303.8878,54680.07015,41124.10115,1,31936.71501,31425.99403
650.1236,21.31,44013.7484,53306.52289,48036.06543,75963.29732,79440.03612,70699.43906,17279.65278,11449.16248,14850.94133
462.1511,7.12,10693.7499,12792.15091,48236.76592,33780.61485,46718.16113,32304.74864,32513.75842,44893.52521,50882.90585
460.1578,4.59,30164.00127,33115.60542,32360.14747,4682.995911,4549.424173,2581.752959,9632.522955,25633.90573,29118.66676
282.0712,3.53,33451.27821,24494.3196,31229.618,46921.17946,49940.10122,44124.66606,52872.59654,53884.40475,31584.37858
778.1909,4.25,59824.29646,46626.36431,49678.3468,47692.85877,53025.51115,38992.78193,38917.29328,40112.66173,54942.85605
246.031,2.96,1182.510696,1,1,22698.87527,29520.11741,25873.31739,1,482.5479063,1
334.1506,5.04,1,1,1,18299.88266,20819.25434,11549.86027,24512.4926,57313.05613,43208.51434
740.2507,5.39,1449.731832,2255.226644,4497.972872,48498.64944,67530.90374,63778.26733,19007.0021,21013.02256,17629.17483
590.1595,7.02,70830.9771,71933.62606,81812.20087,41508.71922,50225.50483,50744.58879,53208.59992,75732.14737,46157.35608
974.5703,19.2,12797.59683,13252.36621,8862.033034,6280.606014,11413.86181,9375.134531,18654.53617,21065.72134,12266.45168
129.1151,4.05,65542.49478,66370.27372,64268.36128,35135.13082,37674.9362,34778.14543,40787.76546,43123.26821,35042.52316
529.1256,7.13,15175.605,24261.33378,21461.15923,17855.53643,31312.83826,28019.79239,26264.91345,40517.74063,56388.44013
880.2375,5.23,61559.43105,66043.29733,77967.86122,27204.75407,26289.93236,13684.20956,53196.11954,53430.8178,58410.24065
722.2381,3.55,50614.5595,65965.24267,53466.68014,58302.76765,65675.66973,59385.07914,34674.29557,36658.35203,51382.63877
383.055,6.26,8289.733409,44593.6525,33435.91058,30615.30109,23812.66967,27468.86272,16874.4674,34190.2523,55210.33028
409.9411,0.75,42145.86349,32266.13903,34543.51923,38348.25419,41808.95461,39913.29334,29709.89672,27447.93226,23659.56377
480.2306,17.8,72540.30892,60156.71949,63725.33148,66458.0837,7822.642239,42136.43901,4538.855411,4859.513183,4793.693569
475.0869,10.41,36767.25526,17934.59508,26560.20382,1,1847.800263,18040.03665,26518.2405,26727.6356,36407.37029
642.1247,8.04,38550.94168,20318.24961,40273.40833,1,9168.950433,5142.698588,12471.56104,13974.9975,1957.003461
647.8616,0.79,41041.41404,49166.30677,44564.93406,39336.7149,35255.58496,39494.64747,58541.92545,63150.82348,57225.62522
488.2963,15.81,37765.63728,43206.18835,45380.31953,39867.23767,31650.75043,32160.19295,32306.95674,38912.74942,47528.41888
717.0928,7.5,30069.3673,38289.64604,44091.066,39139.13875,29125.2158,40070.79817,26872.49966,32044.22973,49835.60502
648.0817,5.12,40922.1588,67732.62973,59543.87219,101198.3129,103112.1773,95479.28481,45411.06252,60266.96678,65637.79271
177.0423,3.15,30901.51244,29013.04122,29034.0718,15924.86196,1,14286.38994,26775.8689,36051.67161,38476.80693
1002.2585,4.87,42400.05968,26305.43458,26468.50971,66384.2903,61216.58112,70324.88474,33988.7235,34803.26208,89747.71061
555.0852,6.24,1,1790.4812,845.4127031,41213.67522,31993.13969,34416.59166,69370.54406,51100.71152,55684.92532
196.0406,8.18,31501.37145,26726.22684,34180.10245,7215.02766,8228.721566,8559.702999,23683.17073,14798.93855,17365.42309
430.1861,6.17,1,1,1829.02124,18389.0391,37150.82059,24748.68693,42671.80497,47814.45098,42460.52814
604.1195,8.44,13116.50923,11696.55718,13822.24227,62753.05385,75499.74457,67697.35325,12705.19091,7242.253354,8797.340314
480.2489,11.62,41491.42828,14169.06208,30528.20394,77555.51935,53215.891,64158.88075,1,1,1
798.1131,3.54,65393.53915,47377.87567,58645.68882,49610.77718,63423.04318,54081.84423,64232.67069,66377.70788,46102.28855
354.1092,6.62,45985.50121,41712.7998,43338.54251,20610.48586,16589.98054,18390.68471,7699.798171,7063.704797,10033.14819
476.1896,2.83,6806.483021,11845.41024,8168.745925,1,1,4578.63141,1,1,3600.058933
254.1002,1.27,1,1,1,1,1,1,1,1,1
150.068,2.91,1,1,1,38766.90131,34291.15223,40508.72642,1,6067.167347,1
268.2391,12.6,275.7567166,463.7755792,2534.622316,53995.24204,10959.45015,28860.81828,1,1,1
692.1549,5.11,59569.43155,60417.22217,24954.11589,30039.17162,37572.62769,28328.18605,42166.95299,36794.56499,37013.20484
382.2331,10.32,24340.02997,29397.23694,29934.45907,24397.67596,2191.547521,13995.46425,920.2178753,4058.797065,1
777.2322,3.04,57798.87323,58340.91277,65065.52152,7885.438728,1,1,66159.13251,26398.0318,40489.37486
585.8923,0.78,63269.10516,64030.73377,61089.4067,58198.69818,59512.57308,57885.50454,63951.49181,62661.53207,52415.00873
384.1198,6.74,37253.26834,30363.14687,45803.02739,55297.64461,59591.55466,67089.09009,12726.42499,14450.00604,51753.75865
504.2012,12.99,37612.82521,25626.03089,39405.5357,1,1,1,1,1,1
400.1762,3.82,36820.18488,38275.10642,32611.6963,45665.06524,50274.05503,52574.39137,30590.90784,36793.4831,43172.49553
602.5326,16.94,67402.04218,58532.72646,59710.73976,33861.39566,28966.00589,35415.97715,57202.68071,46829.2922,46179.70672
428.1046,3.19,39452.16954,51363.00361,37351.33586,9637.067439,34244.90612,14584.86098,40375.12199,39524.42747,56573.72075
545.0538,5.49,18256.98384,20725.27631,15044.01259,50936.15445,55626.76289,52032.02245,29045.47582,29321.43369,30772.4918
1069.5209,13.27,60761.47995,43854.95619,51449.86777,732.9547191,1,1,19291.92278,22672.66382,18059.28315
350.13,4.35,1,1,1,1,1,1,51515.84821,60331.49918,55789.71718
382.2336,10.46,24575.28183,33424.38132,32782.14867,25690.14257,1,11386.99511,2226.975284,1,1647.806078
615.9077,0.79,37643.19509,29188.44175,34075.09348,55279.44177,67413.92414,60410.75552,35974.40493,29125.31691,23452.60418
368.253,16.39,22093.11621,26823.08282,43812.37803,26518.17641,22833.7106,26492.00437,15181.81596,19954.49083,16239.42413
914.1675,3.4,69095.46252,70132.99775,67189.59408,25962.50374,55999.76861,47732.73604,47886.34021,40772.18947,32108.77923
608.0937,3.46,20496.77534,28176.81213,28381.12087,46381.39505,45128.42932,55811.48214,16887.75141,19391.66438,24822.46143
740.2228,2.91,1077.785658,489.4994058,1,58365.0984,56323.64313,57190.45393,41213.74236,53131.70888,55244.25477
551.0695,3.02,1,133746.4827,1,19102.66651,21689.67324,21943.13026,1,1,1
438.2472,10.65,33122.3553,26419.52546,24423.34249,17289.41012,1,22249.05666,32761.82688,43555.77304,40690.43576
347.0617,3.45,7830.220467,15064.5553,7718.859625,50131.64022,38679.90809,53267.97843,23305.84852,25156.46379,33106.78814
218.1268,3.67,42390.34071,45898.6356,53225.09606,40860.80547,50344.91889,47426.94896,50836.51004,45279.55214,40385.24324
240.0377,7.15,1,1392.217768,320.8275859,5894.071262,5169.918401,1335.313154,2826.067009,1,691.9738091
500.0818,4.49,65078.88189,34701.37472,50180.44387,42548.38617,44903.86951,47946.28869,39384.71012,43356.05042,39291.66066
994.7967,16.98,40842.36567,29542.63621,37681.67762,13713.84381,5762.338176,6607.545811,31163.37616,32151.46723,29734.40896
562.1861,5.11,57875.35029,54531.23211,67149.90051,61036.88495,31488.87286,55388.62117,52144.03235,64838.59699,58568.60727
334.0756,10.77,63325.88461,45891.92539,54133.0717,34627.76979,41583.20452,35361.06931,33403.09373,24009.18347,25579.11638
255.0724,2.6,39771.13836,51487.85266,52984.65657,28866.40997,16016.58443,19516.14185,30630.81576,52686.55655,64533.04696
122.0036,4.7,46586.17627,39519.77135,36933.03856,31257.79879,32870.82337,33139.03296,38303.74781,46928.51255,53397.44186
858.3464,11.47,77014.06836,71090.57453,72512.03773,48400.82513,48095.69012,43876.74895,39012.0874,45166.44013,57018.15587
880.3833,4.78,1,1,1,38956.14634,50993.63921,52641.1809,62366.26662,85577.44792,52403.61664
218.0364,1.26,55608.48816,38966.85224,43453.26969,3809.070887,12859.00903,1,37988.37414,28526.63487,27671.02785
177.0825,2.2,27663.91644,27495.21443,28014.82547,57232.12357,61468.76496,57963.71378,39750.03351,47702.38487,34164.25854
486.1912,3.9,1,1,1,46853.81152,38553.27687,37482.34903,36876.45441,44432.47209,32444.24908
362.1211,2.02,1,1,1536.405768,1,13229.14224,1,1,2804.592588,1
688.1283,4.12,1,11080.89954,3229.641264,93380.69339,86331.45652,77456.41995,50038.56845,63146.13322,47674.26287
670.171,3.54,56449.30191,45791.86989,43314.40502,67506.70833,49204.24509,74361.45356,64987.36249,74191.08869,50408.11101
916.2131,6.75,51911.15272,79080.48661,56361.73894,37084.00293,30246.37917,31404.18084,35804.05159,69912.84202,72823.10334
738.5215,5.66,59446.79357,66985.32998,78072.16951,60607.9803,30312.70371,53365.48612,40753.40865,37697.41302,40929.02369
603.2115,11.53,43992.09716,37623.0727,40397.30743,21037.65776,15620.41102,16025.12544,40845.83706,26960.25259,37302.05872
766.1888,3.04,9437.630141,4604.757229,2231.201021,9189.378554,4995.136227,11174.63341,50419.29044,31700.24868,37152.2841
338.2229,13.6,71622.19067,64544.20705,65570.30397,15214.39605,26153.53875,23171.28578,22958.94,6922.543169,13119.97144
654.4323,15.69,50896.0118,58099.26523,55763.45466,26449.24409,32823.89115,38701.27072,32085.89793,55074.47572,54604.11828
524.3097,15.79,51040.76537,42907.92102,47365.53925,63796.66853,32322.28606,33694.37422,65078.64082,61346.1013,47290.19965
260.0903,2.8,46022.14989,29348.22401,16429.54838,9935.07394,8834.151666,11797.96598,46618.26793,30533.06838,32203.72543
493.2874,11.28,1,1,1492.517226,54854.21886,73005.65774,66653.78506,1,1,1
788.1821,3.69,32805.20492,31168.47544,31511.9896,5970.387151,10370.17521,6468.169742,32817.39011,17095.43642,12358.96254
580.3116,11.84,32236.88601,39075.75592,39554.70584,65395.98701,27237.70064,40596.21141,19167.78319,17790.31933,24126.35487
213.9179,21.43,35148.2661,37448.46356,35979.90605,48286.57166,40449.6309,34554.106,36376.14397,33620.31116,41310.01906
218.1265,2.3,50197.60504,47227.1408,46963.69694,21057.05395,22772.61776,21065.9745,22081.84998,20600.76905,15735.57663
751.075,1.24,4310.450299,6744.730587,5303.447935,19954.06655,20018.2966,19155.40889,15159.15252,14831.89425,12703.61975
608.1121,6.85,46881.90866,32404.8764,34493.21726,23428.54153,43227.5402,39529.43792,16750.41488,10140.44137,11524.89501
