Mass,RT,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3,SXT-col-7d+13c6-phe-1,SXT-col-7d+13c6-phe-2,SXT-col-7d+13c6-phe-3,SXT-col-2d+13c6-phe-1,SXT-col-2d+13c6-phe-2,SXT-col-2d+13c6-phe-3
164.972,2.26,314104.7215,277651.1895,297063.1773,98983.60929,111537.2512,105456.5106,134645.2813,40791.05778,103928.4569
1067.2854,6.82,55639.08401,42545.67118,47346.09191,327361.3368,461361.5505,398324.8837,122368.8459,148414.7864,135366.0623
916.2836,4.29,227210.2291,179656.6352,193065.7925,92688.05844,76210.2042,88076.35466,174785.8339,173321.7219,134372.7981
504.1837,2.98,98310.67185,109924.4766,120008.8572,263390.1355,293632.8839,299760.608,48511.63025,66130.90522,79894.21997
828.2456,5.18,237238.5523,217023.2462,237191.3993,75844.78148,68376.97555,62912.64203,174268.3812,141191.9044,162387.1885
294.0935,5.43,37640.9079,198218.6475,60108.36994,72692.02901,58081.7214,65800.85467,79155.30882,98555.65904,98364.1453
553.1353,7.1,1,7824.546987,6253.225536,128113.0358,102648.7564,113442.6827,246344.3337,201143.8403,172432.7472
197.0308,1.33,66751.75574,107160.3743,88367.89449,24240.08454,24048.02231,32575.59303,66017.20153,117497.4843,189888.8075
492.2478,14.66,1,1,1,1,1,1,302619.1938,165400.972,297438.8483
478.233,10.49,49264.06633,73856.72725,60008.69576,148160.0264,282991.7226,216478.809,21212.09984,3594.159753,29284.72045
443.9919,1.24,5338.688033,15552.59904,8316.752243,88734.71613,89987.04987,18439.66287,36056.31573,39328.08875,15946.89138
547.1005,6.31,178792.1577,176022.0789,243827.4068,195669.4727,86485.69472,223457.2142,254604.9591,214834.335,184613.6776
682.3016,15.35,269189.6406,307297.7387,288149.8121,109020.9866,51295.6057,85914.16384,56031.62001,59425.58158,80050.3372
171.1283,2.06,1,1,1,16132.82486,18733.88128,18521.29417,36139.6618,300210.4153,373481.1183
551.322,11.75,187826.7361,76342.43786,110614.6126,1,1,1,87477.12848,106062.8349,78457.45439
457.1763,7.13,70654.69701,60609.31657,63292.66457,265843.5128,316374.3273,291047.5851,154589.6062,207413.8522,83673.6328
534.213,3.78,1,2155.101449,1,19601.23938,26219.35421,11900.30935,166739.9829,237386.6978,105141.1839
552.2667,14.37,1,258345.1542,591852.9551,145498.5711,1,1,1,1,1
551.243,2.03,1,1,1,1,1,1,273978.6655,204671.2449,189248.7238
490.1678,3.01,274645.0762,209945.5916,243876.6608,116088.7501,76333.84382,162729.2988,199772.8604,220341.7518,310441.3053
772.2962,6.81,4089.43445,490.6359344,1,192911.1157,143998.7275,182169.637,261312.586,289993.3543,246382.3859
294.1133,4.03,60640.21315,59740.4603,61927.70355,209126.1488,258553.2634,230966.426,56151.85148,77855.0157,86908.76757
762.2218,4.24,51248.257,62168.8711,47877.07456,171348.6223,221162.5645,227296.8394,25198.55481,68517.19157,124003.2513
188.0586,9.6,117637.6109,125036.8902,121412.4502,242374.0351,165085.0195,211012.013,125369.5763,173810.8599,137162.0912
722.081,3.47,240365.2008,163186.6771,211368.765,84871.04697,123279.8378,91728.75831,96998.44636,83658.20415,48604.55934
542.2083,4.97,5458.460836,1,2071.152681,105370.5391,130207.8813,128324.2732,165800.1948,204191.6495,228064.3394
189.1002,2.6,130076.7758,156411.592,141830.9264,102626.2569,82230.62387,104828.7859,144170.408,196225.2869,282314.199
398.2328,14.59,1,1,1,225276.2283,1,167319.745,1,1,1
1001.5344,13.27,264520.5496,162214.3969,215080.8474,3422.889307,1,1225.587398,106436.8206,109911.4009,90444.44802
606.1571,4.7,227116.5506,218240.9053,202566.609,218557.2391,149215.1976,220410.598,253839.6066,229357.7626,294791.4297
632.2108,3.86,1,1,1,23094.41332,35884.79723,25784.66606,234552.1028,215473.6714,160998.942
705.1499,4.18,48744.77099,57571.62477,73352.5137,24955.11406,31337.96723,22992.12895,27470.50078,38746.53331,55281.3492
374.0916,2.42,1,1,1,43091.46086,31876.65075,52480.43298,236750.5041,230502.9657,183444.9831
552.235,6.79,175105.7846,247786.196,206969.3161,238997.0149,283527.268,257751.1851,136805.9596,174337.5417,206482.0589
460.2095,11.43,100851.955,56758.58623,93765.05141,34874.19948,1,1,1,1,1
1075.3187,6.82,2413.323506,708.5484632,1,206309.9864,274234.9598,247974.1505,174072.0124,173497.3224,99624.04354
906.3588,12.69,260264.7116,135338.3616,202443.1888,26244.41804,22258.49411,26749.70372,80695.25707,50804.87932,41070.25693
541.1789,6.19,191723.7253,260427.3671,205543.1391,245356.7225,293694.8792,270478.407,183247.0376,246175.2958,294168.0106
536.1704,4.57,292990.4558,233200.201,278657.7899,161504.3242,184243.6893,230507.8064,210741.4505,211600.9663,211231.6828
132.0537,0.88,191703.5836,155069.77,161979.041,240280.9714,218585.8451,230126.0503,149719.8523,125446.6505,111827.8549
332.1601,3.36,1,1,1,1,5473.26487,23856.35419,273845.3638,14344.31088,263820.7399
1039.324,3.67,3363.159274,1747.25161,1,64201.79131,76604.24233,63358.59432,235074.3107,289575.4268,213056.6561
128.0569,4.09,1,1,1,18104.54997,9759.641737,11713.95045,147608.1956,166839.5413,200149.6748
482.2071,4.78,17266.09128,16194.58553,19081.6977,272722.7189,244388.5614,122669.3494,160025.5109,163257.2867,179470.2754
340.096,8.19,203145.1579,176841.6876,225827.1066,223060.5149,167894.5279,238255.0343,180201.0632,191118.394,148253.8908
747.467,13.69,70225.4951,54239.31824,137917.8719,1,1,1,88091.67082,101115.8416,108228.9579
139.0277,2.04,87857.06522,48540.24635,82467.17306,45488.1485,12553.2732,65930.82052,153520.9059,150877.5903,55776.06801
282.2553,16.47,121258.9293,184897.9418,168979.2859,257741.027,128085.3452,171780.6329,82817.28146,91609.40527,73370.63784
666.148,4.12,1,1,7729.911637,265208.3181,326313.1446,361905.4678,196906.2204,189233.1169,129305.0153
329.0655,7.67,21069.88797,26000.99372,23569.9323,163576.646,249465.5325,193614.5909,27447.98953,24415.29188,12093.13314
898.6757,14.35,1,1,1,23958.22586,356236.4779,212656.9755,1,1,1
481.1421,4.92,19901.2898,21551.83181,18232.15922,102002.2878,179050.1039,186180.2801,58607.43557,92521.09442,108670.2345
458.2325,16.95,220459.2423,237219.7538,271236.4224,215964,131941.3048,123101.5777,285942.3629,257673.9285,292391.1302
304.0796,1.89,277232.442,195935.3991,281129.0721,206697.719,191831.6563,187543.6071,400563.7491,386411.9231,373125.2694
464.1504,2.81,212837.2288,187058.7121,231960.1278,96396.1245,50248.75256,48869.53139,163617.4919,154392.3755,119700.3977
956.1716,6.36,30533.41624,94050.71029,137219.0377,125343.7881,190536.4584,34612.04589,70209.36981,210494.2014,211122.6477
368.0717,1.76,179105.2254,79661.07727,205492.1091,82993.23112,82009.80517,107074.2554,124016.1234,110841.8628,164234.4293
456.12,3.48,108237.006,153441.1917,144280.7034,185077.6699,124120.6415,132397.1731,147876.4064,192126.7534,176933.1052
746.127,4,280687.2801,289347.6425,247066.6813,181831.2454,205736.7706,180236.6148,248756.2882,227984.2646,87671.61205
342.0943,3.92,64169.92987,68219.76853,63183.76379,39051.61957,33042.75822,146466.828,186158.9959,149402.8279,150774.9572
244.0709,1.24,215272.1606,207987.9224,239817.464,133825.1123,134941.5037,143157.0662,119994.6687,123479.1946,122218.1415
788.4029,2.94,1,1,1,291317.9739,245306.761,267681.7321,235892.887,83135.90633,295408.4506
166.048,0.93,857726.391,1167271.107,974558.8619,76245.58359,106024.6997,55090.45798,1117489.064,42557.14282,1191190.389
600.1443,5.81,204774.9687,231053.3679,262529.2908,137854.2314,163385.0448,152093.4037,180039.5187,210266.4375,223431.2239
708.1885,3.53,208826.3549,260331.8717,227218.4767,47792.85404,37106.30093,38659.05233,154447.0129,121856.7773,119026.2947
528.2452,14.12,1,1,1,1,1,4387.857378,221168.7463,292034.386,231461.0779
438.2659,12.38,1,1,1,197416.4818,134333.7519,157810.8572,1,1,1
530.225,11.19,48925.50412,70551.19946,22061.8559,118190.0684,57298.88943,215830.0706,18462.17916,4097.301953,10930.64944
180.0457,1.91,66298.9544,45281.20923,55419.34496,207209.7339,240387.0864,243448.7386,13021.53606,8037.435335,727.6217056
119.9336,21.38,243844.8991,252704.4404,254194.6746,246732.2303,247909.0616,243852.9697,254400.8578,245766.7333,245621.9381
978.2962,3.84,76304.00448,107338.5013,91246.64544,157892.772,177676.834,180033.0912,59463.82848,55522.06445,65130.89545
522.1683,13.65,1,1,1,1,266788.0189,799408.1865,1,1,1
380.0906,0.95,29229.99172,29008.26375,26649.89338,19863.68761,106864.3988,2772.955637,1,99140.99064,226770.9057
520.2799,21.25,21787.94321,10547.19706,10671.1013,153413.8654,48275.39599,24011.68577,35361.58907,331767.8433,284551.5926
564.2238,3.98,1,1,1,1,1,1,217996.6811,165961.8073,158944.2112
241.9941,6.85,275819.3649,216906.8639,255098.2131,120291.6218,143994.5245,128037.7508,133853.3428,121334.2633,95781.85228
1012.8169,16.36,175192.7641,203306.9324,174486.2088,289707.5518,54264.4121,135471.7551,153141.8784,126910.5707,136893.5083
610.1313,6.2,1253.195373,1,1,31822.25805,86999.6544,60212.87034,14242.27986,1330.853322,1
827.6242,5.56,306400.0828,271798.7409,291028.5686,267660.1875,207274.1488,247744.7028,212488.9813,198973.0149,210213.8871
680.2528,2.99,1,1,1,6783.448645,4335.266955,4229.819438,27135.95722,34903.176,29250.38481
352.1104,1.77,1,1,1,168423.8139,117269.1762,133871.9487,178267.4315,139109.4413,148504.5289
517.9047,0.79,197403.5948,193554.3184,194407.0154,170001.8043,172287.6626,170472.2374,228957.0418,222973.2915,207182.4933
476.2529,14.45,214006.8667,1,445519.1407,1,1,1,1,1,1
952.3195,5.71,217792.4993,278938.6886,181343.3601,159301.7883,153326.0259,174013.38,155678.5677,230607.03,271694.9567
396.2121,7.94,136594.1849,97256.33495,119959.8926,204362.5101,298869.4733,248155.5737,72832.0251,71884.57819,59656.2984
548.0635,4.55,219506.0742,166925.4704,242107.9305,123193.1296,138543.7588,212854.8557,181718.298,109707.9434,179703.7067
560.1519,5.98,43155.38578,47044.69257,78700.94722,99918.75235,88915.3826,47680.015,53653.73682,30286.03702,38544.27277
623.2029,2.16,108861.7779,196171.0923,143351.5931,61853.60957,131447.5097,123612.1957,125113.2679,322148.777,316298.4457
160.037,1.26,141610.0869,112517.8504,119161.959,79406.43206,72680.3886,60903.21045,47491.14547,110548.6703,110656.1695
524.219,5.64,1,1,1,174826.3949,184971.9643,175036.9939,201974.6868,205422.0601,179374.3267
615.0695,2.41,57900.59858,68521.83052,55302.08986,202209.5509,224731.7703,230980.324,69731.47991,57897.92909,64377.86408
346.0897,3.24,29009.80397,68506.62064,1,136542.6197,197794.1593,167161.2006,136562.724,170821.8442,108922.7522
388.1217,1.16,47087.68697,49655.48117,56426.55491,166959.4409,173625.8218,165143.0445,94738.66724,162571.9767,141606.599
614.1484,8.44,39536.6585,34556.42443,38440.8728,176305.354,233334.3173,206212.8433,39165.48263,30532.24783,21079.77412
346.2108,14.95,55950.10612,45947.55134,50286.80706,46285.39617,71906.90002,72506.98816,28477.00739,30320.97448,33104.788
548.3331,14.26,102435.3939,102319.513,96240.25882,124174.8335,160111.1626,217565.4666,21988.33142,29534.65134,69760.41921
540.2411,7.16,268441.1923,209331.2321,234258.0842,58001.27556,98752.99838,84196.07201,98914.18982,185388.4661,132437.5129
550.1892,2.63,1,1,1,1599869.159,1,1,1,141197.7671,258497.8271
565.141,13.19,224902.0745,91081.02286,65118.5783,199728.7668,190931.9381,282945.3959,277520.1343,179208.4718,298144.9592
705.1266,8.22,192132.3605,180642.2052,181664.9296,237900.6645,296195.7953,258149.8193,128030.8269,179114.5859,137248.4064
626.1476,3.09,265059.3385,271249.3854,282051.7759,1,37693.97307,32838.71436,188436.2673,147385.6879,128294.4113
235.084,6.55,211147.5828,206530.5733,214789.7075,241988.9886,271296.7741,246744.7175,151942.6692,161527.1766,141679.7703
610.5629,16.94,185663.9057,247791.3818,235334.1511,44288.62502,1,33800.94275,150702.9111,144548.7387,173426.9374
564.1439,1.42,96564.87246,141058.1502,121610.9237,89399.77558,94281.54618,102591.7871,88304.33614,203370.0418,299094.6591
398.0953,6.55,174545.817,191739.5323,183154.9327,214485.1037,217936.3539,216167.2565,138655.1748,163390.2415,157489.7222
778.2238,3.65,2321.734976,4701.815529,10547.29917,146854.8806,127295.6912,114439.4413,282070.1146,182763.2443,127017.1658
480.2569,7.67,102683.2603,96280.1075,103285.4953,177066.1496,171686.8231,148483.134,169747.1768,169220.8328,177049.8922
630.1338,4.31,219092.3099,206365.1088,202748.835,94841.68136,52670.77926,77852.77443,154700.5686,135308.9182,126148.0883
194.0317,1.24,40913.73271,43531.03177,35004.95253,167288.4501,204009.7936,169041.0428,70376.47913,96074.10343,71543.19497
218.0208,2.75,111633.9097,164793.1976,135911.876,179097.3899,192662.8999,189789.8905,130439.8557,161718.6356,152337.4483
294.1838,16.94,88755.04328,66829.35279,64534.9627,45211.88093,9056.016362,18944.12506,46505.99057,51231.1685,58817.6863
308.1984,11.45,3713.881222,15276.36665,2355.733065,1,20395.87332,25046.61439,10377.25833,1,9996.877782
411.0532,6.55,230584.6383,221743.9169,215475.1234,215571.2611,245126.5445,242708.0123,161639.0748,164014.302,140352.4998
418.2117,12.02,236858.2498,96331.19677,215871.5571,1,1,1,159097.4711,153802.8578,119197.7629
146.0579,1.56,4689.982667,1,1,261470.0247,286907.7499,268745.8754,15905.58829,18747.92788,4299.823522
843.2569,6.53,142760.8963,156012.0211,158073.9075,164642.014,260647.4714,212150.8916,141446.3029,172316.2379,132185.5561
466.0996,5.48,320118.9746,295116.2586,293421.8553,722761.7062,899876.6313,810652.0564,397539.4232,459095.9626,467458.7651
353.0815,3.46,1,1,1,68831.38029,55480.70123,59494.73746,269498.1689,259259.7942,241599.874
838.4882,13.6,7364.294216,2586.125911,2641.729708,1,279071.9326,124358.9177,1,1,1
558.1575,6.81,68319.01262,93280.31923,89263.06572,300414.4277,280190.388,269712.4753,91267.71908,130284.7827,150883.6572
192.0817,3.43,16210.27409,9983.71349,15198.9629,41123.34452,43592.20298,40168.10642,18379.15677,13124.53046,11168.38979
569.1738,5.85,55304.47287,69502.25608,56383.35913,212285.4343,255029.7382,233637.5953,60216.06783,121580.0769,176799.4988
656.4482,15.81,103010.3569,146936.4419,133425.1078,283883.324,236671.8036,237082.6435,60579.928,107526.4374,147836.2047
386.0848,3.26,1,1,1,61070.47515,84924.55115,65049.78943,1,1,1
540.1448,2.99,231581.5622,224065.6947,254602.9918,61285.53338,57170.83794,52210.60721,110708.7338,179929.4281,244881.648
531.2194,13.37,1,1,1,1,39762.21337,1,866175.8543,1,831736.7713
249.0249,2.31,165051.6735,123804.7564,243021.311,217521.0682,121586.7428,142528.5502,219455.4884,248743.9353,237447.648
272.0988,3.35,1,1,1,6409.337548,2592.925245,5536.884875,262061.1302,270486.1717,209013.8363
529.1874,3.73,297427.878,214119.1323,243159.4201,213419.7777,198052.3861,190390.1254,198737.7626,129361.6568,118985.8977
800.2526,3.3,248756.0508,85033.71401,62705.73531,121794.7798,133235.2667,124823.6193,33481.46002,230546.0671,64057.05024
353.1108,3.46,126402.9449,257878.2446,190981.0246,259243.5478,221941.9472,262985.2215,99030.93231,102392.8805,115339.6676
283.0551,16.46,45532.95887,32317.41308,36699.05304,246488.4277,150913.8914,182110.3495,27931.0743,50008.29214,20147.71139
529.126,4.11,171244.6088,143651.2369,131820.0932,121278.6777,132529.6103,114057.3419,215048.1982,150814.5466,219726.4439
945.2986,5.48,62553.28559,51232.34415,52306.08295,201367.7257,249823.7052,221570.6899,68813.45335,87229.22341,96099.53517
231.0509,1.85,73379.89095,104117.6997,64654.95889,243343.2162,292985.4245,291922.3542,76477.57969,130648.2222,198194.2121
596.2953,12.69,168263.8673,53991.3317,134754.8084,185616.8592,205654.9254,114875.9448,1,23815.03949,37599.39894
587.1485,2.48,114589.5476,116408.4191,132427.1462,95666.31309,118496.0783,116534.3918,148521.2121,148020.7873,301009.3082
917.1788,4.52,243973.2971,192565.3356,228039.966,72814.26931,68823.70382,73251.35864,203498.9091,175411.7092,142518.2928
496.2779,14.77,1,1,1,1,1,1,118075.0387,216289.5896,290547.5802
762.4419,13.67,10197.44654,22201.38103,12000.21498,1,13026.71034,11159.14957,18168.6673,15793.06589,21763.84137
479.1274,7.1,228370.1749,181275.5302,194109.8336,166280.8377,175706.3946,161526.4979,251401.9887,207057.6539,204687.9096
651.1283,2.09,131372.1492,135556.6785,146466.7411,171323.8484,175933.1119,213091.9453,124080.8213,169466.5937,191465.1362
470.2637,13.15,495136.2054,1,1,1,1,1,144401.2342,171173.7472,208734.5494
602.5332,16.4,215905.1952,229788.5331,212397.5559,206599.8325,218714.5112,217752.3637,130826.1732,153202.4119,162970.7145
382.0867,2.18,57994.28673,42258.40091,48461.35137,131425.4718,201366.2615,169804.0979,68620.56659,93955.61534,75443.25366
500.0918,6.76,246042.0719,183420.531,255201.801,125965.3156,117061.5625,123003.9127,130573.9231,86612.54121,71227.87134
480.2007,14.07,132247.0523,180279.5928,147488.1703,452626.2502,369978.5691,400905.9849,1,1,1
462.2378,10.89,36846.14722,50950.67124,25897.30422,1,1,1,22148.60317,19258.01059,29752.91092
955.5531,12.94,1,1,1,234051.0072,169451.5767,180110.7458,1,1,1
700.2721,5.75,89767.82094,138813.1786,117470.8088,211156.477,268387.3604,255833.0667,68920.79093,98034.39289,130972.3688
349.9301,2.24,89790.39375,76199.09564,85852.72428,66804.46692,75833.10074,80487.21814,18462.76303,40231.85687,35425.0969
1052.5868,19.21,50757.88299,49572.75213,39443.39046,41298.81335,28357.10967,25196.18649,74790.80685,78230.37526,79926.29515
242.0542,1.24,82817.01682,139234.2688,113687.0065,51589.5084,77767.52739,76578.40601,92330.80224,151320.3887,260437.9112
954.5536,16.96,163210.0971,165957.6435,149726.8751,138375.6255,158345.4807,139552.992,195906.7723,206989.8126,196271.8844
1044.5393,12.29,212159.2212,249454.0105,242063.8882,6467.94002,2104.368141,2534.241892,167079.6654,190107.5244,164417.0151
523.2152,12.17,1,1,1,127539.3856,140116.4698,176403.3155,1,1,1
659.4148,13.78,158111.0579,162143.6704,146712.7222,1,1,1,117822.2506,60731.66592,103959.9237
613.0901,6.31,195790.7213,171331.8142,171308.8157,95508.41883,117249.7506,118383.7994,126736.1068,159269.0733,105469.2645
449.2549,11.06,211065.6602,77526.04448,141348.2179,1,1,1,50555.60244,55737.50185,60568.06495
351.0944,4.76,251235.6782,184534.1976,219496.8874,117106.1373,143047.1562,141588.8294,157935.9009,149195.7111,139437.6122
332.1085,2.82,116250.6474,144346.299,135248.9579,1,1,207939.6684,148129.2436,1,171750.4115
128.0086,2.17,245327.9766,304826.4446,204939.1943,172141.9916,173179.4768,128008.2064,120276.6512,145085.6146,121522.6738
763.6052,16.98,250091.1619,264233.443,236596.0177,199884.06,167274.0741,203376.4565,234459.7161,213539.0888,199034.505
830.2176,3.4,7079.617547,1,7576.393705,315777.819,191388.3084,332276.8143,240855.5858,260033.3263,196099.8215
169.0371,4.09,15222.053,16610.95146,16828.70168,187363.9041,203034.4702,202303.0313,12738.05044,6999.50941,11403.11865
492.2477,14.36,1,222152.9656,247842.8386,129680.5175,1,1,1,1,1
212.1055,4.57,1283077.25,1048731.749,1198456.82,28399.1444,1128069.849,1063349.54,81956.23996,1771026.182,1857634.512
914.5288,13.25,1,1,1,1,1,1,316903.6395,277835.3701,329239.9071
305.9214,0.8,97471.36051,155009.8025,120775.8784,56216.31333,54368.47778,57049.92655,147476.182,208641.2388,232886.1698
168.0518,2.77,1,1,1,16371.68112,1,1874.776698,234549.2301,257494.9278,193857.3138
431.1276,6.32,201917.9354,156042.0466,169373.8423,143334.1098,132241.358,144831.423,150687.5319,129570.7935,186213.1864
674.2144,3.33,1,1,1,255896.8101,298864.8276,261681.5099,1,1,7435.617064
526.2138,4.85,6732.349956,19114.302,3644.414839,173043.3625,167141.4952,169029.5001,136904.1611,150135.5656,132689.9927
568.2021,12.62,135574.362,129053.5639,181668.4933,509675.0545,230255.944,366370.4764,50931.54715,1,928964.2041
585.2041,4.8,80986.64271,90015.15517,86844.10154,163463.8981,392890.0764,157955.8641,303424.2015,345731.7561,241750.9531
402.171,3.85,3267.41729,6285.102669,5007.074599,68205.57533,49374.70252,45110.24042,333555.1849,240058.9525,166579.4044
630.1868,5.12,29226.55588,21984.13785,28352.29173,49844.81894,67659.86827,59884.9685,200068.4854,214087.8195,104216.2038
257.8534,21.39,261688.9056,257282.3739,250891.5002,235128.5274,240145.8237,226824.9129,251751.7639,253741.6117,258632.2423
440.2534,12.87,1,1,1,151577.0459,179347.9499,160177.0412,1,1,1
986.1668,3.14,114318.6387,130899.3951,127922.7855,214426.9442,232239.7495,210595.4444,129841.4802,88035.7416,120472.0048
994.092,4.48,171174.963,174245.2761,150021.7346,210007.0211,12772.94252,166665.0418,106179.7658,189765.2576,5774.81088
402.1708,4.84,1,1,1,26495.9419,14481.23768,19822.92668,144004.5469,119969.9096,68765.07002
564.1999,13.77,319985.6909,365199.3058,343356.9995,21842.37018,1,1,245481.9647,226673.5584,223545.757
744.2744,5.83,6916.449606,1,3952.847771,203159.2888,172131.1438,178308.2751,59064.08867,76272.64834,65053.66689
247.9538,2.23,248635.3077,221632.8586,231631.1479,103820.4817,78407.29529,33267.39887,151776.1623,140797.0525,144227.4602
677.312,13.18,10355.85738,9155.707022,11475.83075,4291.697415,11512.19984,7424.899203,23445.29419,65238.37575,9756.430848
728.2511,4.09,104839.2862,136446.7575,137284.0496,294676.227,184773.5736,31152.45883,66434.71576,112308.111,331644.2992
908.3294,4.77,176579.8757,189271.866,158940.1031,187558.0823,232781.3857,209480.0745,89821.75041,90065.5656,149295.0983
463.1471,5.47,93324.70586,157786.6963,322846.4638,43795.15217,57842.71757,54784.88224,14509.54354,73395.99425,65699.43306
338.1152,8.52,154370.8013,116641.6973,138202.0731,69772.80132,112338.1848,87872.43916,137219.0848,85049.82185,97481.74737
412.2223,11.6,1,1,1,134017.2,217949.3092,176548.3041,1,1,1
930.469,4.39,419989.3223,352579.112,163515.9425,162764.1118,19379.65773,93079.11077,99016.71309,68803.67289,63438.94655
549.3049,13.27,196647.2414,116023.8115,155516.7318,1,1,1,95637.12648,82485.14916,94767.31622
602.2359,4.8,1,1,1,79616.19471,65617.74657,81909.14848,203344.5677,243170.0325,165549.9311
144.006,1.27,108689.8714,80669.97358,235915.7598,36867.94611,19771.76386,14096.45109,56966.53655,99774.04008,58516.00809
494.0659,3.44,55346.79175,111098.9135,90866.43413,164542.3265,158657.4323,187180.1232,57071.89371,70761.57931,126989.5759
1038.2839,3.92,81633.88081,82957.89279,86823.78315,104916.5302,132770.2402,124236.0964,48552.27854,41830.27356,98740.06306
128.0588,0.88,108581.2862,78315.71034,85201.08317,130763.1278,180836.4205,158312.1377,79540.88198,79725.46533,68649.31741
475.1536,4.77,218329.0731,152591.4622,186313.5199,109964.5508,102435.679,106183.1614,190769.625,174535.4939,175592.5597
380.1311,2.48,56235.83525,78682.04223,62283.35038,254585.8034,284359.4494,244355.5738,240790.878,75056.30758,109414.913
371.0769,7.68,174334.1484,134829.3659,145317.2183,191616.1544,236550.2297,240572.0247,103802.1621,110805.2337,96476.66806
328.0767,3.53,196663.8674,182739.2172,189935.2613,172214.485,185920.1064,188349.1016,214617.581,202948.3076,181300.2593
528.1924,6.72,1,1,1040.69575,90205.35125,112752.2824,94628.22519,89806.17466,93276.29283,105206.6009
898.6761,14.46,1,43959.2922,27198.35131,173754.1696,1,1,1,1,1
613.2599,12.52,269784.5969,90312.98103,211218.057,83209.32199,75109.2701,79264.42957,103480.4088,158768.9821,78958.96503
260.0899,3.53,146849.7805,119363.3994,131334.9424,207453.3828,221872.579,219953.4723,211151.455,219864.3441,151119.0708
216.1088,4.57,1,1,1,12741.14757,10621.90114,12751.12788,253303.952,236240.0017,168411.1826
237.0122,1.03,203130.9667,136278.8785,12363.10303,29781.78121,64337.59638,3806.917194,138923.8222,181928.2635,155510.8098
455.2376,4.09,7053.297725,8042.792269,5037.873253,142747.1407,234348.2937,189621.8208,4064.77164,8561.922661,8397.951169
170.0482,2.09,1,66148.00396,1,17738.33016,37360.38192,40653.09328,86985.82402,41201.9499,42486.64891
611.397,16.39,97522.19854,97723.51694,105029.6295,155043.5236,51603.26853,75258.26478,273442.0895,247105.2577,206134.1007
644.2129,5.27,1,1,1,112949.4114,130218.701,112607.866,192807.4542,237965.0993,219365.9604
730.255,11.54,93525.06632,100567.6786,80843.46684,201766.2638,228125.3711,225396.626,54096.30575,72671.27794,67794.12157
342.1164,0.89,21538.54948,20983.40502,29078.15206,110052.7482,92417.7488,68199.30813,34302.09515,63119.1412,59578.09349
607.1069,6.24,1,1,1,109176.706,92143.80782,101450.4536,213048.0682,184825.1054,154867.0926
695.4346,15.1,93651.5648,62790.3476,106694.1978,14266.84732,22879.06059,2082.707542,35801.42201,41244.29272,55973.39707
482.0646,3.54,158847.6498,172257.3478,185661.437,148889.0294,145642.7413,139975.4188,194459.3935,159620.9206,154636.9688
751.1407,2.57,38264.50547,37902.95308,51048.90112,174443.985,168158.9565,168576.1422,22239.27993,42150.68909,20324.50718
1200.4608,4.31,1,1,1,139519.6492,83772.50855,144362.6569,310306.4956,434641.1587,128675.791
462.2384,10.25,23812.08532,1,27984.88548,1,1,1,30137.4104,16663.17052,39308.47737
527.3218,12.46,222572.7177,196730.643,213180.6684,57603.16579,68413.27887,61759.14891,140189.0508,140164.4505,129409.5728
503.3008,11.84,160714.0991,142392.0066,185618.8675,74070.78115,132357.426,98539.74508,100466.579,125480.8903,87394.61142
484.2147,5.46,138647.4202,115952.4747,119392.6962,172143.3552,134666.6875,127869.9308,83123.84834,154131.165,110398.1349
592.1987,13.83,457035.4991,423488.9657,231556.3812,1,1,1,283442.9811,383575.7785,235137.762
640.1234,4.43,68985.21205,101917.5713,83796.16776,179609.6604,230416.4713,249642.7034,111919.2383,129383.8128,122189.4556
902.2873,2.82,176725.0654,122019.1277,146176.3437,80429.53859,85390.34078,80867.01081,127121.3595,152085.5164,100485.0787
432.1245,3.63,112822.3127,126167.7408,116732.7933,125295.2212,131309.2806,119745.9107,119971.0968,168372.0521,198836.2415
121.0196,8.52,175158.9699,139008.8196,150563.9013,70251.78696,105611.7624,89307.47073,146171.5901,93716.78861,105668.1889
436.1936,4.65,24060.06973,24486.63835,24077.42101,150116.5316,184738.8627,184682.7691,61608.39717,19950.56564,24591.47737
186.0297,1.05,112196.7431,85615.5313,79985.81223,2223.618486,150072.3427,116849.4303,48896.46111,53233.98284,68147.21452
184.1097,8.86,241332.451,216566.0894,230362.2003,41943.44181,66331.22692,55847.36128,71366.41944,71974.99279,120640.9563
552.2517,14.22,1,1,1,112374.9779,86360.76441,85756.56819,1,1,1
578.0351,4.43,54573.16488,73586.88794,70049.79543,186022.1209,257643.9383,229482.6853,88910.72543,36058.38699,126599.7353
538.2036,3.17,256686.0678,284990.6943,289187.6507,153980.4854,201712.7444,200808.6995,153356.7101,149929.1317,154017.7148
724.6013,16.94,210129.733,235148.3345,224729.2443,71977.44422,46575.72527,53671.30267,158489.7516,147456.2828,175795.2436
382.2385,12.4,25313.63362,276665.0651,93162.67161,1,166268.685,1,1,183213.8557,1
500.0534,4.53,232587.2192,218086.4748,244060.1972,228128.315,300043.4432,260574.3554,245126.425,142239.1789,205172.751
516.087,5.98,307429.2197,258750.6482,284215.9103,93157.86474,163308.3247,129758.7999,151210.8821,133229.475,115110.503
1038.1819,6.39,223777.8634,208381.9352,211055.8306,278997.5039,283221.3932,282169.3085,259541.9422,130324.3668,252437.3329
476.2148,12.96,204862.1879,59358.10075,117048.5075,1,1,1,97574.75824,1,1
