Mass (avg),RT (avg),[Area] QC1-POS,[Area] QC2-POS,[Area] QC3-POS,[Area] QC4-POS,[Area] QC5-POS
475.3012,2.66,28107,30438,28959,28410,31048
476.2389,0.37,49106,46471,45104,50349,43285
477.2859,1.11,33246,34789,37932,24803,21540
479.3021,1.09,28763,38788,37814,48638,44133
479.5434,0.57,61953,62178,44753,59460,65674
480.2491,0.37,21764,19877,24271,20987,22968
480.3229,0.36,59808,68499,86873,75679,92475
480.3876,0.35,31077,28980,28510,26892,30642
481.3526,1.07,95973,113161,89158,70207,66956
482.3204,2.1,11837,15171,15261,15581,11250
482.3226,2.71,33068,34538,43868,38252,40649
482.3568,0.38,174805,170368,172060,170144,176824
482.4058,0.36,17171,17350,16526,17093,17045
484.3054,0.38,22861,22464,23615,27429,25519
484.4537,0.83,97196,101594,95030,97366,98900
484.9048,1.68,10275,10085,10252,10339,9486
485.3576,0.38,111073,110038,96440,80689,80965
485.3805,0.38,85974,83878,73694,73190,81542
486.9222,1.68,9350,11063,10285,12090,10228
487.0396,1.73,29092,31275,30650,18466,23234
487.3524,0.37,53922,69381,69460,55316,65754
489.0554,1.73,28585,31000,22484,29869,33094
489.2792,1.38,16168,13173,12496,12340,14195
489.3922,0.36,9798,11265,9072,9820,10841
489.9556,1.73,18095,11149,10941,10211,11144
489.956,1.83,18233,4847,9223,10383,8481
490.9202,1.67,5305,6145,6140,6186,5269
492.9212,1.68,3937,4915,5282,3780,4218
493.0542,1.73,6428,22426,19956,20395,4403
493.3167,1.06,174427,149878,136208,118566,141153
493.5584,0.57,665100,643074,213522,655601,239618
493.8598,2.88,5032,6749,6520,6830,6634
494.4013,0.36,14369,15804,10947,13198,13206
494.8573,1.68,6613,7189,6786,7201,8091
495.3321,0.5,1096116,738002,523222,641983,739619
495.3326,1.05,7149761,5827514,6636929,6825029,7019774
495.3328,0.43,493159,539220,554042,273210,808819
495.3328,1.33,421380,513545,5733116,6877411,357884
496.99,1.84,11565,16587,15802,17313,16206
497.3924,0.51,66240,45255,96634,93787,51080
499.3736,0.38,1188672,1201484,1163185,1137969,1169375
499.3802,0.5,294695,130689,408407,193158,165206
499.9851,1.82,42832,49204,40712,16955,20300
500.3323,2.19,64884,62366,64663,65266,64318
500.3336,2.7,255341,282123,298563,303959,288065
500.4554,0.85,109393,152232,83213,139306,137984
501.0185,1.88,5564,6801,6868,6526,7832
502.3107,0.37,31514,53210,93985,78535,28546
502.4714,0.86,113962,61649,115242,111872,102555
503.7946,1.69,6248,5808,5700,6437,6961
504.3274,0.38,213259,184829,212721,209678,230816
505.8489,1.69,3554,5712,8149,6990,6776
507.368,1.05,73397,65377,87383,68795,75704
507.3687,0.5,80223,17345,71410,10490,13608
507.5745,0.56,158620,159428,173250,155286,141052
508.281,0.37,12568,16070,10818,8492,12786
508.353,0.36,38007,49357,63163,46793,50256
509.3481,0.48,23917,29452,25082,19531,24382
509.3483,1.02,258571,281232,212088,192658,196351
511.3272,1.19,14607,12670,14237,15364,11467
511.3363,0.37,29443,27592,21801,30176,30879
511.8667,1.69,13971,15362,14097,14906,15613
511.8676,1.59,3720,16003,5173,4737,5704
513.3512,0.37,154332,143271,141397,143119,131570
513.8648,1.68,5823,6875,7104,6183,6258
513.9999,1.78,2042876,2133195,2183574,2188982,2204642
516.4379,0.36,11215,9876,12300,8875,11475
517.3153,1.72,18512,15612,15599,16475,13803
517.361,0.37,116980,100743,95092,102595,110837
518.1406,1.52,12020,11364,11241,11637,9560
518.3427,2.67,106037,118453,118548,114548,123245
519.332,0.5,281151,174051,177355,194730,224772
519.3327,1.33,89057,101935,,86106,75337
519.3327,1.03,752847,742781,1218272,730381,1249581
519.3331,0.43,136227,129334,122842,119947,274946
520.4149,0.38,47126,46897,75538,45162,42542
521.238,1.36,6152,7295,6155,6387,7779
521.3482,1.02,1344752,1160057,973054,1023880,1133041
521.3482,0.5,327636,213278,259111,70165,247142
521.3487,1.33,97973,91862,95774,83363,82829
521.349,0.4,107736,81864,80021,180362,220816
521.59,0.56,1566629,1649195,1422392,1370246,881613
522.3137,2.19,43619,51837,43825,38173,45016
522.3159,2.69,40392,44738,43635,49847,52148
523.3636,0.42,44451,22259,97197,127977,107283
523.3637,0.5,336152,229766,142153,145665,250098
523.364,1.01,2304765,1654706,2534195,2442149,1526142
523.3642,1.33,166967,137724,164385,167924,162729
523.955,1.72,3695,4115,6837,5188,8012
525.2571,1.16,34530,20241,23455,22679,19029
525.4247,0.56,58079,105395,64400,54206,37418
526.134,2.2,9354,10632,7687,10114,8766
526.3488,2.65,42642,45339,43986,42350,42167
526.3702,0.37,59357,57318,56561,56431,56292
527.3309,0.37,17543,16236,16384,16522,16458
529.381,0.38,33854,27113,29460,29113,29079
529.9735,1.83,25884,27829,26362,32142,32365
529.9739,1.73,27513,31304,29623,25608,26148
531.3768,0.38,65721,65538,71894,61863,65053
533.1475,2.19,8049,7792,6567,6504,6053
533.2876,1.69,130801,159097,139604,139829,160960
535.287,0.38,9104,4110,32170,13492,29548
535.3279,1.17,21183,31830,30612,32709,22301
535.4435,0.37,33889,36380,36127,39672,33090
535.6067,0.56,228441,139503,215424,203265,189730
536.3098,2.49,11156,10654,10406,18108,11606
536.3337,0.38,27139,14111,16997,25322,13714
538.2909,0.36,19794,19251,21628,20330,13821
538.3647,0.36,112464,109849,109009,128188,121376
540.352,0.36,38982,35248,34901,35023,36782
540.3981,0.38,127798,112743,98791,127369,121710
541.4191,0.54,69048,67172,60924,75424,54516
543.3981,0.38,44638,47727,41369,37521,46557
543.4131,0.51,182679,152610,90546,88053,99293
544.3223,2.6,33960,44247,51200,39476,45799
544.3599,2.7,32756,36748,31330,36116,32362
545.347,0.43,11104,57618,129389,47556,55601
547.6055,0.57,66260,69695,61656,63621,59921
548.3438,0.37,18089,17014,15932,21152,21723
549.6206,0.56,1639164,1662744,1694672,1592937,1375257
550.436,0.36,38177,42399,35384,35185,38868
551.5639,0.58,64587,48017,65580,61133,56035
552.307,0.38,26217,27459,24754,22694,24303
553.3579,2.62,5853,5936,7281,9158,8574
553.3856,1.04,372191,257720,273782,248339,248649
553.3858,0.43,250091,73141,169431,115755,96819
554.3439,2.67,138747,133675,141982,135351,135674
555.3978,0.37,70510,64568,97956,85242,60312
555.9878,1.73,26459,27036,26028,23791,24946
555.988,1.84,40856,28328,49738,49172,48078
556.3584,2.67,150920,157573,157151,152023,159467
556.359,2.46,35149,26649,35307,49801,29019
556.3805,0.37,49961,48512,53085,48001,58770
557.4134,0.38,469509,463356,452829,444185,452826
558.464,0.38,16778,16341,17544,18432,17213
559.3034,1.68,41885,45336,45716,45604,52866
561.3189,1.69,36731,43847,41640,43965,43432
561.5845,0.57,18621,21576,11291,21712,21117
563.6004,0.57,189580,145073,97854,156046,161469
566.397,0.36,55111,57305,55207,61673,60061
567.3308,0.48,36907,8855,37259,31396,15400
569.0421,1.79,30968,33962,19859,23207,34330
571.0579,1.75,30620,33687,34278,33974,35465
571.3693,2.66,118046,125590,126661,30996,32672
571.3911,0.37,85371,79774,81602,78670,71850
571.9583,1.73,14434,8695,11802,12166,13130
571.9593,1.84,14513,10924,14540,11467,11560
572.3535,2.66,125922,130074,127299,128988,134478
574.3685,2.68,176855,129539,186443,168678,193586
574.4603,0.38,30755,24411,27586,27753,25985
574.4841,1.64,59239,54052,45027,57620,70202
574.4947,1.18,11982,12255,11443,17451,8903
575.0568,1.8,12376,13935,20527,20737,18970
575.4027,0.38,111395,113072,110369,109100,113453
576.3484,0.37,20661,21419,18030,20971,25243
576.4746,0.38,38212,41592,30516,49256,39417
577.3848,0.47,35313,28358,70923,57037,30370
577.3866,1.05,33106,46396,46878,50557,47478
577.6524,0.59,53562,44325,47019,25043,46845
578.3403,2.39,21169,21414,18303,22489,20942
578.3437,0.38,74963,65955,64169,66868,72491
578.4769,0.36,78746,73341,73395,69896,72660
578.9937,1.83,18938,20194,20425,18217,22982
579.4017,0.43,64128,18104,53986,1357,37091
579.402,1.03,75099,74988,48366,134762,87927
579.4021,0.41,84923,47917,51190,55036,49070
579.4022,0.5,73662,19618,14290,14269,30781
579.5964,0.58,44567,30359,39457,32491,40363
580.357,0.38,30497,35269,36284,31697,35086
581.4166,0.49,45444,33123,105260,19797,11103
581.4176,1.01,97534,62670,95715,69516,60409
581.9883,1.73,65234,42210,39004,33078,33401
581.9883,1.83,28955,2282,39315,13657,22607
582.8813,1.68,7019,9436,10227,9079,9476
583.0221,1.87,4789,6069,7138,6708,6590
584.2203,1.33,7265,8040,7367,9083,7887
584.4117,0.37,66224,56527,56335,52302,53891
584.8988,1.68,11422,10462,11964,11284,10488
585.4438,0.37,31758,26835,25178,26919,31020
585.4451,0.54,66667,61190,69065,69270,77595
586.5411,1.86,41025,37941,32641,33996,47581
587.4247,0.38,21049,20007,23957,19984,24704
587.44,0.51,74795,65296,83351,72448,51159
588.8975,1.68,5130,5373,5642,6293,4932
590.3954,1.09,29474,21651,29856,28688,25595
590.3955,0.68,105419,98759,57902,104446,51125
590.3959,0.36,49359,49341,43751,50346,51951
590.4909,0.36,41482,41655,41329,40273,40445
592.4609,0.36,25813,31167,29768,22758,30045
592.835,1.68,5468,5619,6156,5736,5045
593.35,1.32,30989,28440,26639,25194,24775
594.4873,0.38,52171,40591,44234,43028,36964
596.0032,1.8,1587157,1679062,1700600,1709215,1711146
596.334,0.38,36861,41862,40722,37596,39711
596.412,0.36,45877,53100,50505,50153,43549
598.3902,0.36,56645,59713,56309,59039,60693
599.318,1.73,17248,18810,17152,15884,18272
599.318,1.05,19492,19739,37359,24932,32499
599.319,1.85,6580,11070,7961,12561,11023
601.4422,0.38,44417,50705,49857,47029,54198
601.7734,1.68,6864,6034,6298,5888,6010
602.5274,1.17,39271,42952,31919,51359,30604
603.7704,1.68,4482,5357,4150,5783,5842
603.8258,1.69,1878,3039,3478,3230,4581
606.3896,0.37,24275,23608,17243,19603,16077
606.4968,0.36,11151,9999,11302,12098,10294
608.4876,0.36,68190,61487,54829,64732,63653
609.2721,1.05,35027,56436,77918,82477,77509
611.9769,1.73,16501,19290,19795,21671,21646
611.9777,1.83,13267,14367,19219,13747,13507
614.491,0.36,21234,17284,21759,19479,17764
615.1855,2.22,6178,8113,7771,7942,7403
615.2455,1.31,9847,12255,9648,8212,10532
615.3956,2.62,18454,23376,26125,24656,26012
615.4579,0.38,174384,171655,155859,172034,170256
616.5042,0.36,46741,45694,51490,48879,46245
617.4179,0.37,33582,35304,35865,35637,31657
618.1599,3.25,10061,14295,12729,14622,13151
619.9628,1.84,11055,10492,10001,11972,11798
620.4107,0.38,57950,63653,64555,53678,62754
622.6128,1.13,80947,90386,99039,128540,32806
624.3848,0.38,18073,18378,18553,16874,15860
624.4432,0.36,24399,26172,29252,25543,27406
626.0132,1.73,11410,12925,12574,12450,7313
626.4457,0.36,35891,30885,28675,29801,31397
626.5267,1.14,67958,106102,56800,70443,64281
627.8169,1.68,17174,18343,18094,19334,19894
628.3803,2.57,14994,18350,15314,14233,15954
628.3816,2.68,15585,17916,14680,13881,15522
629.4713,0.54,67801,54628,44679,42357,45364
630.477,0.36,46573,44435,43885,44523,40893
631.2647,1.68,15262,19893,20886,19679,16906
631.4473,0.38,33381,32950,28400,25744,29401
631.4671,0.51,89389,60699,51680,48607,54225
631.9793,1.73,12624,12140,15005,26146,13979
633.2634,1.68,6329,7041,6014,6012,7159
633.4468,0.37,31505,40153,29919,36628,38916
634.5258,0.37,12877,12821,12391,11410,12068
636.3896,0.38,49492,51953,55492,56215,57747
636.5162,0.36,60161,56975,59443,71203,60005
637.9904,1.83,44261,51400,46614,50808,50173
637.9935,1.73,34579,87744,34877,38160,36684
640.3581,0.39,26507,28379,32276,30510,33658
643.4872,0.37,25036,29772,28909,28831,26043
646.3909,2.55,52070,53941,53949,56926,30053
650.3619,2.09,96561,96685,100602,97123,95855
651.0454,1.78,28557,8077,29401,30504,8209
652.3738,0.38,17804,16887,21303,17714,16714
653.0605,1.74,37506,31118,36176,36267,37571
653.3237,0.36,10161,10628,10764,11109,10063
653.9648,1.84,19255,6797,8255,22243,10722
656.4303,0.36,45634,45379,46838,42439,48886
656.4823,0.37,75764,86697,82276,71850,71713
657.0575,1.78,16845,18426,18443,21305,20714
657.28,1.69,7738,8557,9170,9302,10215
658.4406,0.36,15816,13096,13397,13676,14833
659.2973,1.68,16663,14482,15147,15687,15180
659.4816,0.38,52964,52379,57030,52006,49438
660.3875,0.38,18895,17500,18937,24103,23762
660.5923,0.35,16593,15813,18164,14748,15298
660.6284,0.49,42098,23364,11597,39646,38804
660.9961,1.83,13612,15508,15638,17135,16511
663.9912,1.74,32943,17913,39239,16358,23227
663.9921,1.83,37416,44630,39785,22751,13573
664.5404,0.35,34323,32275,31985,37473,36802
664.8903,1.68,10276,10634,10660,11197,11510
665.9796,1.73,24232,53278,31150,31981,30750
666.3941,0.38,15005,15145,17480,17337,15377
666.4814,1.75,13144,12000,14538,8335,12467
666.5248,0.36,98425,92498,95244,94561,89422
666.5263,0.41,10369,11241,9436,12442,5912
668.3237,0.36,8164,9168,9496,8865,9427
668.4138,0.39,13966,17398,18523,19301,17399
671.4741,0.36,78811,81813,72027,88219,72178
673.4965,0.37,78351,77095,81208,74768,79567
674.5359,0.4,75894,43507,63029,45734,46306
677.9894,2.88,6423,4311,4156,3175,3585
678.0065,1.79,1330012,1447261,1471598,1482860,1490689
678.5083,1.76,33121,34563,31937,34359,34381
678.5237,0.38,83394,79366,88629,85679,79451
680.4111,0.38,20310,21046,21311,20024,19832
680.5049,0.36,14512,16948,15417,14778,16755
682.8731,1.68,8360,8719,9316,9859,10397
684.3852,0.39,29455,28819,31142,27224,28830
684.4283,1.85,85805,50120,57560,61895,43619
684.8722,1.68,4280,4558,5621,5458,4557
687.5122,0.37,42523,41472,38693,44449,44911
688.551,0.4,40645,58823,39005,55666,55568
688.6254,0.35,16141,15944,24932,13893,18917
689.4325,2.48,10726,8984,10162,9919,9406
689.4883,0.38,48442,51187,51935,51875,44981
690.5548,0.36,16922,16833,26866,21955,20195
692.4045,0.36,13970,14301,15143,16342,14752
692.4223,2.67,13159,15043,14508,15551,13990
692.4678,0.37,14584,18094,16916,18203,17062
692.5712,0.35,21418,17344,16158,17244,14898
693.9783,1.83,9079,17195,18680,14920,19612
693.9784,1.73,17377,18828,16650,20160,20106
694.3503,0.35,13532,15951,13498,14364,14238
694.554,0.36,49448,56145,58765,43093,46540
694.6597,0.59,84368,116432,131096,108703,70880
700.4017,1.87,64938,62838,52665,53332,54736
700.4024,1.66,125789,129903,191734,166091,183920
700.4027,2.14,45611,33682,31119,25474,25871
700.4992,0.37,30267,41512,36303,38207,35934
700.5512,1.33,22605,29301,18375,16503,12369
700.5512,0.43,73470,101939,56159,27485,52967
702.5677,0.43,423358,156356,238004,228883,201697
702.5681,1.33,68389,58032,52150,62508,44315
703.5052,0.38,52318,55554,58261,63391,62638
704.2385,2.22,5998,8138,8006,6596,7119
705.4689,0.37,31914,34038,34388,32970,41803
706.5486,0.36,25914,41657,33174,29658,36401
707.4991,0.38,160127,124337,158630,123493,141288
710.5583,0.36,11075,11289,12261,10250,11337
712.4373,0.38,17328,15472,14095,17899,13332
713.48,2.69,13889,17352,18364,15298,14941
714.5248,0.38,72882,70471,58960,62871,75122
716.6592,0.35,19713,12249,10147,8933,7251
717.5236,0.37,62977,63973,62845,60569,65107
719.0069,1.78,196029,212260,225533,231005,64859
719.5839,0.43,32189,62724,60186,88875,66720
719.6144,2.04,12896,10382,16512,14234,16124
719.9972,1.83,54403,40643,106853,60097,62112
720.5,1.42,1092225,1096069,1007315,1093521,1094714
720.6225,0.37,4305,4485,7221,5446,6032
720.674,0.59,75165,71132,71409,57136,67701
722.5905,0.35,14812,18655,17488,18294,14861
724.3988,1.95,9673,7855,9026,9861,21607
724.5632,0.36,115372,46671,45400,112022,109035
726.3791,0.36,23576,25374,27024,20338,26229
726.5589,0.36,19908,20411,33026,43191,22092
728.4124,0.39,24417,24018,27105,26981,27378
729.2449,1.69,5015,6306,7107,5812,6416
729.5282,0.37,118963,119725,87208,116768,114922
729.5314,0.54,20765,39459,90986,111854,106093
730.5986,0.43,131294,60286,88383,123313,14594
731.545,0.39,96401,82377,188988,169751,106083
731.5466,0.53,296795,305765,203504,293950,295251
733.048,1.79,29067,32891,30951,29766,21595
733.5635,0.43,183481,60697,128429,141970,119469
733.564,0.54,302456,215508,514611,515814,541142
733.5642,1.33,36825,31987,31165,29051,27134
735.0645,1.74,26281,26177,25729,27534,26025
735.4536,0.37,17813,22154,23067,22993,22969
735.9651,1.73,13098,11031,22999,13021,12835
735.9665,1.83,10344,8901,11564,13206,12213
736.4944,1.37,30737,33439,27451,25964,20999
736.6116,0.34,21902,18607,19475,21229,19151
737.7374,1.05,38228,35946,39016,35990,34700
738.453,0.38,21664,20488,21898,23946,22580
738.5485,0.36,16208,36906,24769,18751,15828
738.6273,0.4,,50628,,35224,13337
739.0594,1.81,16532,27511,19355,19368,28306
739.7524,1.04,19560,26413,21563,24355,25269
740.5235,1.68,30138,23013,29935,21166,29902
741.5671,0.52,73792,223397,212961,178003,219870
743.0004,1.83,13088,15021,16489,14507,17463
743.5839,0.43,192513,107923,120432,141966,183980
743.5856,0.52,367621,384345,346828,335184,193116
745.6009,0.43,179993,152630,111890,173614,186557
745.6017,0.53,59595,173560,365147,71561,353601
745.9944,1.75,72454,42612,38405,13406,34396
745.9955,1.83,72450,42975,38533,16654,33873
747.5326,0.38,105239,88575,89161,160173,97222
747.6466,2.04,11180,11405,12887,11928,12482
748.4835,1.75,12243,13114,8728,14217,8087
749.4938,0.38,40929,66394,40889,33639,35104
752.5995,0.35,26315,46704,45237,51765,36599
755.5502,0.39,87660,82176,107989,244963,82786
755.5719,0.53,131680,384838,351291,339928,755214
756.4613,0.39,15074,19349,18493,19228,22061
757.5625,1.33,301114,342850,252140,298086,311883
757.5635,0.43,3068141,2594337,2543561,2529558,2364088
757.5635,0.53,2739720,3313695,6071995,2839381,2978757
759.5782,0.43,2118532,1886617,2032735,1774300,1797425
759.5784,0.53,4137855,2199662,4011091,2273186,4242264
759.5785,1.33,200409,266582,201356,233322,204842
760.0097,1.8,1140345,1226464,1259865,1249507,1272305
760.5109,1.79,54234,57817,64362,60473,64213
762.6265,0.42,20858,70367,74104,27769,16554
763.3207,1.72,3853,5029,5272,5587,5327
765.6953,0.6,66224,52667,60391,41673,65513
767.4921,2.68,31625,30280,32731,33212,31809
767.5803,0.52,376192,352196,290501,129734,354930
768.4597,0.39,27608,29266,26816,23383,26498
769.5056,2.73,41150,37279,38044,39054,38004
769.5983,0.4,197145,109222,181581,53061,172358
769.5987,0.52,164997,299514,50291,154279,303270
771.5785,0.42,19270,77430,90522,103244,97366
771.5788,0.52,141874,182816,178230,161988,166400
772.4359,0.39,22581,18590,21115,22218,19926
773.5576,0.39,122380,83871,143941,207108,97088
773.5597,0.55,152935,84889,151368,106356,45776
775.5627,0.37,60915,69122,65750,61017,60473
775.9822,1.73,19753,21777,16933,24249,23858
775.9856,1.83,10501,11318,14191,13506,29534
777.5431,0.39,43440,45000,36911,54590,45188
778.621,0.36,22814,19733,19789,21221,26274
780.6268,0.35,10584,19733,11212,13265,15298
781.005,1.76,20284,24131,22631,23606,11243
781.5624,0.43,1108984,1129594,1342236,1086465,1139634
783.2366,2.22,4883,5544,5300,4737,4823
783.5778,0.43,1055079,899884,1148278,957823,1030363
783.578,1.33,139321,128602,128626,107030,128409
783.5781,0.53,2117537,2549275,2287881,2237783,2352052
784.6456,0.43,152902,113677,125563,136056,106330
785.5935,0.39,816363,665007,704054,782771,740442
785.5941,0.53,3183400,730717,3284513,3142303,1813000
785.5942,0.43,2030893,816647,1756949,754969,1647439
785.5943,1.33,176898,147495,138831,153611,141522
785.7519,0.69,,,,3008,
786.6594,0.43,119143,98260,102289,106909,74313
787.6637,0.61,110841,109955,169166,36143,7828
788.5459,0.38,43946,54443,52983,89008,57123
788.6079,0.53,39346,114025,15676,122946,130072
788.9863,1.75,15652,31660,51906,49212,51790
789.6122,0.53,118397,69829,22515,117841,48214
791.5666,0.39,169500,129077,129209,64679,60722
791.7104,0.61,62222,66364,62565,64624,60160
793.5979,0.41,154835,153765,97671,131199,97223
793.5988,0.52,189003,220427,88813,188787,166592
794.5357,2.69,22624,21230,20623,21785,21138
794.6025,0.42,127842,110542,100639,114462,108663
795.5177,1.69,122704,110883,121662,117358,140057
795.6126,0.52,108952,200226,184235,113764,162057
795.6134,0.42,94408,85079,92741,62771,91636
797.5325,1.69,,,113474,120820,117624
797.5548,0.54,11240,85559,82059,65904,79798
797.5563,0.4,86493,66446,74048,61195,24810
798.6632,0.4,45148,40613,46116,23299,36488
799.5707,0.54,545118,130078,142193,148118,202921
799.5731,0.59,539213,36630,5000,366741,359329
799.5739,0.42,41741,43921,260969,233025,244851
801.0207,1.82,36832,56184,102630,42068,44180
801.586,0.54,16698,197209,188901,185277,29187
801.5875,0.43,79987,79183,90449,46224,52035
801.9995,1.82,72434,28561,30748,41633,34890
803.5426,1.72,12561,14848,10870,14638,15347
803.5439,0.53,61874,322425,58546,61852,39146
805.5615,0.43,406402,211412,408021,360862,312850
808.5518,2.67,21067,20237,22195,20617,20524
809.5935,1.33,78762,67828,58332,53795,66711
809.5945,0.43,806108,488674,780559,1047770,671044
809.595,0.52,1508775,1458567,1448459,1512672,1237845
810.6612,0.44,160710,194729,86268,187484,110411
811.6073,1.34,41165,41334,33807,29509,36717
811.6083,0.52,728511,130632,677970,475740,631017
811.6084,0.43,343325,173528,323675,354755,329540
812.6764,0.44,166716,129298,143325,97593,172039
815.0514,1.79,33953,35390,34631,36089,33174
815.6148,0.53,287776,716441,401665,308055,673050
815.6154,0.43,535950,290264,462841,474345,461729
816.4636,0.39,28719,25786,19942,20093,22121
816.5666,2.68,16552,17049,14753,17795,16573
816.5926,0.42,116860,78905,109515,150939,108751
817.0679,1.75,31644,34806,36310,32463,35811
817.6309,0.43,502907,387538,404733,393062,419549
817.6312,0.53,537600,249815,281112,299983,690092
817.9683,1.83,12871,14276,12647,15840,12846
817.9684,1.73,13742,12199,12246,12644,13397
819.5175,0.43,6151,115601,125778,29281,117835
819.5925,0.38,107757,98661,103326,112358,98181
821.5332,1.69,55570,,108959,,127826
821.5467,0.49,100141,13904,64983,92817,104839
821.6283,0.52,96114,38257,-16195,9712,88725
821.6298,0.39,51563,42273,44399,28323,48697
823.079,1.74,5985,6579,7053,6761,8596
823.5161,2.7,28682,27577,29624,22975,23816
823.5492,1.69,82343,100994,93659,93649,92639
825.0029,1.83,23248,14432,20278,22730,18087
825.5857,0.53,19507,230084,42115,30524,24170
825.5874,0.43,9741,17381,81477,84056,101210
825.5878,0.6,8542,223003,30779,63044,37638
827.6026,0.53,56272,317610,303311,105221,91751
827.6633,0.35,13815,35176,20888,26040,25830
827.9968,1.82,78354,49781,44622,16084,41463
827.9972,1.73,78245,49781,44248,26715,41463
829.558,0.52,146810,140016,138015,59896,146915
829.5604,0.4,78955,283773,292296,71722,80512
829.6224,0.53,145409,48086,37570,133904,131155
830.6134,0.39,37556,28959,45219,50019,63978
832.5773,0.39,17103,66023,64630,74862,75176
833.5929,0.39,264392,71349,139723,244565,101654
833.5956,0.43,172556,25488,110917,52640,54866
835.606,0.52,333881,325260,312354,60584,297460
835.6068,0.39,116256,143664,149422,127061,117633
836.6144,0.52,70851,63548,171768,143500,143517
837.5527,0.39,38346,35887,50131,58728,27693
837.6194,0.42,89651,70256,65010,72864,68003
837.6217,0.52,155964,183445,29935,22060,183568
841.6303,0.42,316925,270987,280963,272912,257818
841.6311,0.52,149401,322489,353594,160202,375934
842.0118,1.79,1055179,1165233,1167719,1177731,1188675
842.5149,1.79,68656,84420,82653,85716,84602
843.6469,0.43,367146,323380,332386,314930,309784
843.6469,0.52,488211,500766,419608,475328,506946
845.5355,0.4,29245,46286,210162,33493,45519
846.5923,0.39,76601,79345,67418,125996,117539
847.5504,1.66,34443,36329,43148,43649,38779
850.7149,0.35,22289,21500,24184,21636,35608
851.5356,0.39,17742,15363,25044,21455,22879
856.5163,0.38,17278,14376,19557,16314,20463
857.6718,0.36,27965,30445,34385,23459,35557
857.9844,1.73,24667,15131,27048,15348,17128
857.9865,1.83,7376,15369,37775,11192,13063
861.5487,1.85,9579,12288,16656,14454,19517
861.5495,1.72,33104,26263,25659,23271,26236
863.5086,2.67,28537,26594,35637,34444,32432
863.6162,0.38,134935,48114,115602,107659,109434
865.974,1.83,10138,9964,13894,10893,10405
867.645,0.43,155676,149443,151376,132147,134198
867.6469,0.52,177494,178147,173620,153739,185055
868.9953,1.73,26690,6421,6135,5762,3566
869.6611,0.43,122070,118469,78393,122289,110932
870.9873,1.75,43001,45135,48864,45829,47605
874.6319,0.37,34191,30210,32692,35690,37636
874.7031,0.35,12379,14813,13011,34402,17461
876.7202,0.35,14063,16678,13432,11862,13507
877.6315,0.37,28795,35420,30531,27989,39929
879.6146,0.38,21576,19492,30479,27668,22433
882.424,1.32,15304,16153,15140,18225,14590
883.5863,0.39,14415,18876,36902,38942,21393
884.0042,1.82,22159,46300,45754,72506,74105
884.431,1.32,13960,13988,13984,15386,13595
885.0019,1.83,28646,14587,32657,12953,11376
885.702,0.35,14749,15418,17233,16155,15471
889.5764,1.85,10406,13366,12378,12075,17382
893.4951,1.68,31688,34782,35036,35557,41065
893.6285,0.38,43841,26857,34360,33273,37877
893.6603,0.52,29506,32280,23652,29559,21254
895.5103,1.69,34979,35841,40417,34675,36592
897.0565,1.8,22906,23174,23549,24675,26220
899.0672,1.76,29308,31961,34116,34309,33417
899.9699,1.73,17177,16457,16754,17106,19307
899.9719,1.83,9323,13442,8654,11678,9136
903.0683,1.81,26526,29209,19674,28771,29235
904.6324,0.37,40333,40698,40055,39526,41023
907.0063,1.83,10750,12388,12880,11645,11502
907.6426,0.37,35915,35020,28819,30904,34950
908.4395,1.33,12870,13459,14075,15285,13678
909.9997,1.74,73002,28677,41784,19006,19575
910.002,1.76,74007,47888,42020,19861,18011
910.4559,1.33,12836,16120,15796,15794,15305
911.9902,1.75,32602,64546,39402,69075,40067
915.7122,0.35,22910,28570,23567,23010,22258
918.0089,1.82,56995,14855,22774,54438,20904
919.5113,1.68,19728,26991,22354,23498,22856
921.526,1.68,24472,27581,35498,28007,28795
921.6573,0.37,41412,41987,44160,43963,42025
924.0162,1.79,987481,1061087,1101589,1101354,1116190
924.5171,1.79,66209,73590,77319,82748,84497
926.6138,0.37,33382,24055,30749,27948,23880
928.5742,0.38,13851,13082,15471,16580,16885
935.6704,0.38,20223,18594,17368,16802,16760
937.6528,0.38,22167,18811,20314,16587,21091
939.9876,1.74,19897,32815,23050,31332,22341
940.745,0.34,14073,12835,10974,13542,13740
942.7619,0.36,37639,39779,33643,43315,34090
943.3519,2.88,46558,51583,61449,50847,50768
944.7775,0.35,36983,42298,51050,36480,38625
945.5258,1.68,9223,9830,12619,12143,14124
949.686,0.37,20545,21194,21708,23300,20113
951.6744,0.38,19255,22354,22063,19155,25044
956.7389,0.35,17628,16351,14316,15119,16114
958.7569,0.35,16951,16239,15557,15626,14435
962.675,0.37,29553,32986,30118,30844,31174
965.686,0.37,21841,23645,22329,20806,20462
968.7763,0.35,33759,30553,29963,30020,28593
970.7939,0.35,30332,32534,30695,29598,33544
979.0599,1.78,26844,21533,28345,30363,27821
979.6966,0.36,26417,23759,22851,24447,24952
981.0749,1.75,30240,30078,29742,31648,28841
981.6824,0.38,16980,14162,14002,13538,13300
981.9742,1.73,12320,16162,20311,15510,18807
981.9746,1.83,10913,10044,7610,11554,8046
984.7714,0.35,37595,26054,26396,23268,26164
989.0108,1.83,10054,12433,13869,11180,12880
992.0049,1.75,39525,50430,43043,41859,42868
